Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9
,,,,,,,,54,4770.934023,499.9203449,6432.000038,3435.693224,25888.96374,20681.68125,20403.97143,4137.171115,19254.96972
,,,,,,,,55,4968.245788,573.8197661,7418.86623,4054.543831,27907.59396,25610.49072,23846.03974,5049.746912,20441.20894
,,,,,,,,56,4541.466545,603.9697174,7452.592814,4280.295184,29192.11942,29383.61203,26312.59059,5806.412361,18387.76179
,,,,,,,,57,3736.878896,466.6115038,6431.023547,4004.081302,29251.23397,30050.17928,24738.58777,5163.929999,15731.45446
,,,,,,,,58,3119.8472,342.6045429,5005.982126,3123.934245,28738.41499,25316.17375,20349.98983,4017.141709,13364.08751
,,,,,,,,59,2721.525287,270.8392548,3877.884082,2701.788008,28189.39389,21747.74318,16588.82033,3073.774681,11839.58417
,,,,,,,,60,2530.117941,239.2361665,3366.637441,2232.618457,27706.10835,18322.71224,13458.98384,2354.700667,10875.54872
,,,,,,,,61,2509.858049,225.7353536,3143.593669,2077.946398,27365.06821,16455.4326,11790.8125,2033.211151,10398.93039
,,,,,,,,62,2729.97634,238.7137415,3163.843309,2112.915023,26688.75423,17567.49219,11929.87805,2212.087853,10536.22834
,,,,,,,,63,3139.701516,269.601033,3396.775192,2350.263375,26611.99739,17995.79111,12986.13857,2539.545535,11159.85549
,,,,,,,,64,3825.57618,329.2381684,4028.603639,2601.086347,26675.21215,18427.78439,14629.9203,3179.939097,12700.94786
,,,,,,,,65,4710.423685,413.3054055,4879.877899,3014.062433,27586.11243,19981.92344,16080.63249,4063.601261,15651.77248
,,,,,,,,66,5090.555503,489.2904874,5798.03951,3580.275393,28906.09578,22723.69803,18439.01875,4849.238366,16751.15673
,,,,,,,,67,5122.864223,513.7971299,6184.986607,3891.639886,28912.20656,26290.6274,20877.24184,5505.221338,16911.66168
,,,,,,,,68,5139.01806,512.206758,6254.433824,3899.745362,28364.5374,26634.70675,21187.24727,5362.138544,16933.60728
,,,,,,,,69,5067.478593,493.8694743,6077.329618,3818.43669,27302.62908,26006.06821,21023.1432,5206.825826,16712.61726
,,,,,,,,70,4879.397592,464.4069406,5820.002571,3548.089961,25662.45763,25437.39551,21971.22795,5027.903867,16116.35847
,,,,,,,,71,4693.62533,435.6352426,5681.931767,3371.297297,23861.29788,25421.90268,22474.89587,4939.124068,15696.29087
,,,,,,,,72,4511.314604,411.2856176,5487.892971,3210.337445,22466.77841,26302.70735,23388.86872,5207.078803,15418.27063
,,,,,,,,73,4446.69821,433.4153506,5092.367355,3244.34819,21585.68348,25709.92166,22592.73799,5248.379019,15265.20275
,,,,,,,,74,4401.69719,434.9800363,4938.162775,3136.312587,21081.97271,23271.79962,20734.24933,4812.701774,15320.89087
,,,,,,,,75,4368.234623,441.2057392,4980.175843,3073.223256,20897.12844,20956.94004,19333.42397,4314.469613,15563.9499
,,,,,,,,76,4400.543344,457.952651,5145.592958,3092.033235,21298.44982,19405.20525,18702.49372,3956.916966,16152.52099
,,,,,,,,77,4504.391531,492.1069631,5495.797301,3235.717459,22447.80694,19404.07936,18987.09144,3929.262415,17238.93764
,,,,,,,,78,4704.009939,549.2313005,6092.313507,3549.454314,24445.09982,20851.01173,20633.55826,4190.194141,18780.30158
,,,,,,,,79,4903.629395,614.6800517,6975.072756,4160.722518,26533.61239,26046.96414,23794.88868,4871.373843,19993.57864
,,,,,,,,80,4610.308466,636.1402852,7073.596817,4433.122316,27840.00384,30583.01087,26233.83898,5791.072447,17967.41537
,,,,,,,,81,3696.494305,495.4486603,6093.604848,4167.571526,27865.81296,32414.05064,24764.5325,5241.80162,15357.75863
,,,,,,,,82,3108.308746,340.8464853,4641.128137,3368.983781,27438.22748,26171.65743,19661.26291,4050.35943,13063.51335
,,,,,,,,83,2721.525287,269.3093698,3658.710911,2747.507994,27236.39089,21094.92128,15832.02624,3126.679341,11573.96213
,,,,,,,,84,2546.272825,237.7344535,3206.107344,2255.353675,26401.14575,17351.83566,12907.99111,2291.353168,10648.10938
,,,,,,,,85,2524.85804,230.4874119,3077.391916,1868.629394,26130.57617,14935.481,11609.70282,1965.900734,10306.8311
,,,,,,,,86,2723.052219,251.0883992,3187.520933,1803.137189,25528.26533,14700.48482,11838.19324,2154.375471,10521.0224
,,,,,,,,87,3110.600717,278.564392,3484.992482,1935.714796,25494.08245,15110.88664,12903.11319,2534.524292,11231.55368
,,,,,,,,88,3735.064812,335.1028138,4010.076548,2196.474005,25838.58367,16713.01712,14608.58498,3128.073035,12800.68259
,,,,,,,,89,4691.962157,413.5334745,4890.852015,2791.581385,27234.50923,18827.41981,15881.58862,3888.366034,15428.33264
,,,,,,,,90,5099.786266,479.6990583,5630.996811,3427.270634,28615.99685,21696.73762,17874.29848,4607.510835,16421.32412
,,,,,,,,91,5125.171914,506.2199993,6045.761353,3713.233319,28573.98511,25028.40106,20246.64723,5286.06213,16434.52553
,,,,,,,,92,5109.01703,507.9673888,6207.246266,3803.578103,28041.05613,26073.25857,21013.3426,5369.119777,16560.26602
,,,,,,,,93,5030.554491,495.8838763,6150.710177,3827.853122,26856.61485,26098.16908,20883.45112,5179.081921,16290.15567
,,,,,,,,94,4856.320683,469.5481248,5887.824204,3769.493257,25519.32502,26778.17675,21920.64747,5087.765391,15620.93695
,,,,,,,,95,4693.62533,434.5226555,5524.051656,3344.082163,23644.96376,25001.61405,22099.23986,4844.721916,15231.65112
,,,,,,,,96,4534.391513,405.7229926,5305.942814,3183.946154,22293.3519,26011.07612,22954.8007,5125.57267,14984.62079
,,,,,,,,97,4470.928965,387.2031088,4983.796616,3069.557375,21617.4604,25386.06157,21846.32627,5189.00256,14785.01791
,,,,,,,,98,4420.158717,384.5284253,4928.214203,3032.307928,21334.56852,23112.39112,20345.3021,4747.14943,14764.95929
,,,,,,,,99,4378.62028,389.6696094,5057.87418,3001.978321,21290.8972,21026.28836,18949.3211,4278.2974,14875.45632
,,,,,,,,100,4392.465378,402.177152,5212.31832,3059.135115,21731.82544,19580.75164,18086.21962,3930.68628,15377.78236
,,,,,,,,101,4495.160767,441.4445798,5571.300815,3175.102925,22856.12848,19484.45211,18415.82624,3877.407957,16306.90933
,,,,,,,,102,4677.471493,503.4994327,6168.914432,3495.686607,24873.1717,20909.37081,20069.18481,4087.636385,17623.82979
,,,,,,,,103,4859.782219,580.3431394,6946.468187,3948.981935,27196.29656,24493.89235,23161.74323,4700.084126,18661.27876
,,,,,,,,104,4773.12329,648.8756896,7383.038365,4182.559792,28616.85589,28728.32722,26180.27133,5727.231759,17804.71478
,,,,,,,,105,4418.138177,585.7598292,7112.838978,4224.705435,28703.4229,33645.05674,27334.2805,6321.979241,15899.72552
,,,,,,,,106,4527.110025,504.5170429,5890.269995,3844.526124,28073.5296,32200.29407,26021.83952,6059.978746,13860.92723
,,,,,,,,107,4219.29948,457.5466426,5167.175005,3393.378671,27688.72606,28717.94784,23759.37829,5559.740177,13085.66065
,,,,,,,,108,4308.012484,459.2454561,4997.267857,3198.180321,27400.4687,27017.13703,21348.78931,5144.978781,12763.3145
,,,,,,,,109,4170.447067,426.0171951,5002.25184,3042.59833,26537.77868,25059.92623,20429.6029,4598.122839,13316.5842
,,,,,,,,110,4186.465712,427.9442847,4921.119813,2807.706248,25710.7968,24223.46554,19726.9023,4728.944378,13647.86633
,,,,,,,,111,4464.530939,395.680915,4907.938326,2806.984841,25859.34688,22954.20234,19269.92147,4493.3614,13499.44148
,,,,,,,,112,4631.961146,412.6773355,4938.524396,2861.712607,26081.17214,21777.14556,18824.76624,4324.638587,13899.29022
,,,,,,,,113,4851.705301,431.0949923,5251.425871,3052.984629,27528.03241,20786.14354,17103.86634,4270.082614,15266.40959
,,,,,,,,114,5152.864205,479.4601141,5722.464127,3422.504117,28361.71546,21657.78856,18003.12711,4545.450268,16071.6408
,,,,,,,,115,5122.864223,492.1503604,5952.627385,3563.138162,28262.75465,23964.6613,19482.56982,5064.956856,16039.04676
,,,,,,,,116,5081.324739,484.3062172,5882.851629,3475.142854,27395.76185,23747.9727,19219.27386,4998.584078,15878.13772
,,,,,,,,117,4997.092973,467.7726669,5775.266508,3434.175218,26451.75439,23278.07416,19251.00273,4837.999462,15550.80259
,,,,,,,,118,4863.243756,445.704353,5618.227138,3317.334527,25257.92649,23650.82874,20672.36907,4773.822245,15079.65227
,,,,,,,,119,4674.009957,419.1578293,5404.579811,3138.481167,23563.84673,23912.307,21139.27357,4690.685687,14854.03257
,,,,,,,,120,4479.005883,402.1745626,5101.017742,2895.625275,22115.27704,24602.84651,21717.35219,4890.733536,14602.0227
,,,,,,,,121,4410.927953,396.1623249,4953.71134,2832.898827,21040.13755,23900.39124,20751.84789,4859.321467,14312.49463
,,,,,,,,122,4331.310521,394.3893528,4844.883931,2725.779695,20743.71226,22138.68807,19430.89292,4512.248793,14281.01222
,,,,,,,,123,4272.464403,409.8131124,4878.686945,2679.689197,20529.58912,20336.55809,18379.24182,4123.967579,14312.6505
,,,,,,,,124,4303.61823,426.3492519,5010.541746,2688.508453,20524.75986,18514.05639,17734.55046,3789.513578,14555.45017
,,,,,,,,125,4326.696187,454.9127671,5244.49461,2775.194985,21043.60621,17762.46032,17802.83019,3651.529776,15043.11503
,,,,,,,,126,4408.620262,515.1946479,5591.477445,2930.651655,22172.6616,17709.67209,18323.69391,3660.163482,15782.47559
,,,,,,,,127,4522.853058,557.855974,6208.700736,3208.44239,23947.48141,20478.77318,19666.15202,4132.304211,16608.3476
,,,,,,,,128,4500.166004,574.5642528,6631.036505,3408.781038,25645.00925,22648.77885,21006.37254,3995.634033,16438.67641
,,,,,,,,129,3641.737473,465.7144532,6618.066058,3371.438963,26518.39881,23956.75655,19839.3966,3915.563369,16305.91294
,,,,,,,,130,3451.873828,330.7165773,4731.137562,3217.487221,26542.13996,23391.73129,17281.55252,2696.271674,15558.13618
,,,,,,,,131,3913.269483,269.2659725,3784.00748,2967.557835,26203.48087,21635.93909,11620.33133,1922.67418,15959.51087
,,,,,,,,132,3325.593251,339.3975949,3233.397757,2897.633663,25781.33669,20882.52517,9440.490474,1614.953336,13433.61539
,,,,,,,,133,2778.557321,274.8645375,3114.983396,2784.813018,25476.99589,21024.61124,8091.072378,2239.771414,14658.98891
,,,,,,,,134,3034.699484,245.8301769,3497.64922,2597.11098,25003.84767,20687.61567,9081.711408,1460.006158,14191.45404
,,,,,,,,135,2962.905354,273.0498252,3675.799503,2722.968169,24961.34196,20338.88026,12276.43434,1770.601423,13616.95769
,,,,,,,,136,3713.395363,328.4019155,3944.52731,2792.000935,25249.42491,19653.94678,13202.56843,2821.094876,14104.33175
,,,,,,,,137,4740.679378,414.4834511,4937.220507,2994.588803,26493.63505,18691.93666,14669.53664,3351.900711,15326.21244
,,,,,,,,138,5068.632439,472.8156633,5715.261366,3367.790517,27511.72039,19804.19563,16472.20888,3972.589928,16052.1266
,,,,,,,,139,5039.785254,482.3789204,5923.622409,3557.905237,27528.9012,21880.4585,17857.00199,4446.698771,15891.02163
,,,,,,,,140,4985.55347,468.3091779,5810.735033,3527.321721,26925.51141,22105.08703,17726.97625,4429.840995,15696.72684
,,,,,,,,141,4900.167858,440.3805687,5488.918515,3391.904255,26196.71362,21792.8495,17250.42779,4332.289397,15503.71408
,,,,,,,,142,4760.549414,415.3680729,5229.469654,3193.558739,25000.85024,21237.00735,17686.68863,4217.208126,15135.80848
,,,,,,,,143,4605.930979,399.5254618,5044.851258,3124.000719,23499.07313,21737.96193,18218.12492,4171.289341,14896.43546
,,,,,,,,144,4452.467438,387.7397233,4989.012173,2934.84388,22110.32754,21724.00548,18413.59985,4231.067313,14691.11198
,,,,,,,,145,4391.311532,406.9250673,5513.395813,2702.022302,21616.55152,23239.66459,21127.91785,4643.772401,14486.73713
,,,,,,,,146,4314.002839,402.0253131,5500.994605,2604.638895,21385.98203,22678.69726,20951.55185,4625.845856,14414.36616
,,,,,,,,147,4257.463364,412.3076814,5507.435339,2607.708689,21354.40119,20961.23253,19947.97514,4268.018184,14497.80864
,,,,,,,,148,4240.155682,442.4358823,5550.544678,2646.973063,21340.74213,19715.30827,19031.75352,3872.383233,14639.29386
,,,,,,,,149,4257.463364,502.0855501,5794.83055,2711.392965,21696.88751,18905.24756,18829.2414,3753.472495,15013.36603
,,,,,,,,150,4292.079775,534.8885381,6124.255941,2835.189458,22503.86773,18793.33792,18908.25033,3722.51416,15745.37448
,,,,,,,,151,4361.311551,559.4794895,6601.796532,3118.429975,24278.55538,20522.2962,19878.92344,4002.31123,16597.34584
,,,,,,,,152,4371.186833,575.5878703,6981.090268,3318.855802,26072.08126,22305.56737,21192.41608,4055.288998,15275.90645
,,,,,,,,153,4386.577727,507.9442919,6760.046249,3326.70301,26848.64083,22785.14161,20720.70079,3289.382929,13660.93731
,,,,,,,,154,4322.995707,414.6709193,5934.512109,3133.365934,27073.64334,20971.44771,18897.14075,2718.515072,12175.97662
,,,,,,,,155,4143.772382,411.5452765,5096.057715,2878.141508,26640.40531,19786.53309,14411.19692,2107.435495,11140.30526
,,,,,,,,156,4135.695464,259.2424345,4832.812403,2533.411396,26293.54037,16083.88601,13476.14607,1751.564332,10441.55719
,,,,,,,,157,4305.686977,230.7944039,4367.537269,2181.365868,25648.96213,15017.4605,12596.20681,1646.555719,10024.75034
,,,,,,,,158,4266.456232,248.0122646,4192.479587,2081.854201,25067.03969,15341.47306,12243.20629,1771.962624,10225.36516
,,,,,,,,159,4012.231904,271.4594533,3974.554407,2096.374969,24827.25474,15250.75611,10935.40493,1983.078792,11062.4047
,,,,,,,,160,4438.755436,317.2028177,4639.413574,2324.14125,25522.28129,16875.93233,12581.90867,2607.06019,12502.70953
,,,,,,,,161,4712.086857,393.6474554,4916.805457,2752.041307,27153.69876,17451.27832,14457.34699,3375.427561,15235.13394
,,,,,,,,162,5005.169891,457.6333337,5601.205851,3167.799496,28587.65718,18742.56692,16232.38513,3940.146223,16144.16926
,,,,,,,,163,4994.784234,469.4498335,5820.539869,3415.894852,28732.49486,20956.47091,17560.00808,4380.13684,16165.01785
,,,,,,,,164,4947.47657,469.1828209,5825.953919,3512.244097,28327.49792,21953.60673,17823.34879,4442.027982,16063.86457
,,,,,,,,165,4828.627344,452.8881112,5677.765709,3486.855365,27400.99084,22130.22037,17945.34162,4422.952597,15682.24848
,,,,,,,,166,4684.394566,431.904316,5577.718733,3282.325582,26040.06711,21824.53886,18819.70931,4373.818221,15187.31381
,,,,,,,,167,4500.929995,410.7097486,5516.39259,3069.156351,24358.3454,21780.03067,19451.73598,4311.947967,14755.43342
,,,,,,,,168,4329.00283,394.6563654,5462.219016,2841.376994,22918.94567,21644.24259,19835.5144,4358.785824,14448.59253
,,,,,,,,169,4267.849021,396.1648106,5473.704192,2656.391674,22272.91259,22935.10898,21507.8812,4936.506105,14282.5597
,,,,,,,,170,4209.000806,396.6170128,5532.56287,2490.535627,21957.36418,21585.84832,20919.78941,4771.112607,14228.58831
,,,,,,,,171,4175.539288,411.1389574,5804.211024,2475.531016,22182.13812,19480.2769,19616.89171,4246.891133,14425.69325
,,,,,,,,172,4191.693125,431.0127549,5982.797078,2545.219804,22787.14092,18158.67113,18801.65205,3894.345804,14925.91507
,,,,,,,,173,4303.61823,464.0545834,6325.391407,2697.882385,24039.76489,18038.69255,19056.13195,3817.500015,15860.25816
,,,,,,,,174,4484.77511,511.3767195,6854.012972,3138.071425,26226.9577,19880.59255,20348.78154,4014.802253,17060.98414
,,,,,,,,175,4653.240739,567.4448138,7548.878702,3706.685079,28756.53391,24552.69711,23296.65807,4685.749156,18009.41993
,,,,,,,,176,4464.021612,580.0614193,7857.222839,4007.515068,30154.97918,28640.94106,25850.59758,5514.070887,16242.98012
,,,,,,,,177,3996.093788,472.9776524,6767.165735,3831.758746,30077.30806,30369.8407,24278.82115,4709.924695,14227.62507
,,,,,,,,178,3709.695932,373.9132751,5151.643551,3424.208468,30094.74019,28834.17344,20697.8551,4416.933372,12599.53913
,,,,,,,,179,3434.447722,291.9664994,4444.989202,3230.090049,29418.74469,27375.91171,18097.34038,3516.122161,11380.51431
,,,,,,,,180,3291.757597,278.3745417,3947.514962,2953.571039,28974.79735,25846.04985,15646.81061,3315.868912,10581.54085
,,,,,,,,181,3390.854163,261.8341556,3909.753508,2896.492707,28579.1946,24678.19963,14761.38927,2964.374946,10223.33773
,,,,,,,,182,3444.696092,291.7284874,3965.672446,2730.788134,27929.99401,23156.74684,14610.43098,3219.904802,10548.89788
,,,,,,,,183,3712.377758,328.525893,4108.754612,2734.517219,27995.11859,22192.23863,15490.84014,3427.465369,11394.19106
,,,,,,,,184,4149.54161,367.776542,4405.664906,2792.919584,28197.304,21040.08062,16164.69835,3838.030597,12764.73973
,,,,,,,,185,4806.449617,417.7729473,5092.409563,3026.506159,29316.90452,20399.73743,16418.47341,4210.176993,15366.87731
,,,,,,,,186,5111.324721,491.9677602,5806.602058,3421.360981,30378.31454,21728.82573,18099.56678,4505.549548,16411.13467
,,,,,,,,187,5110.170875,510.9116742,6150.750103,3633.261756,30174.21389,24142.22491,19888.89185,4984.656425,16432.95939
,,,,,,,,188,5047.862173,504.1801181,6124.868529,3671.216264,29381.22531,25089.12923,20287.67324,5077.191422,16419.18248
,,,,,,,,189,4972.86117,482.5052802,5917.494244,3563.515212,28249.13133,24504.74086,19846.57923,4909.861142,15847.64146
,,,,,,,,190,4783.627371,455.0569415,5723.599184,3294.084952,26631.34043,24299.73346,21246.46481,4826.067772,15202.26441
,,,,,,,,191,4586.315606,433.6235335,5570.164617,3023.598736,24826.972,24161.76395,21835.26144,4745.718602,14750.4297
,,,,,,,,192,4406.312571,407.0769062,5461.00981,2792.194908,23324.26002,24715.07282,22994.97644,5025.22324,14431.25601
,,,,,,,,193,4334.773105,397.9377828,5408.005514,2676.410174,22378.8573,24346.29406,22663.03154,5232.776844,14190.40216
,,,,,,,,194,4255.155673,393.037925,5437.875187,2571.168661,21981.18982,21848.5463,21440.46294,4813.490876,14201.26668
,,,,,,,,195,4176.693134,410.6585833,5798.723966,2536.372216,21800.89207,19651.77708,20433.14947,4283.626161,14339.70965
,,,,,,,,196,4183.616206,443.0400268,5983.894489,2620.904334,22128.15507,18154.01507,19666.95755,3878.226071,14782.68965
,,,,,,,,197,4301.310539,501.096837,6467.835888,2798.147061,23227.03354,18212.52662,20595.88861,3844.291195,15672.46289
,,,,,,,,198,4468.621274,553.3494886,7178.335741,3166.495079,25250.71402,20055.10686,22326.24229,4125.27656,16797.18473
,,,,,,,,199,4638.2397,621.0233105,8230.446588,3687.439204,27595.51854,24579.61312,25942.72991,4992.156377,17489.5095
,,,,,,,,200,4408.635982,646.6600441,8414.906418,3906.587831,28948.8864,28495.28964,28042.74288,5453.738223,16902.94075
,,,,,,,,201,3602.640872,495.1639366,7197.184526,3851.610515,28832.32988,30919.00955,25508.29269,5402.499961,15632.68873
,,,,,,,,202,3044.456342,361.3241166,5230.940094,3236.729826,28505.56628,27908.47355,20923.94012,4019.434747,14302.64687
,,,,,,,,203,2672.672874,285.9690727,3874.578159,2743.612178,27941.67718,24620.30967,16729.45219,2997.398872,12969.10883
,,,,,,,,204,2481.265528,259.9567813,3321.131365,2445.396472,27657.48753,23567.88754,13989.87192,2361.022768,13106.00776
,,,,,,,,205,2495.621001,247.05597,3362.464539,2258.121611,27766.77741,22664.77599,13289.18513,2038.736026,10543.12457
,,,,,,,,206,2708.561555,265.3863143,3281.743186,2561.890626,27577.66393,22216.10534,13641.89476,2182.081081,10608.98946
,,,,,,,,207,3119.186962,289.5072489,3624.874814,2584.057001,27314.97413,21851.78326,14301.32058,2577.60695,11983.46625
,,,,,,,,208,3742.242548,377.652384,4074.664125,2664.885098,27591.05001,22185.47151,15957.53207,3537.56021,12973.7011
,,,,,,,,209,4644.398782,422.553074,4957.065176,2934.823175,28698.48531,20796.73403,16110.06785,4134.967431,15271.67809
,,,,,,,,210,5027.092954,472.9956742,5644.622054,3264.391753,29790.49471,21328.34589,17595.42896,4336.942779,16120.88708
,,,,,,,,211,4990.1699,491.9395882,5950.888866,3504.329325,29463.85569,23424.92185,19186.30313,4819.908133,16099.78464
,,,,,,,,212,4932.475531,499.010762,6048.725049,3616.366448,28553.52955,24643.43751,19992.78266,4953.30818,16066.9181
,,,,,,,,213,4858.628374,482.5052802,5960.7496,3607.97655,27453.80937,24659.17664,20028.43849,4877.183027,15649.28478
