Time_Index,Central_Solar,IID_Solar,LADWP_Solar,NCNC_Solar,North_Solar,PGE_Solar,SCE_Solar,SDGE_Solar,South_Solar,Central_Wind,LADWP_Wind,NCNC_Wind,North_Wind,PGE_Wind,SCE_Wind,SDGE_Wind,South_Wind,LADWP_Hydro,NCNC_Hydro,North_Hydro,PGE_Hydro,SCE_Hydro,South_Hydro,Central_Solar_Invest,IID_Solar_Invest,LADWP_Solar_Invest,NCNC_Solar_Invest,North_Solar_Invest,PGE_Solar_Invest,SCE_Solar_Invest,SDGE_Solar_Invest,South_Solar_Invest,Central_Wind_Invest,LADWP_Wind_Invest,NCNC_Wind_Invest,North_Wind_Invest,PGE_Wind_Invest,SCE_Wind_Invest,SDGE_Wind_Invest,South_Wind_Invest,Central_Solar_LowerQuality_Invest,IID_Solar_LowerQuality_Invest,LADWP_Solar_LowerQuality_Invest,NCNC_Solar_LowerQuality_Invest,North_Solar_LowerQuality_Invest,PGE_Solar_LowerQuality_Invest,SCE_Solar_LowerQuality_Invest,SDGE_Solar_LowerQuality_Invest,South_Solar_LowerQuality_Invest,Central_Wind_LowerQuality_Invest,LADWP_Wind_LowerQuality_Invest,NCNC_Wind_LowerQuality_Invest,North_Wind_LowerQuality_Invest,PGE_Wind_LowerQuality_Invest,SCE_Wind_LowerQuality_Invest,SDGE_Wind_LowerQuality_Invest,South_Wind_LowerQuality_Invest
11,0.844601014,0.949001449,0.96009878,0.858604167,0.276676238,0.76567162,0.964829726,0.788296145,0.793099533,0.380001007,0.272429524,0.121624797,0.020001003,0.176410523,0.016438916,0.016672404,0.010001001,0.064592534,0.011046211,0.934084191,0.00E+00,0.044417545,0.129312537,0.844601014,0.949001449,0.96009878,0.858604167,0.276676238,0.76567162,0.964829726,0.788296145,0.793099533,0.380001007,0.272429524,0.121624797,0.020001003,0.176410523,0.016438916,0.016672404,0.010001001,0.633450761,0.711751087,0.720074085,0.643953125,0.207507179,0.574253715,0.723622295,0.591222109,0.59482465,0.285000755,0.204322143,0.091218598,0.015000752,0.132307892,0.012329187,0.012504303,0.007500751
12,0.833130586,0.936001449,0.96009878,0.821075865,0.397327362,0.853903529,0.958589008,0.861585192,0.82082933,0.390001007,0.282429524,0.112322038,0.010001002,0.175803893,0.019698747,0.023343829,0.010001001,0.064577874,0.01104619,0.942854983,0.00E+00,0.044412101,0.129214988,0.833130586,0.936001449,0.96009878,0.821075865,0.397327362,0.853903529,0.958589008,0.861585192,0.82082933,0.390001007,0.282429524,0.112322038,0.010001002,0.175803893,0.019698747,0.023343829,0.010001001,0.62484794,0.702001087,0.720074085,0.615806899,0.297995522,0.640427647,0.718941756,0.646188894,0.615621998,0.292500755,0.211822143,0.084241529,0.007500752,0.13185292,0.01477406,0.017507872,0.007500751
13,0.833104661,0.936001449,0.958196341,0.88648467,0.616728279,0.827435652,0.956973675,0.865973792,0.863158916,0.370001007,0.27139381,0.132322038,0,0.19122596,0.029982399,0.030015245,0.010001001,0.064578283,0.01104619,0.934514549,0.00E+00,0.044412101,0.129214677,0.833104661,0.936001449,0.958196341,0.88648467,0.616728279,0.827435652,0.956973675,0.865973792,0.863158916,0.370001007,0.27139381,0.132322038,0,0.19122596,0.029982399,0.030015245,0.010001001,0.624828496,0.702001087,0.718647256,0.664863503,0.462546209,0.620576739,0.717730256,0.649480344,0.647369187,0.277500755,0.203545358,0.099241529,0,0.14341947,0.022486799,0.022511434,0.007500751
14,0.821556658,0.910001449,0.945196341,0.803057783,0.603684733,0.805400415,0.943513821,0.864949764,0.829821353,0.410001007,0.299441429,0.169533071,0,0.19122596,0.047990859,0.043329545,0.050000994,0.064601553,0.01104619,0.926520426,0.00E+00,0.04441324,0.129214677,0.821556658,0.910001449,0.945196341,0.803057783,0.603684733,0.805400415,0.943513821,0.864949764,0.829821353,0.410001007,0.299441429,0.169533071,0,0.19122596,0.047990859,0.043329545,0.050000994,0.616167494,0.682501087,0.708897256,0.602293337,0.45276355,0.604050311,0.707635366,0.648712323,0.622366015,0.307500755,0.224581072,0.127149803,0,0.14341947,0.035993144,0.032497159,0.037500746
15,0.775182173,0.858001449,0.90809878,0.811325865,0.422036234,0.606678586,0.900277835,0.860594502,0.850286143,0.420001007,0.312429524,0.146744104,0,0.142036643,0.066045121,0.060000961,0.060000994,0.065269381,0.01104619,0.91949337,2.00E-05,0.04452898,0.129214741,0.775182173,0.858001449,0.90809878,0.811325865,0.422036234,0.606678586,0.900277835,0.860594502,0.850286143,0.420001007,0.312429524,0.146744104,0,0.142036643,0.066045121,0.060000961,0.060000994,0.58138663,0.643501087,0.681074085,0.608494399,0.316527176,0.45500894,0.675208376,0.645445877,0.637714607,0.315000755,0.234322143,0.110058078,0,0.106527482,0.049533841,0.045000721,0.045000746
16,0.648074369,0.702001377,0.789196585,0.527645833,0.232744328,0.381084184,0.765269297,0.684558004,0.663894897,0.440001007,0.335417619,0.115349621,0.020001003,0.104005668,0.085112505,0.076686651,0.050000994,0.078364579,0.011050824,0.930576022,0.00308,0.05127339,0.129391117,0.648074369,0.702001377,0.789196585,0.527645833,0.232744328,0.381084184,0.765269297,0.684558004,0.663894897,0.440001007,0.335417619,0.115349621,0.020001003,0.104005668,0.085112505,0.076686651,0.050000994,0.486055777,0.526501033,0.591897439,0.395734375,0.174558246,0.285813138,0.573951973,0.513418503,0.497921173,0.330000755,0.251563214,0.086512216,0.015000752,0.078004251,0.063834379,0.057514988,0.037500746
17,0.069705153,0.169001304,0.32500122,0.107118436,0.03194957,0.1283941,0.221230177,0.092179336,0.059525933,0.470001007,0.365417619,0.060698242,0.050001005,0.066581266,0.091017856,0.090043766,0.030000994,0.228723897,0.254917346,0.970570206,0.16118,0.229251235,0.390907415,0.069705153,0.169001304,0.32500122,0.107118436,0.03194957,0.1283941,0.221230177,0.092179336,0.059525933,0.470001007,0.365417619,0.060698242,0.050001005,0.066581266,0.091017856,0.090043766,0.030000994,0.052278865,0.126750978,0.243750915,0.080338827,0.023962178,0.096295575,0.165922633,0.069134502,0.04464445,0.352500755,0.274063214,0.045523682,0.037500754,0.04993595,0.068263392,0.067532825,0.022500746
18,0,0,0,0,0,0,0,0,0,0.490001007,0.394381905,0.015349621,0.120001019,0.035444722,0.118834248,0.116743684,0.010001001,0.50804876,0.7141094,0.998307265,0.56765,0.607418681,0.793997598,0,0,0,0,0,0,0,0,0,0.490001007,0.394381905,0.015349621,0.120001019,0.035444722,0.118834248,0.116743684,0.010001001,0,0,0,0,0,0,0,0,0,0.367500755,0.295786429,0.011512216,0.090000764,0.026583542,0.089125686,0.087557763,0.007500751
19,0,0,0,0,0,0,0,0,0,0.510001007,0.41139381,0.029303758,0.120001019,0.035444722,0.131399313,0.126743674,0.020000994,0.577419649,0.816328609,0.987692972,1,0.93572649,0.814268753,0,0,0,0,0,0,0,0,0,0.510001007,0.41139381,0.029303758,0.120001019,0.035444722,0.131399313,0.126743674,0.020000994,0,0,0,0,0,0,0,0,0,0.382500755,0.308545358,0.021977819,0.090000764,0.026583542,0.098549485,0.095057756,0.015000746
20,0,0,0,0,0,0,0,0,0,0.520001007,0.412429524,0.039303758,0.040001006,0.034468919,0.122039623,0.116729418,0.030000994,0.568507122,0.792550068,0.976988288,1,0.95319736,0.788503668,0,0,0,0,0,0,0,0,0,0.520001007,0.412429524,0.039303758,0.040001006,0.034468919,0.122039623,0.116729418,0.030000994,0,0,0,0,0,0,0,0,0,0.390000755,0.309322143,0.029477819,0.030000755,0.025851689,0.091529717,0.087547064,0.022500746
21,0,0,0,0,0,0,0,0,0,0.520001007,0.403465238,0.050001,0.020001003,0.047629505,0.100742852,0.096715172,0.030000994,0.570212943,0.789574467,0.949574493,1,0.926151181,0.710272813,0,0,0,0,0,0,0,0,0,0.520001007,0.403465238,0.050001,0.020001003,0.047629505,0.100742852,0.096715172,0.030000994,0,0,0,0,0,0,0,0,0,0.390000755,0.302598929,0.03750075,0.015000752,0.035722129,0.075557139,0.072536379,0.022500746
22,0,0,0,0,0,0,0,0,0,0.510001007,0.393465238,0.078606517,0.010001002,0.053658172,0.102286146,0.096700907,0.050000994,0.474808732,0.645037786,0.904266518,1,0.900261992,0.557451741,0,0,0,0,0,0,0,0,0,0.510001007,0.393465238,0.078606517,0.010001002,0.053658172,0.102286146,0.096700907,0.050000994,0,0,0,0,0,0,0,0,0,0.382500755,0.295098929,0.058954888,0.007500752,0.040243629,0.07671461,0.07252568,0.037500746
23,0,0,0,0,0,0,0,0,0,0.500001007,0.374500952,0.092560654,0.010001002,0.052554946,0.081913337,0.073343801,0.060000994,0.370429264,0.409787385,0.857907532,0.79469,0.840456002,0.459144903,0,0,0,0,0,0,0,0,0,0.500001007,0.374500952,0.092560654,0.010001002,0.052554946,0.081913337,0.073343801,0.060000994,0,0,0,0,0,0,0,0,0,0.375000755,0.280875714,0.069420491,0.007500752,0.03941621,0.061435003,0.055007851,0.045000746
24,0,0,0,0,0,0,0,0,0,0.490001007,0.364500952,0.110468952,0.020001003,0.045423051,0.087330746,0.073329536,0.080000974,0.291705102,0.251527315,0.82354858,0.55135,0.592727869,0.395948267,0,0,0,0,0,0,0,0,0,0.490001007,0.364500952,0.110468952,0.020001003,0.045423051,0.087330746,0.073329536,0.080000974,0,0,0,0,0,0,0,0,0,0.367500755,0.273375714,0.082851714,0.015000752,0.034067288,0.06549806,0.054997152,0.060000731
25,0,0,0,0,0,0,0,0,0,0.490001007,0.358524762,0.141634123,0.010001002,0.027132896,0.09399911,0.07662957,0.130000988,0.218219129,0.183513887,0.829955222,0.29168,0.357808028,0.420194517,0,0,0,0,0,0,0,0,0,0.490001007,0.358524762,0.141634123,0.010001002,0.027132896,0.09399911,0.07662957,0.130000988,0,0,0,0,0,0,0,0,0,0.367500755,0.268893572,0.106225592,0.007500752,0.020349672,0.070499333,0.057472178,0.097500741
26,0,0,0,0,0,0,0,0,0,0.480001007,0.348524762,0.163496535,0,0.008842753,0.1019729,0.083272446,0.170000961,0.194810841,0.069221613,0.817659227,0.21707,0.287598924,0.415025812,0,0,0,0,0,0,0,0,0,0.480001007,0.348524762,0.163496535,0,0.008842753,0.1019729,0.083272446,0.170000961,0,0,0,0,0,0,0,0,0,0.360000755,0.261393572,0.122622401,0,0.006632065,0.076479675,0.062454335,0.127500721
27,0,0,0,0,0,0,0,0,0,0.480001007,0.345536667,0.181404786,0.010001002,0.001710857,0.107398977,0.089915331,0.210000961,0.178248602,0.026351828,0.816341444,0.15654,0.228834839,0.420722849,0,0,0,0,0,0,0,0,0,0.480001007,0.345536667,0.181404786,0.010001002,0.001710857,0.107398977,0.089915331,0.210000961,0,0,0,0,0,0,0,0,0,0.360000755,0.2591525,0.13605359,0.007500752,0.001283143,0.080549233,0.067436498,0.157500721
28,0,0,0,0,0,0,0,0,0,0.460001007,0.331512857,0.204661682,0.010001002,0.001710857,0.118615258,0.099901094,0.240000974,0.178494317,0.017164983,0.817891024,0.12857,0.200829517,0.472209483,0,0,0,0,0,0,0,0,0,0.460001007,0.331512857,0.204661682,0.010001002,0.001710857,0.118615258,0.099901094,0.240000974,0,0,0,0,0,0,0,0,0,0.345000755,0.248634643,0.153496262,0.007500752,0.001283143,0.088961444,0.074925821,0.180000731
29,0,0,0,0,0,0,0,0,0,0.450001007,0.324500952,0.233267129,0.010001002,0.010000996,0.129840208,0.109886819,0.270001106,0.194307275,0.056876902,0.843790071,0.12806,0.20031037,0.592915969,0,0,0,0,0,0,0,0,0,0.450001007,0.324500952,0.233267129,0.010001002,0.010000996,0.129840208,0.109886819,0.270001106,0,0,0,0,0,0,0,0,0,0.337500755,0.243375714,0.174950347,0.007500752,0.007500747,0.097380156,0.082415114,0.20250083
30,0,0,0,0,0,0,0,0,0,0.440001007,0.317489048,0.251872645,0.020001003,0.011159239,0.138818434,0.119872544,0.300000974,0.252188056,0.252941851,0.889768267,0.16265,0.234872758,0.784504983,0,0,0,0,0,0,0,0,0,0.440001007,0.317489048,0.251872645,0.020001003,0.011159239,0.138818434,0.119872544,0.300000974,0,0,0,0,0,0,0,0,0,0.330000755,0.238116786,0.188904484,0.015000752,0.008369429,0.104113826,0.089904408,0.225000731
31,0,0,0,0.024529599,0,0,0,0,0.002991536,0.440001007,0.317489048,0.271872645,0.010001002,0.026581283,0.143311881,0.126529694,0.320000961,0.362702778,0.453378071,0.943202153,0.26675,0.334546077,1,0,0,0,0.024529599,0,0,0,0,0.002991536,0.440001007,0.317489048,0.271872645,0.010001002,0.026581283,0.143311881,0.126529694,0.320000961,0,0,0,0.018397199,0,0,0,0,0.002243652,0.330000755,0.238116786,0.203904484,0.007500752,0.019935962,0.107483911,0.094897271,0.240000721
32,0.334898872,0.585001304,0.385562195,0.242034355,0,0.098489136,0.434359005,0.447368256,0.446968514,0.460001007,0.331512857,0.281175404,0.010001002,0.026581283,0.147822664,0.133186844,0.340000974,0.215640405,0.452285303,0.983361872,0.03415,0.097445028,0.282217165,0.334898872,0.585001304,0.385562195,0.242034355,0,0.098489136,0.434359005,0.447368256,0.446968514,0.460001007,0.331512857,0.281175404,0.010001002,0.026581283,0.147822664,0.133186844,0.340000974,0.251174154,0.438750978,0.289171646,0.181525766,0,0.073866852,0.325769254,0.335526192,0.335226386,0.345000755,0.248634643,0.210881553,0.007500752,0.019935962,0.110866998,0.099890133,0.255000731
33,0.705504282,0.858001449,0.798391463,0.655908412,0.300869716,0.489505917,0.814783903,0.736322974,0.79793183,0.470001007,0.335536667,0.271175404,0.010001002,0.018291139,0.139777068,0.123186854,0.330001106,0.088501364,0.113511886,0.984272295,4.70E-04,0.046372892,0.13686617,0.705504282,0.858001449,0.798391463,0.655908412,0.300869716,0.489505917,0.814783903,0.736322974,0.79793183,0.470001007,0.335536667,0.271175404,0.010001002,0.018291139,0.139777068,0.123186854,0.330001106,0.529128212,0.643501087,0.598793597,0.491931309,0.225652287,0.367129438,0.611087927,0.552242231,0.598448873,0.352500755,0.2516525,0.203381553,0.007500752,0.013718354,0.104832801,0.092390141,0.24750083
34,0.844575089,0.923001449,0.893196341,0.551070362,0.349957119,0.795723175,0.919447014,0.794500066,0.836914307,0.470001007,0.338524762,0.242569887,0.010001002,0.010000996,0.134350991,0.116543969,0.290000974,0.067025539,0.001109242,0.965298766,1.00E-05,0.044552966,0.131633029,0.844575089,0.923001449,0.893196341,0.551070362,0.349957119,0.795723175,0.919447014,0.794500066,0.836914307,0.470001007,0.338524762,0.242569887,0.010001002,0.010000996,0.134350991,0.116543969,0.290000974,0.633431317,0.692251087,0.669897256,0.413302772,0.262467839,0.596792381,0.689585261,0.59587505,0.62768573,0.352500755,0.253893572,0.181927415,0.007500752,0.007500747,0.100763243,0.087407977,0.217500731
35,0.844601014,0.936001449,0.906196585,0.639924135,0.275440733,0.813957612,0.93304853,0.866475112,0.870354535,0.470001007,0.338524762,0.195358924,0.010001002,0.001710857,0.114130479,0.096572519,0.230000961,0.06463644,0.001108467,0.945606778,0.00E+00,0.044415071,0.129269419,0.844601014,0.936001449,0.906196585,0.639924135,0.275440733,0.813957612,0.93304853,0.866475112,0.870354535,0.470001007,0.338524762,0.195358924,0.010001002,0.001710857,0.114130479,0.096572519,0.230000961,0.633450761,0.702001087,0.679647439,0.479943101,0.20658055,0.610468209,0.699786398,0.649856334,0.652765901,0.352500755,0.253893572,0.146519193,0.007500752,0.001283143,0.085597859,0.072429389,0.172500721
36,0.833053011,0.923001449,0.904293902,0.660906053,0.342709631,0.817020452,0.929313418,0.783159024,0.759745907,0.470001007,0.335536667,0.158147891,0,5.53E-04,0.090349151,0.069929615,0.170000961,0.064577874,0.001108405,0.925124321,0.00E+00,0.044412111,0.129215353,0.833053011,0.923001449,0.904293902,0.660906053,0.342709631,0.817020452,0.929313418,0.783159024,0.759745907,0.470001007,0.335536667,0.158147891,0,5.53E-04,0.090349151,0.069929615,0.170000961,0.624789758,0.692251087,0.678220427,0.49567954,0.257032223,0.612765339,0.696985064,0.587369268,0.56980943,0.352500755,0.2516525,0.118610918,0,4.15E-04,0.067761863,0.052447211,0.127500721
37,0.821478684,0.910001449,0.902391463,0.876837264,0.492420575,0.805293267,0.920787333,0.822067039,0.865036592,0.470001007,0.335536667,0.116285478,0,0,0.068191573,0.05328673,0.120000974,0.064577874,0.001108392,0.911730225,0.00E+00,0.044412101,0.129214688,0.821478684,0.910001449,0.902391463,0.876837264,0.492420575,0.805293267,0.920787333,0.822067039,0.865036592,0.470001007,0.335536667,0.116285478,0,0,0.068191573,0.05328673,0.120000974,0.616109013,0.682501087,0.676793597,0.657627948,0.369315431,0.60396995,0.6905905,0.616550279,0.648777444,0.352500755,0.2516525,0.087214109,0,0,0.05114368,0.039965048,0.090000731
38,0.80993068,0.871001449,0.887489024,0.827780267,0.453267059,0.788108213,0.907225986,0.886605305,0.872629491,0.480001007,0.342548571,0.088377204,0,0,0.0547199,0.03997243,0.080000974,0.064605004,0.001108392,0.895833183,0.00E+00,0.044412111,0.12921472,0.80993068,0.871001449,0.887489024,0.827780267,0.453267059,0.788108213,0.907225986,0.886605305,0.872629491,0.480001007,0.342548571,0.088377204,0,0,0.0547199,0.03997243,0.080000974,0.60744801,0.653251087,0.665616768,0.6208352,0.339950294,0.59108116,0.68041949,0.664953979,0.654472118,0.360000755,0.256911428,0.066282903,0,0,0.041039925,0.029979323,0.060000731
39,0.775208098,0.819001449,0.859586585,0.407058569,0.370918753,0.752964429,0.868676331,0.82276461,0.770424038,0.490001007,0.349560476,0.079771687,0,0.008291139,0.047988397,0.036643855,0.070000994,0.065943745,0.001108392,0.90042643,0.00E+00,0.044417853,0.129239662,0.775208098,0.819001449,0.859586585,0.407058569,0.370918753,0.752964429,0.868676331,0.82276461,0.770424038,0.490001007,0.349560476,0.079771687,0,0.008291139,0.047988397,0.036643855,0.070000994,0.581406074,0.614251087,0.644689939,0.305293927,0.278189065,0.564723322,0.651507248,0.617073458,0.577818029,0.367500755,0.262170357,0.059828765,0,0.006218354,0.035991298,0.027482891,0.052500746
40,0.647996594,0.637001377,0.744489024,0.300984002,0.361392102,0.63034494,0.735140455,0.636099109,0.597150037,0.500001007,0.356572381,0.06581755,0,0.008291139,0.041256895,0.03331528,0.060000994,0.085717839,0.001111456,0.916219774,1.40E-04,0.045217766,0.13240065,0.647996594,0.637001377,0.744489024,0.300984002,0.361392102,0.63034494,0.735140455,0.636099109,0.597150037,0.500001007,0.356572381,0.06581755,0,0.008291139,0.041256895,0.03331528,0.060000994,0.485997446,0.477751033,0.558366768,0.225738002,0.271044077,0.472758705,0.551355341,0.477074332,0.447862528,0.375000755,0.267429286,0.049363163,0,0.006218354,0.030942671,0.02498646,0.045000746
41,0.08138296,0.156001304,0.306293902,0.096479285,0.085416664,0.216824143,0.216224129,0.086054733,0.057862864,0.510001007,0.363584286,0.06581755,0.010001002,0.009449389,0.041265563,0.03331528,0.060000994,0.273155687,0.375506122,0.956165521,0.07288,0.142320391,0.443213881,0.08138296,0.156001304,0.306293902,0.096479285,0.085416664,0.216824143,0.216224129,0.086054733,0.057862864,0.510001007,0.363584286,0.06581755,0.010001002,0.009449389,0.041265563,0.03331528,0.060000994,0.06103722,0.117000978,0.229720427,0.072359464,0.064062498,0.162618107,0.162168097,0.06454105,0.043397148,0.382500755,0.272688215,0.049363163,0.007500752,0.007087042,0.030949172,0.02498646,0.045000746
42,0,0,0,0,0,0,0,0,0,0.510001007,0.363584286,0.089771687,0.010001002,0.018291139,0.052189523,0.039972439,0.080000974,0.649326332,0.830942928,0.990822974,1,0.829773161,0.723951125,0,0,0,0,0,0,0,0,0,0.510001007,0.363584286,0.089771687,0.010001002,0.018291139,0.052189523,0.039972439,0.080000974,0,0,0,0,0,0,0,0,0,0.382500755,0.272688215,0.067328765,0.007500752,0.013718354,0.039142142,0.029979329,0.060000731
43,0,0,0,0,0,0,0,0,0,0.510001007,0.363584286,0.122331341,0.010001002,0.018291139,0.067916588,0.05328674,0.120000974,0.915914672,0.849586491,0.97471292,1,0.990981079,0.731659934,0,0,0,0,0,0,0,0,0,0.510001007,0.363584286,0.122331341,0.010001002,0.018291139,0.067916588,0.05328674,0.120000974,0,0,0,0,0,0,0,0,0,0.382500755,0.272688215,0.091748506,0.007500752,0.013718354,0.050937441,0.039965055,0.090000731
44,0,0,0,0,0,0,0,0,0,0.510001007,0.363584286,0.174193753,0.010001002,0.026581283,0.09038384,0.069929615,0.170000961,0.752850343,0.893489966,0.938280416,1,1,0.723521339,0,0,0,0,0,0,0,0,0,0.510001007,0.363584286,0.174193753,0.010001002,0.026581283,0.09038384,0.069929615,0.170000961,0,0,0,0,0,0,0,0,0,0.382500755,0.272688215,0.130645315,0.007500752,0.019935962,0.06778788,0.052447211,0.127500721
