Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9
,,,,,,,,26,4010.477,350.1152,3476.099,2645.767,20153.961,16463.17,14997.08,3268.111,11788.7989
,,,,,,,,27,3979.648,354.7149,3461.06,2573.503,20162.852,15046.79,13872.95,2918.794,12000.343
,,,,,,,,28,4012.603,368.0514,3482.127,2591.611,20648.138,14312.42,13105.01,2679.442,12473.7584
,,,,,,,,29,4107.215,392.7554,3702.034,2668.835,21783.499,14335.84,13258.48,2684.046,13477.6114
,,,,,,,,30,4300.692,447.9881,4171.913,2898.038,23720.289,15301.74,14370.61,2879.206,14565.438
,,,,,,,,31,4492.043,512.1387,4789.1,3272.374,25903.893,18077.59,16550.71,3378.868,15667.4345
,,,,,,,,32,4237.24,532.4481,4930.696,3432.14,27110.624,20641.83,18107.68,4066.405,14644.7824
,,,,,,,,33,3597.644,426.1171,4160.527,3097.186,27097.694,20899.97,16648.67,3576.615,12385.408
,,,,,,,,34,3045.968,309.086,3253.895,2558.04,26610.955,16383.27,13560.55,2605.923,10669.556
,,,,,,,,35,2691.237,241.0405,2628.425,2150.366,25905.927,13491.29,11268.21,1981.278,9481.8381
,,,,,,,,36,2559.732,215.3307,2340.581,1916.593,25308.542,11384.52,8974.184,1417.436,9790.6691
,,,,,,,,37,2550.46,210.5597,2279.064,1743.121,24527.18,10174,8197.857,1273.159,8327.714
,,,,,,,,38,2696.535,231.6992,2404.343,1622.31,23955.224,9844.363,8632.283,1437.447,8343.5848
,,,,,,,,39,3019.061,262.6676,2629.995,1696.266,23972.644,10139.7,9644.477,1770.295,8730.9447
,,,,,,,,40,3528.823,312.487,3077.686,1964.638,24050.169,11759.98,11352.52,2334.448,9852.6899
,,,,,,,,41,4265.768,385.8283,3767.947,2435.313,24827.894,13717.33,12729.2,3050.642,12074.2575
,,,,,,,,42,4648.313,445.9261,4332.041,2945.64,26042.624,16258.84,14325.6,3508.42,12948.8331
,,,,,,,,43,4675.952,458.4189,4544.381,3217.253,25978.718,18561.02,15882.08,3957.737,12976.8514
,,,,,,,,44,4639.808,457.4848,4612.162,3219.178,25334.908,18972.85,16269.25,3888.784,13066.2715
,,,,,,,,45,4582.403,447.814,4571.628,3222.197,24477.281,18794.76,16286.27,3763.756,12815.5546
,,,,,,,,46,4416.565,427.1475,4414.111,3092.171,23146.861,18546.48,16898.79,3645.549,12441.7979
,,,,,,,,47,4234.782,397.1726,4175.943,2875.977,21561.825,18315.76,16981.42,3520.305,12132.0204
,,,,,,,,48,4071.071,376.1342,3918.082,2747.391,20253.721,18358.48,17123.28,3614.324,11944.1791
,,,,,,,,49,4013.666,357.7175,3893.073,2678.76,19431.27,17823.3,16878.82,3690.095,11911.0918
,,,,,,,,50,3960.513,348.4184,3762.412,2530.322,19074.669,16202.71,15603.68,3406.643,11972.1147
,,,,,,,,51,3934.999,351.9932,3755.494,2470.44,18944.196,14691.98,14519.99,3051.049,12137.0877
,,,,,,,,52,3978.585,360.5394,3843.376,2453.467,19244.189,13724.09,13918.62,2810.8,12643.2681
,,,,,,,,53,4075.323,387.312,4067.142,2540.395,20275.068,13651.24,14018.18,2801.004,13528.4134
,,,,,,,,54,4258.169,434.1796,4478.737,2741.729,21985.893,14492.65,15128.88,2983.552,14776.791
,,,,,,,,55,4439.953,488.0872,5088.211,3162.599,23737.125,17458.02,17231.78,3522.848,15720.2139
,,,,,,,,56,4126.838,507.0808,5053.445,3329.318,24849.692,19924.84,18687.37,4014.43,14286.3231
,,,,,,,,57,3533.407,395.4737,4378.812,3114.913,24906.026,20230.51,17341.01,3472.383,12364.4237
,,,,,,,,58,3069.652,304.1771,3447.142,2447.965,24486.587,16613.96,14390.01,2695.377,10610.518
,,,,,,,,59,2764.275,249.468,2722.524,2136.651,24037.78,14407.64,11790.83,2033.945,9460.8863
,,,,,,,,60,2612.571,222.8381,2396.144,1805.806,23636.355,11877.05,9327.566,1483.669,8715.2629
,,,,,,,,61,2581.585,216.1799,2253.442,1709.585,23327.307,10737.28,8219.313,1265.383,8314.479
,,,,,,,,62,2735.101,229.407,2328.893,1759.144,22735.66,11776.87,8507.92,1437.902,8351.3908
,,,,,,,,63,3026.345,255.4803,2522.175,1982.269,22656.38,12481.18,9505.986,1728.74,8730.7188
,,,,,,,,64,3535.045,307.1777,3018.781,2201.025,22672.084,13080.06,11095.46,2276.002,9788.8247
,,,,,,,,65,4214.741,380.3285,3710.411,2544.041,23453.497,14585.38,12637.27,3018.333,11949.6593
,,,,,,,,66,4552.637,446.9326,4344.841,2969.274,24595.228,16494.88,14542.78,3622.368,12812.0416
,,,,,,,,67,4582.403,464.4153,4589.422,3188.912,24600.928,18965.43,16317.98,4117.499,12936.315
,,,,,,,,68,4597.286,461.4221,4617.237,3187.4,24123.803,19175.99,16454.17,3983.09,12956.2962
,,,,,,,,69,4531.376,447.1515,4541.165,3111.84,23202.995,18738.92,16428.9,3854.35,12780.5945
,,,,,,,,70,4358.097,420.6604,4365.878,2910.317,21779.495,18265.04,16949.08,3726.228,12307.2022
,,,,,,,,71,4186.944,395.4851,4208.594,2754.228,20219.647,18131.11,17251.45,3625.721,11982.9288
,,,,,,,,72,4018.981,374.4375,4026.629,2609.531,19013.36,18415.24,17585.45,3738.885,11763.3812
,,,,,,,,73,3959.45,382.5125,3745.777,2614.074,18251.193,17810.29,16976.77,3735.727,11640.3405
,,,,,,,,74,3917.99,381.5784,3657.969,2529.945,17816.31,16323.75,15734.19,3457.707,11683.6411
,,,,,,,,75,3887.162,382.4221,3637.142,2476.366,17657.462,14728.46,14697.93,3129.146,11873.3305
,,,,,,,,76,3916.927,392.8464,3718.832,2483.143,18006.732,13748.55,14194.7,2888.052,12335.1423
,,,,,,,,77,4012.603,419.4285,3916.548,2574.91,19003.275,13716.88,14251.98,2853.096,13190.8159
,,,,,,,,78,4196.512,464.6086,4316.162,2802.509,20734.91,14658.18,15246.48,3009.587,14403.59
,,,,,,,,79,4380.421,513.726,4841.456,3212.46,22545.72,17631.45,17257.35,3428.309,15363.645
,,,,,,,,80,4171.783,525.6703,4872.639,3400.927,23678.012,20594.75,18670.91,4059.957,13946.223
,,,,,,,,81,3496.2,414.8445,4229.634,3200.063,23714.335,21670.27,17595.59,3630.81,12068.563
,,,,,,,,82,3059.021,304.4724,3265.167,2619.074,23400.348,17073.1,14012.85,2757.125,10367.026
,,,,,,,,83,2764.275,248.8433,2646.284,2204.12,23215.051,13729.01,11282.28,2050.366,9254.8507
,,,,,,,,84,2627.454,223.4197,2317.927,1861.48,22552.4,11259.3,8994.105,1429.933,8545.3209
,,,,,,,,85,2595.405,221.3705,2235.882,1555.355,22290.201,9715.936,8102.794,1218.64,8244.2484
,,,,,,,,86,2728.723,240.527,2333.111,1520.252,21778.646,9738.374,8392.916,1371.483,8342.6326
,,,,,,,,87,3005.694,264.4268,2574.296,1633.149,21713.517,10151.71,9412.17,1715.36,8781.9567
,,,,,,,,88,3463.977,314.2556,3017.49,1861.499,21976.028,11733.35,11117.88,2230.288,9864.7195
,,,,,,,,89,4197.732,383.1644,3695.536,2354.553,23151.125,13668.7,12580.53,2878.024,11777.4954
,,,,,,,,90,4561.142,440.9268,4280.359,2875.489,24342.113,15905.64,14108.25,3432.213,12556.0651
,,,,,,,,91,4584.529,457.3753,4523.414,3073.315,24306.582,18162.81,15870.54,3948.18,12565.0654
,,,,,,,,92,4569.646,458.5098,4575.751,3114.687,23843.865,18782.37,16249.16,3986.706,12663.3867
,,,,,,,,93,4497.358,447.9953,4549.287,3109.302,22817.723,18601.94,16175.19,3819.691,12449.9774
,,,,,,,,94,4336.836,425.2602,4353.178,3041.933,21656.603,18832.62,16775.68,3724.719,11924.2949
,,,,,,,,95,4186.944,396.3289,4101.661,2731.116,20032.516,17813.99,16836.74,3549.738,11623.4048
,,,,,,,,96,4040.242,369.2662,3905.792,2588.933,18863.322,18171.97,17310.86,3668.939,11428.1255
,,,,,,,,97,3981.774,352.9272,3666.261,2506.183,18279.002,17554.23,16525.99,3672.007,11268.7468
,,,,,,,,98,3934.999,348.2279,3608.765,2452.392,18034.919,16082.05,15371.74,3403.005,11252.683
,,,,,,,,99,3896.729,351.8026,3648.97,2408.718,17998.227,14671.28,14408.83,3089.74,11340.6951
,,,,,,,,100,3909.486,358.4616,3745.536,2457.103,18381.221,13747.34,13746.55,2856.688,11735.1662
,,,,,,,,101,4004.098,384.8532,3926.448,2535.378,19356.251,13717.51,13842.31,2807.362,12467.5737
,,,,,,,,102,4172.062,430.5053,4311.181,2766.128,21103.726,14609.75,14842.61,2935.054,13504.833
,,,,,,,,103,4340.025,486.1004,4800.373,3086.71,23118.255,16827.8,16764.74,3332.923,14324.5809
,,,,,,,,104,4290.985,530.8763,5079.073,3239.246,24348.147,19638.96,18771.47,4028.312,13718.1225
,,,,,,,,105,4037.855,498.7205,4947.327,3247.063,24450.345,22692.68,19561.53,4423.452,12379.781
,,,,,,,,106,4125.932,450.255,4253.333,2990.372,23946.401,21779.78,19354.08,4364.554,10879.829
,,,,,,,,107,3891.624,417.7003,3803.016,2727.133,23608.749,19724.42,17787.06,4055.902,10275.8855
,,,,,,,,108,3948.715,419.2306,3720.411,2634.5,23349.397,18863.36,16048.97,3731.136,9996.6251
,,,,,,,,109,3828.136,393.0441,3766.719,2547.529,22649.908,17557.48,15439.45,3326.901,10332.2002
,,,,,,,,110,3818.255,395.5322,3712.137,2374.007,21957.078,17234.23,15056.4,3470.606,10513.8968
,,,,,,,,111,4018.999,366.9248,3736.048,2383.113,22033.739,16510.39,14882.33,3322.864,10360.0471
,,,,,,,,112,4142.453,383.2693,3778.952,2419.801,22201.432,15794.9,14585.54,3198.05,10616.1937
,,,,,,,,113,4332.583,395.0425,3999.61,2564.504,23399.158,15120.67,13434.11,3169.222,11648.9272
,,,,,,,,114,4610.042,438.6678,4334.79,2855.34,24119.642,15692.84,14165.29,3371.228,12282.7543
,,,,,,,,115,4582.403,445.3453,4448.88,2950.564,24034.684,17311.21,15322.33,3752.427,12259.3835
,,,,,,,,116,4544.133,440.474,4394.84,2882.606,23283.655,17286.85,15047.1,3706.591,12136.4672
,,,,,,,,117,4466.529,425.8224,4345.226,2839.813,22466.812,16930.12,15054.96,3580.615,11877.9665
,,,,,,,,118,4343.214,405.1559,4204.508,2734.4,21430.191,16975.96,15860.27,3518.269,11506.0599
,,,,,,,,119,4168.873,383.0741,4028.495,2574.747,19961.588,17095.23,16240.63,3435.931,11333.4301
,,,,,,,,120,3989.215,363.0607,3798.046,2357.75,18710.465,17309.8,16559.42,3531.338,11134.8585
,,,,,,,,121,3926.495,356.1117,3649.86,2280.986,17778.196,16685.47,15678.83,3461.481,10904.3442
,,,,,,,,122,3853.144,349.3439,3542.763,2185.774,17522.037,15450.63,14775.05,3257.767,10878.8693
,,,,,,,,123,3798.927,359.3871,3533.354,2137.673,17337.412,14268.69,13970.46,2986.998,10905.0457
,,,,,,,,124,3827.63,368.5866,3575.489,2158.684,17333.983,13092.35,13419.18,2759.1,11096.324
,,,,,,,,125,3848.891,387.9381,3695.613,2209.584,17783.863,12677.86,13369.09,2660.858,11482.4212
,,,,,,,,126,3924.369,426.8224,3897.756,2329.268,18762.97,12610.64,13636.78,2653.99,12065.6889
,,,,,,,,127,4029.612,456.6792,4267.858,2522.339,20301.354,14226.05,14489.78,2941.663,12719.0634
,,,,,,,,128,4027.189,466.164,4479.496,2663.069,21772.012,15665.76,15199.26,2795.913,12633.1332
,,,,,,,,129,3402.633,382.3491,4538.709,2621.382,22547.393,16716.77,14484.54,2799.415,12581.0505
,,,,,,,,130,3270.831,289.1692,3222.003,2543.567,22606.784,16691.53,12950.68,1887.897,12035.7059
,,,,,,,,131,3615.838,244.822,2590.159,2405.295,22328.155,15758.51,8677.664,1277.002,12281.8603
,,,,,,,,132,3166.808,310.1129,2231.367,2401.421,21962.363,15311.05,6547.747,991.9445,10459.4459
,,,,,,,,133,2749.061,256.8769,2206.688,2314.772,21664.004,15242.32,5471.565,1520.3,11263.9788
,,,,,,,,134,2929.606,229.9323,2529.503,2173.398,21239.733,15152.49,6413.396,889.2527,10891.5795
,,,,,,,,135,2869.622,255.4239,2641.55,2294.843,21183.288,14889.7,9062.062,1190.875,10447.1954
,,,,,,,,136,3437.854,304.2947,2883.29,2340.321,21429.009,14445.53,9978.757,2049.28,10765.1707
,,,,,,,,137,4236.456,378.2892,3627.012,2493.999,22500.027,13787.09,11515.39,2476.544,11691.935
,,,,,,,,138,4532.439,428.0444,4205.584,2769.675,23382.662,14403.08,12773.99,2962.997,12265.2772
,,,,,,,,139,4505.863,434.722,4381.42,2913.06,23397.189,15871.75,13914.72,3331.15,12137.1248
,,,,,,,,140,4455.899,423.5449,4298.197,2872.228,22874.187,15969.85,13846.4,3327.444,11984.2036
,,,,,,,,141,4377.232,402.4156,4093.569,2768.716,22243.434,15687.18,13626.61,3259.919,11829.3406
,,,,,,,,142,4248.602,380.0616,3965.551,2616.24,21205.194,15312.02,13859.59,3170.822,11541.0355
,,,,,,,,143,4106.152,363.9948,3793.24,2524.107,19903.841,15438.34,14139.37,3102.698,11358.6964
,,,,,,,,144,3964.765,350.6497,3683.639,2349.169,18702.789,15266.63,14244.52,3099.038,11197.3426
,,,,,,,,145,3908.423,344.9161,3608.62,2232.283,18275.518,15833.11,14841.26,3308.979,11034.2276
,,,,,,,,146,3837.198,339.1733,3554.427,2113.735,18076.984,15261.33,14669.73,3281.185,10977.3994
,,,,,,,,147,3785.108,358.6158,3561.42,2053.215,18050.751,14064.96,13906.24,3026.608,11043.8511
,,,,,,,,148,3769.162,371.5713,3606.449,2041.435,18039.971,12917.34,13340.09,2775.344,11156.6353
,,,,,,,,149,3785.108,394.4883,3701.086,2073.425,18349.76,12337.31,13206.4,2678.845,11452.8617
,,,,,,,,150,3817,414.0211,3920.992,2155.842,19049.933,12332.1,13352.88,2645.948,12029.6933
,,,,,,,,151,3880.783,435.8037,4324.148,2364.482,20588.073,13718.25,14174.62,2894.958,12705.9242
,,,,,,,,152,3902.201,451.1415,4521.069,2493.821,22141.946,15026.35,15111.98,2856.931,11817.3662
,,,,,,,,153,3934.86,428.3038,4263.521,2488.11,22847.078,15187.19,14287.67,2229.252,10709.3916
,,,,,,,,154,3907.081,359.356,3875.156,2329.018,23067.458,13890.1,12996.92,1782.307,9653.4419
,,,,,,,,155,3778.922,362.5253,3533.684,2082.354,22727.976,12685.06,10124.94,1328.917,8890.4706
,,,,,,,,156,3771.48,232.3346,3450.548,1903.95,22426.051,10483.08,9996.47,1063.738,8351.8518
,,,,,,,,157,3891.135,212.3729,3079.563,1711.971,21892.143,10020.48,9112.538,920.1064,8013.1575
,,,,,,,,158,3854.991,226.6343,2935.373,1691.742,21385.349,10638.57,8693.683,1054.123,8107.2208
,,,,,,,,159,3657.732,251.5776,2796.992,1750.31,21173.785,10856.77,7778.469,1233.029,8655.1411
,,,,,,,,160,3976.772,294.7095,3356.072,1952.426,21718.255,12237.58,9354.658,1750.413,9641.1172
,,,,,,,,161,4203.954,358.3468,3563.351,2285.307,23076.291,12734.25,11184.12,2446.01,11632.7274
,,,,,,,,162,4473.971,412.2492,4072.198,2588.281,24313.574,13556.11,12634.69,2931.303,12342.4394
,,,,,,,,163,4464.403,421.1765,4257.683,2758.343,24437.879,15065.02,13592.1,3282.441,12357.5144
,,,,,,,,164,4420.818,419.5892,4246.508,2818.012,24087.696,15737.37,13799.2,3328.392,12276.7371
,,,,,,,,165,4311.322,407.1966,4145.352,2783.648,23285.093,15759.94,13755.81,3303.824,11975.4549
,,,,,,,,166,4178.44,386.5301,3989.758,2637.865,22104.207,15487.38,14163.07,3219.314,11585.1598
,,,,,,,,167,4009.414,362.7607,3826.288,2464.165,20646.908,15312.11,14293.76,3132.468,11250.9631
,,,,,,,,168,3851.018,337.9572,3614.175,2298.481,19402.005,15071.62,14130.41,3105.452,11010.5549
,,,,,,,,169,3794.675,350.6596,3865.257,2158.199,18842.679,15817.79,15786.93,3487.529,10876.4906
,,,,,,,,170,3740.459,347.8383,3857.778,2031.021,18571.344,14942.26,15351.41,3382.717,10835.2894
,,,,,,,,171,3709.63,356.1941,3993.736,2013.8,18767.465,13560.94,14468.07,3043.263,10989.7498
,,,,,,,,172,3724.513,368.4963,4087.004,2068.264,19292.535,12734.98,13886.04,2812.85,11382.4376
,,,,,,,,173,3827.63,392.1661,4269.441,2176.616,20378.468,12665.34,13996.25,2757.115,12119.0987
,,,,,,,,174,3994.531,427.3847,4641.235,2484.731,22274.441,13831.28,14845.62,2894.547,13063.7168
,,,,,,,,175,4149.737,472.7461,5083.714,2876.373,24465.094,16684.59,16722.73,3327.463,13816.6008
,,,,,,,,176,4030.849,479.0178,5250.88,3102.16,25675.337,19419.75,18330.51,3878.724,12586.4165
,,,,,,,,177,3698.303,401.2898,4559.938,2975.449,25626.95,20576.07,17067.35,3212.074,11170.9965
,,,,,,,,178,3496.043,334.5778,3590.676,2722.455,25667.64,19555.84,14756.78,3064.241,9997.6769
,,,,,,,,179,3285.575,267.2848,3162.867,2615.225,25115.485,18849.71,12966.53,2374.109,9104.7579
,,,,,,,,180,3172.594,258.9198,2875.337,2431.9,24722.488,17712.76,11158.06,2194.316,8495.0082
,,,,,,,,181,3239.253,244.9832,2818.407,2401.917,24381.8,17122.29,10449.48,1965.544,8187.5121
,,,,,,,,182,3270.378,271.4182,2900.24,2293.807,23824.72,16229.53,10529.73,2181.842,8374.8341
,,,,,,,,183,3461.554,306.3616,3037.49,2310.603,23835.54,15715.68,11514.59,2395.045,8923.4553
,,,,,,,,184,3784.237,345.3565,3296.503,2367.162,23989.8,15177.4,12410.65,2776.328,9854.0483
,,,,,,,,185,4297.05,386.0766,3815.698,2556.897,24944.787,14945.6,12881.93,3110.375,11748.529
,,,,,,,,186,4571.772,446.1798,4329.088,2840.692,25863.111,15781.47,14038.98,3313.116,12552.8343
,,,,,,,,187,4570.709,459.3443,4520.197,2980.1,25684.281,17496.36,15313.29,3664.687,12569.8529
,,,,,,,,188,4513.304,454.6543,4520.595,3002.278,24998.724,18167.61,15577.65,3726.592,12559.5653
,,,,,,,,189,4444.205,437.2809,4358.815,2909.022,24018.133,17657.54,15328.16,3613.045,12104.6298
,,,,,,,,190,4269.863,412.4866,4200.168,2705.458,22615.998,17350.79,16185.85,3526.356,11596.6577
,,,,,,,,191,4088.08,391.0673,4045.223,2481.66,21052.442,17188.44,16439.41,3446.525,11247.2365
,,,,,,,,192,3922.242,367.1075,3911.901,2286.252,19751.391,17349.82,17040.06,3566.863,10997.098
,,,,,,,,193,3856.333,356.4024,3839.366,2194.933,18932.643,16844.16,16682.76,3654.482,10805.9293
,,,,,,,,194,3782.982,349.6346,3816.45,2119.233,18589.269,15202.31,15796.52,3407.031,10814.6669
,,,,,,,,195,3710.694,358.8341,3988.912,2085.202,18433.423,13808.54,15047.92,3048.696,10923.9459
,,,,,,,,196,3717.072,378.6484,4087.969,2155.176,18717.84,12899.32,14468.41,2802.118,11273.087
,,,,,,,,197,3825.504,417.3421,4371.393,2279.924,19670.584,12914.79,14836.19,2766.214,11975.4302
,,,,,,,,198,3979.648,454.0577,4814.825,2537.801,21423.851,14080.66,15985.37,2948.659,12860.1143
,,,,,,,,199,4135.917,507.1216,5459.839,2891.623,23455.026,16922.39,18211.78,3481.547,13412.7073
,,,,,,,,200,3979.822,523.1836,5526.69,3045.269,24625.95,19535.29,19358.13,3732.316,13007.1182
,,,,,,,,201,3391.253,414.0162,4746.373,3005.176,24534.551,21238.94,17584.1,3697.833,12133.9377
,,,,,,,,202,2981.714,319.7349,3555.182,2588.126,24296.031,19043.22,14694.99,2682.739,11165.3987
,,,,,,,,203,2700.787,264.668,2738.73,2255.824,23836.308,16942.04,11959.03,1963.906,10196.8049
,,,,,,,,204,2549.083,245.2686,2381.078,2041.942,23613.955,16532.45,9760.746,1450.769,10247.0361
,,,,,,,,205,2549.989,235.4883,2443.567,1895.798,23665.672,15892.39,9431.186,1274.042,8403.9681
,,,,,,,,206,2703.053,249.931,2396.3,2164.197,23474.68,15813.19,9843.958,1390.213,8407.6388
,,,,,,,,207,3001.285,272.7009,2687.99,2192.374,23244.569,15762.53,10547.11,1743.058,9328.7976
,,,,,,,,208,3464.43,351.6577,3043.889,2261.607,23461.631,16298.55,12170.94,2555.838,9998.0832
,,,,,,,,209,4160.072,390.4235,3749.243,2483.218,24406.99,15302.89,12737.14,3092.328,11666.5763
,,,,,,,,210,4494.169,433.687,4257.765,2734.654,25352.383,15559.7,13896.25,3219.764,12324.5753
,,,,,,,,211,4460.151,446.8515,4445.979,2902.591,25067.66,16905.29,14975,3558.81,12306.2716
,,,,,,,,212,4406.998,449.8733,4466.883,2959.722,24278.605,17688.2,15457.74,3643.281,12279.8857
,,,,,,,,213,4338.962,438.1339,4386.793,2951.822,23326.594,17620.6,15515.67,3583.744,11950.8556
,,,,,,,,214,4179.503,414.3646,4218.902,2779.173,21907.555,17593.96,16287.45,3537.379,11484.8021
,,,,,,,,215,4000.909,386.277,4072.635,2589.691,20373.949,17619.76,16532.11,3449.479,11149.0612
,,,,,,,,216,3837.198,358.5612,3920.583,2440.154,19102.619,17914.92,17108.76,3584.004,10858.2674
,,,,,,,,217,3768.099,352.6464,3498.938,2334.352,18298.563,17210.85,15959.47,3571.571,10683.6324
,,,,,,,,218,3705.378,340.2446,3383.719,2212.427,17738.215,15525.06,14699.65,3280.048,10612.1146
,,,,,,,,219,3685.18,346.7224,3386.449,2160.088,17583.293,14035.09,13630.16,2965.858,10688.2359
,,,,,,,,220,3714.946,359.8683,3482.612,2214.14,17930.337,13119.89,13060.27,2775.084,10998.7446
,,,,,,,,221,3822.315,391.8939,3752.125,2307.535,18850.938,13028.93,13202.68,2820.246,11638.8438
,,,,,,,,222,4000.909,441.946,4235.921,2544.837,20528.373,14133.35,14418.53,2992.828,12486.2771
,,,,,,,,223,4165.683,499.6096,4800.203,2904.739,22472.11,16908.52,16601.88,3438.349,13081.7727
,,,,,,,,224,4023.408,529.218,4853.308,3105.735,23555.3,19478.31,17976.39,3618.211,13067.8981
,,,,,,,,225,3456.553,427.7198,4341.797,2819.343,23801.114,19923.83,16599.01,3773.65,12945.9347
,,,,,,,,226,2993.408,324.2297,3390.758,2842.578,23461.747,18449.23,14249.32,2626.974,11588.3419
,,,,,,,,227,2714.607,267.2848,2796.511,2595.08,22868.319,15903,11756.6,2038.592,11373.2003
,,,,,,,,228,2540.125,247.0417,2431.017,2623.995,22667.49,14521.86,9802.338,1592.109,10471.447
,,,,,,,,229,2533.591,237.5568,2273.677,2537.8,22341.834,13450.22,8432.242,1362.391,10068.4723
,,,,,,,,230,2666.456,252.8525,2349.748,2539.061,21957.679,13150.77,8794.834,1448.604,9653.5521
,,,,,,,,231,2960.435,271.8571,2612.074,2440.183,21739.146,13509.8,9842.296,1742.227,9036.0381
,,,,,,,,232,3434.665,317.5203,3076.113,2397.863,22011.511,13253.43,11341,2214.111,9805.6633
,,,,,,,,233,4100.541,378.2499,3752.555,2606.101,23036.656,14049.03,12740.76,2834.384,11670.1133
,,,,,,,,234,4446.331,439.1398,4374.743,2981.23,24401.553,15883.75,14216.27,3275.539,12424.3803
,,,,,,,,235,4452.709,455.407,4577.833,3122.077,24499.7,17618.05,15237.31,3602.081,12420.0081
,,,,,,,,236,4446.331,453.6293,4569.95,3091.338,24001.92,18012.84,15549.1,3653.322,12350.2674
,,,,,,,,237,4368.728,437.2902,4392.172,2996.395,23227.854,17513.35,15364.36,3577.518,12027.9497
,,,,,,,,238,4222.025,412.4959,4194.532,2798.496,21877.358,17319.03,15990,3497.871,11610.1886
,,,,,,,,239,4046.621,387.5018,4017.958,2569.057,20306.146,17150.82,16197.06,3414.454,11280.735
,,,,,,,,240,3903.107,363.5419,3893.722,2449.16,18996.309,17600.08,16837.75,3566.069,11019.1122
,,,,,,,,241,3832.946,353.8712,3828.35,2308.714,18306.646,17287.58,16529.76,3652.688,10837.9868
,,,,,,,,242,3782.982,343.3474,3732.83,2183.637,18047.532,15702.98,15368.31,3345.87,10816.9427
,,,,,,,,243,3756.405,345.0349,3710.072,2125.219,17998.791,14127.53,14225.15,2981.234,10933.1384
,,,,,,,,244,3780.855,350.4784,3757.189,2158.448,18326.755,13114.77,13528.91,2736.422,11279.2405
