Time_Index,Central_Solar,IID_Solar,LADWP_Solar,NCNC_Solar,North_Solar,PGE_Solar,SCE_Solar,SDGE_Solar,South_Solar,Central_Wind,LADWP_Wind,NCNC_Wind,North_Wind,PGE_Wind,SCE_Wind,SDGE_Wind,South_Wind,LADWP_Hydro,NCNC_Hydro,North_Hydro,PGE_Hydro,SCE_Hydro,South_Hydro,Central_Solar_Invest,IID_Solar_Invest,LADWP_Solar_Invest,NCNC_Solar_Invest,North_Solar_Invest,PGE_Solar_Invest,SCE_Solar_Invest,SDGE_Solar_Invest,South_Solar_Invest,Central_Wind_Invest,LADWP_Wind_Invest,NCNC_Wind_Invest,North_Wind_Invest,PGE_Wind_Invest,SCE_Wind_Invest,SDGE_Wind_Invest,South_Wind_Invest,Central_Solar_LowerQuality_Invest,IID_Solar_LowerQuality_Invest,LADWP_Solar_LowerQuality_Invest,NCNC_Solar_LowerQuality_Invest,North_Solar_LowerQuality_Invest,PGE_Solar_LowerQuality_Invest,SCE_Solar_LowerQuality_Invest,SDGE_Solar_LowerQuality_Invest,South_Solar_LowerQuality_Invest,Central_Wind_LowerQuality_Invest,LADWP_Wind_LowerQuality_Invest,NCNC_Wind_LowerQuality_Invest,North_Wind_LowerQuality_Invest,PGE_Wind_LowerQuality_Invest,SCE_Wind_LowerQuality_Invest,SDGE_Wind_LowerQuality_Invest,South_Wind_LowerQuality_Invest
11,0.716196759,0.871001449,0.915391463,0.121334631,0.187603443,0.732952928,0.86806057,0.693779913,0.674587137,0.480001007,0.432191429,0.304661612,0.320000976,0.130446856,0.344385731,0.316672357,0.310001106,0.064592534,0.011046211,0.934084191,0.00E+00,0.044417545,0.129312537,0.716196759,0.871001449,0.915391463,0.121334631,0.187603443,0.732952928,0.86806057,0.693779913,0.674587137,0.480001007,0.432191429,0.304661612,0.320000976,0.130446856,0.344385731,0.316672357,0.310001106,0.537147569,0.653251087,0.686543597,0.091000973,0.140702582,0.549714696,0.651045428,0.520334935,0.505940353,0.360000755,0.324143572,0.228496209,0.240000732,0.097835142,0.258289298,0.237504268,0.23250083
12,0.739526489,0.871001449,0.82661122,0.554841588,0.161513243,0.790769698,0.863809679,0.560372776,0.540150662,0.470001007,0.43414381,0.305358854,0.310001066,0.141440032,0.373112511,0.336686698,0.310001106,0.064577874,0.01104619,0.942854983,0.00E+00,0.044412101,0.129214988,0.739526489,0.871001449,0.82661122,0.554841588,0.161513243,0.790769698,0.863809679,0.560372776,0.540150662,0.470001007,0.43414381,0.305358854,0.310001066,0.141440032,0.373112511,0.336686698,0.310001106,0.554644867,0.653251087,0.619958415,0.416131191,0.121134932,0.593077274,0.647857259,0.420279582,0.405112997,0.352500755,0.325607858,0.229019141,0.2325008,0.106080024,0.279834383,0.252515024,0.23250083
13,0.739552414,0.871001449,0.904293902,0.609744104,0.372371555,0.788550166,0.878479773,0.577341063,0.482275378,0.470001007,0.449084286,0.292101958,0.280001062,0.150668393,0.408659831,0.356729475,0.270001106,0.064578283,0.01104619,0.934514549,0.00E+00,0.044412101,0.129214677,0.739552414,0.871001449,0.904293902,0.609744104,0.372371555,0.788550166,0.878479773,0.577341063,0.482275378,0.470001007,0.449084286,0.292101958,0.280001062,0.150668393,0.408659831,0.356729475,0.270001106,0.554664311,0.653251087,0.678220427,0.457308078,0.279278666,0.591412625,0.65885983,0.433005797,0.361706534,0.352500755,0.336813215,0.219076469,0.210000797,0.113001295,0.306494873,0.267547106,0.20250083
14,0.729067138,0.858001449,0.902391463,0.606534984,0.622553094,0.798701736,0.871771379,0.566408626,0.488084907,0.460001007,0.465977143,0.288147821,0.270001035,0.162213183,0.466114604,0.403443744,0.250000974,0.064601553,0.01104619,0.926520426,0.00E+00,0.04441324,0.129214677,0.729067138,0.858001449,0.902391463,0.606534984,0.622553094,0.798701736,0.871771379,0.566408626,0.488084907,0.460001007,0.465977143,0.288147821,0.270001035,0.162213183,0.466114604,0.403443744,0.250000974,0.546800354,0.643501087,0.676793597,0.454901238,0.466914821,0.599026302,0.653828534,0.42480647,0.36606368,0.345000755,0.349482857,0.216110866,0.202500776,0.121659887,0.349585953,0.302582808,0.187500731
15,0.682796552,0.806001449,0.874489024,0.555720519,0.267284703,0.755985644,0.837021938,0.586294071,0.490005444,0.430001007,0.450917619,0.264890925,0.290000985,0.166736123,0.474218363,0.403472274,0.210000961,0.065269381,0.01104619,0.91949337,2.00E-05,0.04452898,0.129214741,0.682796552,0.806001449,0.874489024,0.555720519,0.267284703,0.755985644,0.837021938,0.586294071,0.490005444,0.430001007,0.450917619,0.264890925,0.290000985,0.166736123,0.474218363,0.403472274,0.210000961,0.512097414,0.604501087,0.655866768,0.416790389,0.200463527,0.566989233,0.627766454,0.439720553,0.367504083,0.322500755,0.338188214,0.198668194,0.217500739,0.125052092,0.355663772,0.302604206,0.157500721
16,0.544010721,0.650001304,0.744489024,0.415960299,0.203273204,0.624232106,0.69944584,0.633339644,0.610520953,0.410001007,0.439881905,0.23698265,0.310001066,0.169604222,0.468465206,0.39682939,0.170000961,0.078364579,0.011050824,0.930576022,0.00308,0.05127339,0.129391117,0.544010721,0.650001304,0.744489024,0.415960299,0.203273204,0.624232106,0.69944584,0.633339644,0.610520953,0.410001007,0.439881905,0.23698265,0.310001066,0.169604222,0.468465206,0.39682939,0.170000961,0.408008041,0.487500978,0.558366768,0.311970224,0.152454903,0.46817408,0.52458438,0.475004733,0.457890715,0.307500755,0.329911429,0.177736988,0.2325008,0.127203167,0.351348905,0.297622043,0.127500721
17,4.68E-04,0.143001304,0.280293902,0,0,0.212567719,0.181880284,0.088671853,0.04023991,0.340001007,0.384822381,0.231634123,0.360001137,0.165450473,0.450978285,0.383486559,0.170000961,0.228723897,0.254917346,0.970570206,0.16118,0.229251235,0.390907415,4.68E-04,0.143001304,0.280293902,0,0,0.212567719,0.181880284,0.088671853,0.04023991,0.340001007,0.384822381,0.231634123,0.360001137,0.165450473,0.450978285,0.383486559,0.170000961,3.51E-04,0.107250978,0.210220427,0,0,0.159425789,0.136410213,0.06650389,0.030179933,0.255000755,0.288616786,0.173725592,0.270000853,0.124087855,0.338233714,0.287614919,0.127500721
18,0,0,0,0,0,0,0,0,0,0.240001007,0.308727143,0.240936788,0.450000978,0.173668208,0.436021567,0.376800878,0.190000974,0.50804876,0.7141094,0.998307265,0.56765,0.607418681,0.793997598,0,0,0,0,0,0,0,0,0,0.240001007,0.308727143,0.240936788,0.450000978,0.173668208,0.436021567,0.376800878,0.190000974,0,0,0,0,0,0,0,0,0,0.180000755,0.231545357,0.180702591,0.337500734,0.130251156,0.327016175,0.282600659,0.142500731
19,0,0,0,0,0,0,0,0,0,0.220001007,0.288727143,0.283496442,0.590001008,0.197070513,0.438489014,0.380100827,0.240000974,0.577419649,0.816328609,0.987692972,1,0.93572649,0.814268753,0,0,0,0,0,0,0,0,0,0.220001007,0.288727143,0.283496442,0.590001008,0.197070513,0.438489014,0.380100827,0.240000974,0,0,0,0,0,0,0,0,0,0.165000755,0.216545357,0.212622332,0.442500756,0.147802885,0.328866761,0.28507562,0.180000731
20,0,0,0,0,0,0,0,0,0,0.180001007,0.254703333,0.302101958,0.730001193,0.212182692,0.431951918,0.380072392,0.280000974,0.568507122,0.792550068,0.976988288,1,0.95319736,0.788503668,0,0,0,0,0,0,0,0,0,0.180001007,0.254703333,0.302101958,0.730001193,0.212182692,0.431951918,0.380072392,0.280000974,0,0,0,0,0,0,0,0,0,0.135000755,0.1910275,0.226576469,0.547500895,0.159137019,0.323963939,0.285054294,0.210000731
21,0,0,0,0,0,0,0,0,0,0.200001007,0.280679524,0.336753337,0.830001192,0.250842014,0.471934506,0.420072354,0.320000961,0.570212943,0.789574467,0.949574493,1,0.926151181,0.710272813,0,0,0,0,0,0,0,0,0,0.200001007,0.280679524,0.336753337,0.830001192,0.250842014,0.471934506,0.420072354,0.320000961,0,0,0,0,0,0,0,0,0,0.150000755,0.210509643,0.252565003,0.622500894,0.188131511,0.35395088,0.315054266,0.240000721
22,0,0,0,0,0,0,0,0,0,0.200001007,0.274703333,0.361404716,0.850001025,0.269187197,0.465122633,0.416715248,0.350000974,0.474808732,0.645037786,0.904266518,1,0.900261992,0.557451741,0,0,0,0,0,0,0,0,0,0.200001007,0.274703333,0.361404716,0.850001025,0.269187197,0.465122633,0.416715248,0.350000974,0,0,0,0,0,0,0,0,0,0.150000755,0.2060275,0.271053537,0.637500769,0.201890398,0.348841975,0.312536436,0.262500731
23,0,0,0,0,0,0,0,0,0,0.230001007,0.286774762,0.384661845,0.850001025,0.266980744,0.451211282,0.410015207,0.390000974,0.370429264,0.409787385,0.857907532,0.79469,0.840456002,0.459144903,0,0,0,0,0,0,0,0,0,0.230001007,0.286774762,0.384661845,0.850001025,0.266980744,0.451211282,0.410015207,0.390000974,0,0,0,0,0,0,0,0,0,0.172500755,0.215081072,0.288496384,0.637500769,0.200235558,0.338408462,0.307511405,0.292500731
24,0,0,0,0,0,0,0,0,0,0.310001007,0.33689381,0.397918508,0.870001106,0.258800651,0.440904279,0.413315251,0.440000974,0.291705102,0.251527315,0.82354858,0.55135,0.592727869,0.395948267,0,0,0,0,0,0,0,0,0,0.310001007,0.33689381,0.397918508,0.870001106,0.258800651,0.440904279,0.413315251,0.440000974,0,0,0,0,0,0,0,0,0,0.232500755,0.252670358,0.298438881,0.65250083,0.194100488,0.330678209,0.309986438,0.330000731
25,0,0,0,0,0,0,0,0,0,0.400001007,0.37609619,0.396524024,0.870001106,0.235600981,0.375770481,0.369929558,0.470001106,0.218219129,0.183513887,0.829955222,0.29168,0.357808028,0.420194517,0,0,0,0,0,0,0,0,0,0.400001007,0.37609619,0.396524024,0.870001106,0.235600981,0.375770481,0.369929558,0.470001106,0,0,0,0,0,0,0,0,0,0.300000755,0.282072143,0.297393018,0.65250083,0.176700736,0.281827861,0.277447169,0.35250083
26,0,0,0,0,0,0,0,0,0,0.460001007,0.376334286,0.390478162,0.890001056,0.216372637,0.279330119,0.283186797,0.490000974,0.194810841,0.069221613,0.817659227,0.21707,0.287598924,0.415025812,0,0,0,0,0,0,0,0,0,0.460001007,0.376334286,0.390478162,0.890001056,0.216372637,0.279330119,0.283186797,0.490000974,0,0,0,0,0,0,0,0,0,0.345000755,0.282250715,0.292858622,0.667500792,0.162279478,0.209497589,0.212390098,0.367500731
27,0,0,0,0,0,0,0,0,0,0.520001007,0.406453333,0.390478162,0.910001006,0.217034283,0.250340698,0.253172465,0.480000961,0.178248602,0.026351828,0.816341444,0.15654,0.228834839,0.420722849,0,0,0,0,0,0,0,0,0,0.520001007,0.406453333,0.390478162,0.910001006,0.217034283,0.250340698,0.253172465,0.480000961,0,0,0,0,0,0,0,0,0,0.390000755,0.30484,0.292858622,0.682500755,0.162775712,0.187755524,0.189879349,0.360000721
28,0,0,0,0,0,0,0,0,0,0.560001074,0.425536667,0.380478162,0.910001006,0.207640931,0.22683191,0.229829644,0.470001106,0.178494317,0.017164983,0.817891024,0.12857,0.200829517,0.472209483,0,0,0,0,0,0,0,0,0,0.560001074,0.425536667,0.380478162,0.910001006,0.207640931,0.22683191,0.229829644,0.470001106,0,0,0,0,0,0,0,0,0,0.420000806,0.3191525,0.285358622,0.682500755,0.155730698,0.170123933,0.172372233,0.35250083
29,0,0,0,0,0,0,0,0,0,0.620001007,0.467608095,0.352569887,0.880001133,0.204166201,0.213403542,0.203201043,0.390000974,0.194307275,0.056876902,0.843790071,0.12806,0.20031037,0.592915969,0,0,0,0,0,0,0,0,0,0.620001007,0.467608095,0.352569887,0.880001133,0.204166201,0.213403542,0.203201043,0.390000974,0,0,0,0,0,0,0,0,0,0.465000755,0.350706071,0.264427415,0.66000085,0.153124651,0.160052657,0.152400782,0.292500731
30,0,0,0,0,0,0,0,0,0,0.640001007,0.47864381,0.301404716,0.870001106,0.203007958,0.182899466,0.163243877,0.290000974,0.252188056,0.252941851,0.889768267,0.16265,0.234872758,0.784504983,0,0,0,0,0,0,0,0,0,0.640001007,0.47864381,0.301404716,0.870001106,0.203007958,0.182899466,0.163243877,0.290000974,0,0,0,0,0,0,0,0,0,0.480000755,0.358982858,0.226053537,0.65250083,0.152255969,0.1371746,0.122432908,0.217500731
31,0,0,0,0,0,0,0,0,0,0.620001007,0.46462,0.248845063,0.860000935,0.184717791,0.1607245,0.136615277,0.210000961,0.362702778,0.453378071,0.943202153,0.26675,0.334546077,1,0,0,0,0,0,0,0,0,0,0.620001007,0.46462,0.248845063,0.860000935,0.184717791,0.1607245,0.136615277,0.210000961,0,0,0,0,0,0,0,0,0,0.465000755,0.348465,0.186633797,0.645000701,0.138538343,0.120543375,0.102461458,0.157500721
32,0.069290332,0.013001297,0.011098861,0.441510613,0,0.00945448,0.059428194,0.194950123,0.240531503,0.590001007,0.437608095,0.21558826,0.860000935,0.175876052,0.13366599,0.109958146,0.170000961,0.215640405,0.452285303,0.983361872,0.03415,0.097445028,0.282217165,0.069290332,0.013001297,0.011098861,0.441510613,0,0.00945448,0.059428194,0.194950123,0.240531503,0.590001007,0.437608095,0.21558826,0.860000935,0.175876052,0.13366599,0.109958146,0.170000961,0.051967749,0.009750973,0.008324146,0.33113296,0,0.00709086,0.044571146,0.146212592,0.180398627,0.442500755,0.328206071,0.161691195,0.645000701,0.131907039,0.100249493,0.08246861,0.127500721
33,0.185394559,0.052001297,0.070391537,0.684473664,0.26250044,0.16446185,0.168703505,0.32808861,0.356628785,0.560001074,0.41059619,0.224890995,0.850001025,0.174166195,0.124581286,0.103272465,0.190000974,0.088501364,0.113511886,0.984272295,4.70E-04,0.046372892,0.13686617,0.185394559,0.052001297,0.070391537,0.684473664,0.26250044,0.16446185,0.168703505,0.32808861,0.356628785,0.560001074,0.41059619,0.224890995,0.850001025,0.174166195,0.124581286,0.103272465,0.190000974,0.139045919,0.039000973,0.052793653,0.513355248,0.19687533,0.123346388,0.126527629,0.246066458,0.267471589,0.420000806,0.307947143,0.168668246,0.637500769,0.130624646,0.093435965,0.077454349,0.142500731
34,0.197279767,0.377001304,0.138879341,0.557968947,0.481716469,0.263278905,0.19564273,0.421526405,0.50410817,0.550001007,0.397608095,0.280010233,0.850001025,0.165324456,0.140227876,0.123215384,0.290000974,0.067025539,0.001109242,0.965298766,1.00E-05,0.044552966,0.131633029,0.197279767,0.377001304,0.138879341,0.557968947,0.481716469,0.263278905,0.19564273,0.421526405,0.50410817,0.550001007,0.397608095,0.280010233,0.850001025,0.165324456,0.140227876,0.123215384,0.290000974,0.147959825,0.282750978,0.104159506,0.41847671,0.361287352,0.197459179,0.146732048,0.316144804,0.378081128,0.412500755,0.298206071,0.210007675,0.637500769,0.123993342,0.105170907,0.092411538,0.217500731
35,0.393417636,0.468001304,0.320562195,0.573503538,0.589252193,0.352082783,0.318573288,0.62862484,0.51631626,0.550001007,0.39462,0.364432299,0.850001025,0.173614582,0.172614635,0.17645832,0.470001106,0.06463644,0.001108467,0.945606778,0.00E+00,0.044415071,0.129269419,0.393417636,0.468001304,0.320562195,0.573503538,0.589252193,0.352082783,0.318573288,0.62862484,0.51631626,0.550001007,0.39462,0.364432299,0.850001025,0.173614582,0.172614635,0.17645832,0.470001106,0.295063227,0.351000978,0.240421646,0.430127654,0.441939145,0.264062087,0.238929966,0.47146863,0.387237195,0.412500755,0.295965,0.273324224,0.637500769,0.130210937,0.129460976,0.13234374,0.35250083
36,0.47448838,0.351001377,0.452147561,0.346984788,0.626003954,0.443468235,0.452103119,0.626078736,0.492865221,0.550001007,0.391631905,0.397689195,0.840000985,0.180194851,0.1783503,0.216386955,0.610001106,0.064577874,0.001108405,0.925124321,0.00E+00,0.044412111,0.129215353,0.47448838,0.351001377,0.452147561,0.346984788,0.626003954,0.443468235,0.452103119,0.626078736,0.492865221,0.550001007,0.391631905,0.397689195,0.840000985,0.180194851,0.1783503,0.216386955,0.610001106,0.355866285,0.263251033,0.339110671,0.260238591,0.469502966,0.332601176,0.339077339,0.469559052,0.369648916,0.412500755,0.293723929,0.298266896,0.630000739,0.135146138,0.133762725,0.162290216,0.45750083
37,0.474229129,0.208001304,0.565659756,0.261810259,0.614127184,0.341562491,0.501410584,0.431530361,0.366086855,0.560001074,0.395655714,0.413037816,0.840000985,0.196775161,0.174798134,0.219701265,0.640001093,0.064577874,0.001108392,0.911730225,0.00E+00,0.044412101,0.129214688,0.474229129,0.208001304,0.565659756,0.261810259,0.614127184,0.341562491,0.501410584,0.431530361,0.366086855,0.560001074,0.395655714,0.413037816,0.840000985,0.196775161,0.174798134,0.219701265,0.640001093,0.355671847,0.156000978,0.424244817,0.196357694,0.460595388,0.256171868,0.376057938,0.323647771,0.274565141,0.420000806,0.296741786,0.309778362,0.630000739,0.147581371,0.131098601,0.164775949,0.48000082
38,0.531322017,0.130001304,0.549489024,0.267993475,0.324853598,0.138638069,0.493533377,0.353762767,0.247164605,0.590001007,0.413703333,0.413735057,0.830001192,0.203907044,0.166769961,0.203044125,0.610001106,0.064605004,0.001108392,0.895833183,0.00E+00,0.044412111,0.12921472,0.531322017,0.130001304,0.549489024,0.267993475,0.324853598,0.138638069,0.493533377,0.353762767,0.247164605,0.590001007,0.413703333,0.413735057,0.830001192,0.203907044,0.166769961,0.203044125,0.610001106,0.398491513,0.097500978,0.412116768,0.200995106,0.243640199,0.103978552,0.370150033,0.265322075,0.185373454,0.442500755,0.3102775,0.310301293,0.622500894,0.152930283,0.125077471,0.152283094,0.45750083
39,0.323402719,0.065001297,0.567245122,0.428071148,0.284806288,0.136684197,0.387074612,0.135016269,0.169549164,0.610001007,0.427727143,0.367918508,0.840000985,0.213355471,0.142073338,0.136472623,0.410000974,0.065943745,0.001108392,0.90042643,0.00E+00,0.044417853,0.129239662,0.323402719,0.065001297,0.567245122,0.428071148,0.284806288,0.136684197,0.387074612,0.135016269,0.169549164,0.610001007,0.427727143,0.367918508,0.840000985,0.213355471,0.142073338,0.136472623,0.410000974,0.242552039,0.048750973,0.425433842,0.321053361,0.213604716,0.102513148,0.290305959,0.101262202,0.127161873,0.457500755,0.320795357,0.275938881,0.630000739,0.160016603,0.106555004,0.102354467,0.307500731
40,0.485051431,0.026001297,0.42805,0.303181329,0.200236653,0.083830951,0.336010529,0.078416229,0.136193372,0.590001007,0.413703333,0.261634029,0.840000985,0.221645597,0.088134638,0.0665725,0.200000974,0.085717839,0.001111456,0.916219774,1.40E-04,0.045217766,0.13240065,0.485051431,0.026001297,0.42805,0.303181329,0.200236653,0.083830951,0.336010529,0.078416229,0.136193372,0.590001007,0.413703333,0.261634029,0.840000985,0.221645597,0.088134638,0.0665725,0.200000974,0.363788573,0.019500973,0.3210375,0.227385997,0.15017749,0.062873213,0.252007897,0.058812172,0.102145029,0.442500755,0.3102775,0.196225522,0.630000739,0.166234198,0.066100979,0.049929375,0.150000731
41,0,0,0.135074463,0.046104285,0.007386133,0.013969298,0.049763694,0,0,0.560001074,0.392667619,0.177909275,0.830001192,0.220487354,0.04766761,0.026629599,0.080000974,0.273155687,0.375506122,0.956165521,0.07288,0.142320391,0.443213881,0,0,0.135074463,0.046104285,0.007386133,0.013969298,0.049763694,0,0,0.560001074,0.392667619,0.177909275,0.830001192,0.220487354,0.04766761,0.026629599,0.080000974,0,0,0.101305847,0.034578214,0.0055396,0.010476974,0.037322771,0,0,0.420000806,0.294500714,0.133431956,0.622500894,0.165365516,0.035750708,0.019972199,0.060000731
42,0,0,0,0,0,0,0,0,0,0.540001007,0.37864381,0.130001,0.830001192,0.203907044,0.029676486,0.019972449,0.060000994,0.649326332,0.830942928,0.990822974,1,0.829773161,0.723951125,0,0,0,0,0,0,0,0,0,0.540001007,0.37864381,0.130001,0.830001192,0.203907044,0.029676486,0.019972449,0.060000994,0,0,0,0,0,0,0,0,0,0.405000755,0.283982858,0.09750075,0.622500894,0.152930283,0.022257365,0.014979337,0.045000746
43,0,0,0,0,0,0,0,0,0,0.510001007,0.357608095,0.123955137,0.720001166,0.174586116,0.031897205,0.019972449,0.060000994,0.915914672,0.849586491,0.97471292,1,0.990981079,0.731659934,0,0,0,0,0,0,0,0,0,0.510001007,0.357608095,0.123955137,0.720001166,0.174586116,0.031897205,0.019972449,0.060000994,0,0,0,0,0,0,0,0,0,0.382500755,0.268206071,0.092966353,0.540000875,0.130939587,0.023922904,0.014979337,0.045000746
44,0,0,0,0,0,0,0,0,0,0.470001007,0.329560476,0.131863412,0.680001122,0.153372833,0.040849427,0.023301024,0.070000994,0.752850343,0.893489966,0.938280416,1,1,0.723521339,0,0,0,0,0,0,0,0,0,0.470001007,0.329560476,0.131863412,0.680001122,0.153372833,0.040849427,0.023301024,0.070000994,0,0,0,0,0,0,0,0,0,0.352500755,0.247170357,0.098897559,0.510000842,0.115029625,0.03063707,0.017475768,0.052500746
