Time_Index,Central_Solar,IID_Solar,LADWP_Solar,NCNC_Solar,North_Solar,PGE_Solar,SCE_Solar,SDGE_Solar,South_Solar,Central_Wind,LADWP_Wind,NCNC_Wind,North_Wind,PGE_Wind,SCE_Wind,SDGE_Wind,South_Wind,LADWP_Hydro,NCNC_Hydro,North_Hydro,PGE_Hydro,SCE_Hydro,South_Hydro,Central_Solar_Invest,IID_Solar_Invest,LADWP_Solar_Invest,NCNC_Solar_Invest,North_Solar_Invest,PGE_Solar_Invest,SCE_Solar_Invest,SDGE_Solar_Invest,South_Solar_Invest,Central_Wind_Invest,LADWP_Wind_Invest,NCNC_Wind_Invest,North_Wind_Invest,PGE_Wind_Invest,SCE_Wind_Invest,SDGE_Wind_Invest,South_Wind_Invest,Central_Solar_LowerQuality_Invest,IID_Solar_LowerQuality_Invest,LADWP_Solar_LowerQuality_Invest,NCNC_Solar_LowerQuality_Invest,North_Solar_LowerQuality_Invest,PGE_Solar_LowerQuality_Invest,SCE_Solar_LowerQuality_Invest,SDGE_Solar_LowerQuality_Invest,South_Solar_LowerQuality_Invest,Central_Wind_LowerQuality_Invest,LADWP_Wind_LowerQuality_Invest,NCNC_Wind_LowerQuality_Invest,North_Wind_LowerQuality_Invest,PGE_Wind_LowerQuality_Invest,SCE_Wind_LowerQuality_Invest,SDGE_Wind_LowerQuality_Invest,South_Wind_LowerQuality_Invest
215,0,0,0,0,0,0,0,0,0,0.440001007,0.323465238,0.314661612,0.110001014,0.10558806,0.158801112,0.13654395,0.310001106,0.358834285,0.361372292,0.739295935,0.60697,0.649111753,0.432421131,0,0,0,0,0,0,0,0,0,0.440001007,0.323465238,0.314661612,0.110001014,0.10558806,0.158801112,0.13654395,0.310001106,0,0,0,0,0,0,0,0,0,0.330000755,0.242598929,0.235996209,0.082500761,0.079191045,0.119100834,0.102407963,0.23250083
216,0,0,0,0,0,0,0,0,0,0.450001007,0.330477143,0.320010233,0.090001026,0.111561758,0.158809763,0.139872525,0.320000961,0.273908253,0.186686562,0.695596815,0.48908,0.54343469,0.385881147,0,0,0,0,0,0,0,0,0,0.450001007,0.330477143,0.320010233,0.090001026,0.111561758,0.158809763,0.139872525,0.320000961,0,0,0,0,0,0,0,0,0,0.337500755,0.247857857,0.240007675,0.06750077,0.083671319,0.119107322,0.104904394,0.240000721
217,0,0,0,0,0,0,0,0,0,0.450001007,0.333465238,0.320707475,0.080000996,0.118693641,0.16237058,0.143215365,0.310001106,0.199357235,0.084441094,0.698887622,0.30772,0.359766117,0.354578349,0,0,0,0,0,0,0,0,0,0.450001007,0.333465238,0.320707475,0.080000996,0.118693641,0.16237058,0.143215365,0.310001106,0,0,0,0,0,0,0,0,0,0.337500755,0.250098929,0.240530606,0.060000747,0.089020231,0.121777935,0.107411524,0.23250083
218,0,0,0,0,0,0,0,0,0,0.470001007,0.347489048,0.316753337,0.080000996,0.126983825,0.157894486,0.136558215,0.290000974,0.176453638,0.048966043,0.686826335,0.19678,0.256227066,0.345035379,0,0,0,0,0,0,0,0,0,0.470001007,0.347489048,0.316753337,0.080000996,0.126983825,0.157894486,0.136558215,0.290000974,0,0,0,0,0,0,0,0,0,0.352500755,0.260616786,0.237565003,0.060000747,0.095237869,0.118420865,0.102418661,0.217500731
219,0,0,0,0,0,0,0,0,0,0.500001007,0.365536667,0.292101958,0.060001007,0.108087028,0.145372779,0.12322965,0.270001106,0.159745946,0.003601452,0.689221717,0.12495,0.186928539,0.349138916,0,0,0,0,0,0,0,0,0,0.500001007,0.365536667,0.292101958,0.060001007,0.108087028,0.145372779,0.12322965,0.270001106,0,0,0,0,0,0,0,0,0,0.375000755,0.2741525,0.219076469,0.045000755,0.081065271,0.109029584,0.092422238,0.20250083
220,0,0,0,0,0,0,0,0,0,0.520001007,0.382548571,0.257450579,0.050001005,0.082058349,0.142210762,0.11991534,0.240000974,0.1601411,0.001268882,0.703088169,0.09557,0.157539479,0.383991331,0,0,0,0,0,0,0,0,0,0.520001007,0.382548571,0.257450579,0.050001005,0.082058349,0.142210762,0.11991534,0.240000974,0,0,0,0,0,0,0,0,0,0.390000755,0.286911428,0.193087934,0.037500754,0.061543762,0.106658072,0.089936505,0.180000731
221,0,0,0,0,0,0,0,0,0,0.550001007,0.403584286,0.222102028,0.040001006,0.047739538,0.135496578,0.109929615,0.210000961,0.171001847,0.023584517,0.73412491,0.1027,0.164751856,0.477756696,0,0,0,0,0,0,0,0,0,0.550001007,0.403584286,0.222102028,0.040001006,0.047739538,0.135496578,0.109929615,0.210000961,0,0,0,0,0,0,0,0,0,0.412500755,0.302688215,0.166576521,0.030000755,0.035804654,0.101622434,0.082447211,0.157500721
222,0,0,0,0,0,0,0,0,0,0.570001007,0.417608095,0.206753407,0.020001003,0.028842753,0.133267208,0.10660104,0.200000974,0.231890937,0.195549079,0.787300385,0.15065,0.212058845,0.649203169,0,0,0,0,0,0,0,0,0,0.570001007,0.417608095,0.206753407,0.020001003,0.028842753,0.133267208,0.10660104,0.200000974,0,0,0,0,0,0,0,0,0,0.427500755,0.313206071,0.155065055,0.015000752,0.021632065,0.099950406,0.07995078,0.150000731
223,0,0,0,0,0,0,0,0.006154014,0.002243977,0.550001007,0.406572381,0.19675343,0.020001003,0.020552609,0.136810671,0.10994388,0.190000974,0.347881094,0.419207426,0.84657657,0.30357,0.355926795,0.831191908,0,0,0,0,0,0,0,0.006154014,0.002243977,0.550001007,0.406572381,0.19675343,0.020001003,0.020552609,0.136810671,0.10994388,0.190000974,0,0,0,0,0,0,0,0.004615511,0.001682983,0.412500755,0.304929286,0.147565073,0.015000752,0.015414457,0.102608003,0.08245791,0.142500731
224,0.473477304,0.546001304,0.343708537,0.373935299,0,0.111028385,0.439426252,0.580235954,0.581488677,0.520001007,0.385536667,0.19140481,0.020001003,0.012262466,0.136784667,0.10994388,0.190000974,0.343403353,0.420308728,0.883889021,0.17263,0.233227562,0.233521075,0.473477304,0.546001304,0.343708537,0.373935299,0,0.111028385,0.439426252,0.580235954,0.581488677,0.520001007,0.385536667,0.19140481,0.020001003,0.012262466,0.136784667,0.10994388,0.190000974,0.355107978,0.409500978,0.257781403,0.280451474,0,0.083271289,0.329569689,0.435176966,0.436116508,0.390000755,0.2891525,0.143553608,0.015000752,0.00919685,0.1025885,0.08245791,0.142500731
225,0.740330165,0.832001449,0.76509878,0.734123035,0.170271359,0.553458646,0.800964667,0.827689755,0.826527225,0.490001007,0.364500952,0.205358947,0.020001003,0.012262466,0.143498851,0.119929605,0.220000961,0.143383936,0.196586649,0.885983689,0.0172,0.071104636,0.131957556,0.740330165,0.832001449,0.76509878,0.734123035,0.170271359,0.553458646,0.800964667,0.827689755,0.826527225,0.490001007,0.364500952,0.205358947,0.020001003,0.012262466,0.143498851,0.119929605,0.220000961,0.555247624,0.624001087,0.573824085,0.550592276,0.127703519,0.415093985,0.6007235,0.620767316,0.619895419,0.367500755,0.273375714,0.15401921,0.015000752,0.00919685,0.107624138,0.089947204,0.165000721
226,0.797889902,0.884001449,0.867196341,0.696850236,0.220648016,0.722495588,0.887550095,0.892568315,0.88786938,0.460001007,0.340477143,0.256524024,0.020001003,0.012262466,0.162379248,0.143215365,0.310001106,0.089998201,0.022978878,0.867700268,0.0024,0.049719429,0.1293237,0.797889902,0.884001449,0.867196341,0.696850236,0.220648016,0.722495588,0.887550095,0.892568315,0.88786938,0.460001007,0.340477143,0.256524024,0.020001003,0.012262466,0.162379248,0.143215365,0.310001106,0.598417427,0.663001087,0.650397256,0.522637677,0.165486012,0.541871691,0.665662571,0.669426236,0.665902035,0.345000755,0.255357857,0.192393018,0.015000752,0.00919685,0.121784436,0.107411524,0.23250083
227,0.798123228,0.897001449,0.880196585,0.829150157,0.086250319,0.733304692,0.896036263,0.905114539,0.898874406,0.440001007,0.326453333,0.320946091,0.040001006,0.006288815,0.196062764,0.196472566,0.470001106,0.067804812,0.001108889,0.837694642,1.00E-05,0.044476392,0.1293664,0.798123228,0.897001449,0.880196585,0.829150157,0.086250319,0.733304692,0.896036263,0.905114539,0.898874406,0.440001007,0.326453333,0.320946091,0.040001006,0.006288815,0.196062764,0.196472566,0.470001106,0.598592421,0.672751087,0.660147439,0.621862618,0.064687739,0.549978519,0.672027197,0.678835904,0.674155805,0.330000755,0.24484,0.240709568,0.030000755,0.004716611,0.147047073,0.147354425,0.35250083
228,0.798330628,0.897001449,0.876391707,0.893383255,0.320068478,0.763996308,0.898683279,0.905071138,0.899871152,0.430001007,0.316453333,0.368157124,0.060001007,0.016343826,0.208530019,0.253044077,0.660000974,0.065063248,0.001108402,0.821124318,0.00E+00,0.044412373,0.129222645,0.798330628,0.897001449,0.876391707,0.893383255,0.320068478,0.763996308,0.898683279,0.905071138,0.899871152,0.430001007,0.316453333,0.368157124,0.060001007,0.016343826,0.208530019,0.253044077,0.660000974,0.598747971,0.672751087,0.65729378,0.670037441,0.240051359,0.572997231,0.674012459,0.678803354,0.674903364,0.322500755,0.23734,0.276117843,0.045000755,0.01225787,0.156397514,0.189783058,0.495000731
229,0.786808151,0.884001449,0.863391463,0.891114387,0.218320343,0.734950455,0.886964933,0.902376461,0.893470552,0.420001007,0.306453333,0.382111261,0.070000996,0.017502069,0.209453859,0.266344112,0.720001106,0.064577874,0.001108402,0.834335176,0.00E+00,0.044412104,0.129214688,0.786808151,0.884001449,0.863391463,0.891114387,0.218320343,0.734950455,0.886964933,0.902376461,0.893470552,0.420001007,0.306453333,0.382111261,0.070000996,0.017502069,0.209453859,0.266344112,0.720001106,0.590106113,0.663001087,0.647543597,0.66833579,0.163740257,0.551212841,0.6652237,0.676782346,0.670102914,0.315000755,0.22984,0.286583446,0.052500747,0.013126552,0.157090394,0.199758084,0.54000083
230,0.775311798,0.871001449,0.865293902,0.882938286,0.193327241,0.765251764,0.881111049,0.817619941,0.854305824,0.420001007,0.306453333,0.39676264,0.090001026,0.028108705,0.213947376,0.286315562,0.78000079,0.065114279,0.001108402,0.855911068,0.00E+00,0.044412124,0.129214688,0.775311798,0.871001449,0.865293902,0.882938286,0.193327241,0.765251764,0.881111049,0.817619941,0.854305824,0.420001007,0.306453333,0.39676264,0.090001026,0.028108705,0.213947376,0.286315562,0.78000079,0.581483849,0.653251087,0.648970427,0.662203715,0.144995431,0.573938823,0.660833287,0.613214956,0.640729368,0.315000755,0.22984,0.29757198,0.06750077,0.021081529,0.160460532,0.214736672,0.585000593
231,0.729067138,0.845001449,0.839293902,0.841863601,0.264341995,0.745890603,0.845113339,0.850191313,0.842136753,0.430001007,0.316453333,0.40676264,0.070000996,0.034082356,0.222010394,0.299644128,0.800000922,0.071775223,0.001108402,0.854899921,0.00E+00,0.044440333,0.129215792,0.729067138,0.845001449,0.839293902,0.841863601,0.264341995,0.745890603,0.845113339,0.850191313,0.842136753,0.430001007,0.316453333,0.40676264,0.070000996,0.034082356,0.222010394,0.299644128,0.800000922,0.546800354,0.633751087,0.629470427,0.631397701,0.198256496,0.559417952,0.633835004,0.637643485,0.631602565,0.322500755,0.23734,0.30507198,0.052500747,0.025561767,0.166507796,0.224733096,0.600000692
232,0.601881359,0.702001377,0.735294146,0.704362028,0.033307571,0.607585361,0.723773055,0.69289301,0.677344977,0.420001007,0.309441429,0.402808503,0.050001005,0.040056013,0.21750821,0.286329828,0.760000922,0.11536452,0.001108404,0.857351143,6.70E-04,0.046308025,0.167195879,0.601881359,0.702001377,0.735294146,0.704362028,0.033307571,0.607585361,0.723773055,0.69289301,0.677344977,0.420001007,0.309441429,0.402808503,0.050001005,0.040056013,0.21750821,0.286329828,0.760000922,0.451411019,0.526501033,0.55147061,0.528271521,0.024980678,0.455689021,0.542829791,0.519669758,0.508008733,0.315000755,0.232081072,0.302106377,0.037500754,0.03004201,0.163131158,0.214747371,0.570000692
233,0.104712711,0.260001304,0.371293902,0.176942335,0.071290749,0.184271311,0.282802113,0.168975614,0.129716894,0.400001007,0.295417619,0.388854365,0.030001004,0.03773952,0.210750773,0.266358377,0.700000974,0.467794131,0.120754259,0.897689169,0.08244,0.144087844,0.447661997,0.104712711,0.260001304,0.371293902,0.176942335,0.071290749,0.184271311,0.282802113,0.168975614,0.129716894,0.400001007,0.295417619,0.388854365,0.030001004,0.03773952,0.210750773,0.266358377,0.700000974,0.078534533,0.195000978,0.278470427,0.132706751,0.053468062,0.138203483,0.212101585,0.126731711,0.097287671,0.300000755,0.221563214,0.291640774,0.022500753,0.02830464,0.15806308,0.199768783,0.525000731
234,0,0,0,0,0,0,0,0,0,0.370001007,0.274381905,0.342340574,0.010001002,0.035423034,0.18825736,0.189801151,0.470001106,0.68913321,0.629655016,0.939739211,0.38357,0.42955474,0.661797472,0,0,0,0,0,0,0,0,0,0.370001007,0.274381905,0.342340574,0.010001002,0.035423034,0.18825736,0.189801151,0.470001106,0,0,0,0,0,0,0,0,0,0.277500755,0.205786429,0.256755431,0.007500752,0.026567276,0.14119302,0.142350863,0.35250083
235,0,0,0,0,0,0,0,0,0,0.360001007,0.26737,0.246753337,0.010001002,0.060293453,0.134327449,0.113243925,0.240000974,0.711737359,0.74067434,0.921931565,0.7341,0.753701858,0.660078434,0,0,0,0,0,0,0,0,0,0.360001007,0.26737,0.246753337,0.010001002,0.060293453,0.134327449,0.113243925,0.240000974,0,0,0,0,0,0,0,0,0,0.270000755,0.2005275,0.185065003,0.007500752,0.04522009,0.100745587,0.084932944,0.180000731
236,0,0,0,0,0,0,0,0,0,0.360001007,0.26737,0.144423066,0,0.059135209,0.084899531,0.06997242,0.110000988,0.659440786,0.74478106,0.896394605,0.82569,0.840458574,0.617066031,0,0,0,0,0,0,0,0,0,0.360001007,0.26737,0.144423066,0,0.059135209,0.084899531,0.06997242,0.110000988,0,0,0,0,0,0,0,0,0,0.270000755,0.2005275,0.1083173,0,0.044351407,0.063674648,0.052479315,0.082500741
237,0,0,0,0,0,0,0,0,0,0.370001007,0.274381905,0.128606517,0.010001002,0.093454015,0.066934411,0.05665812,0.070000994,0.5462403,0.712780433,0.860336651,0.68766,0.710147928,0.55608732,0,0,0,0,0,0,0,0,0,0.370001007,0.274381905,0.128606517,0.010001002,0.093454015,0.066934411,0.05665812,0.070000994,0,0,0,0,0,0,0,0,0,0.277500755,0.205786429,0.096454888,0.007500752,0.070090511,0.050200808,0.04249359,0.052500746
238,0,0,0,0,0,0,0,0,0,0.390001007,0.285417619,0.181863412,0.010001002,0.118324508,0.079117995,0.06662958,0.120000974,0.410348319,0.535334129,0.831079405,0.59818,0.626925386,0.449714688,0,0,0,0,0,0,0,0,0,0.390001007,0.285417619,0.181863412,0.010001002,0.118324508,0.079117995,0.06662958,0.120000974,0,0,0,0,0,0,0,0,0,0.292500755,0.214063214,0.136397559,0.007500752,0.088743381,0.059338496,0.049972185,0.090000731
239,0,0,0,0,0,0,0,0,0,0.400001007,0.292429524,0.243725755,0.010001002,0.134904703,0.103840622,0.076615305,0.150001027,0.289802564,0.314932473,0.805048746,0.49598,0.532718712,0.386133045,0,0,0,0,0,0,0,0,0,0.400001007,0.292429524,0.243725755,0.010001002,0.134904703,0.103840622,0.076615305,0.150001027,0,0,0,0,0,0,0,0,0,0.300000755,0.219322143,0.182794316,0.007500752,0.101178527,0.077880467,0.057461479,0.11250077
240,0,0,0,0,0,0,0,0,0,0.410001007,0.299441429,0.280936788,0.010001002,0.134904703,0.121823078,0.09325818,0.200000974,0.209323616,0.163473746,0.773849627,0.36287,0.410543393,0.339911519,0,0,0,0,0,0,0,0,0,0.410001007,0.299441429,0.280936788,0.010001002,0.134904703,0.121823078,0.09325818,0.200000974,0,0,0,0,0,0,0,0,0,0.307500755,0.224581072,0.210702591,0.007500752,0.101178527,0.091367309,0.069943635,0.150000731
241,0,0,0,0,0,0,0,0,0,0.400001007,0.295417619,0.261634029,0.010001002,0.126614635,0.12088178,0.093272446,0.180000974,0.239859387,0.055260173,0.764962222,0.27278,0.335337879,0.292760107,0,0,0,0,0,0,0,0,0,0.400001007,0.295417619,0.261634029,0.010001002,0.126614635,0.12088178,0.093272446,0.180000974,0,0,0,0,0,0,0,0,0,0.300000755,0.221563214,0.196225522,0.007500752,0.094960976,0.090661335,0.069954335,0.135000731
242,0,0,0,0,0,0,0,0,0,0.390001007,0.288405714,0.173257896,0.030001004,0.128931121,0.078185365,0.06331527,0.090001014,0.217321931,0.023833285,0.759794892,0.2001,0.266374787,0.287201399,0,0,0,0,0,0,0,0,0,0.390001007,0.288405714,0.173257896,0.030001004,0.128931121,0.078185365,0.06331527,0.090001014,0,0,0,0,0,0,0,0,0,0.292500755,0.216304286,0.129943422,0.022500753,0.096698341,0.058639024,0.047486453,0.067500761
243,0,0,0,0,0,0,0,0,0,0.390001007,0.285417619,0.163487209,0.050001005,0.18098848,0.052157313,0.043329555,0.050000994,0.205132482,0.023041657,0.753262115,0.14772,0.215217911,0.289554296,0,0,0,0,0,0,0,0,0,0.390001007,0.285417619,0.163487209,0.050001005,0.18098848,0.052157313,0.043329555,0.050000994,0,0,0,0,0,0,0,0,0,0.292500755,0.214063214,0.122615407,0.037500754,0.13574136,0.039117985,0.032497166,0.037500746
244,0,0,0,0,0,0,0,0,0,0.420001007,0.306453333,0.167670659,0.050001005,0.230729352,0.038702976,0.036672404,0.030000994,0.21243807,0.023162195,0.753065475,0.13147,0.198984011,0.32669691,0,0,0,0,0,0,0,0,0,0.420001007,0.306453333,0.167670659,0.050001005,0.230729352,0.038702976,0.036672404,0.030000994,0,0,0,0,0,0,0,0,0,0.315000755,0.22984,0.125752994,0.037500754,0.173047014,0.029027232,0.027504303,0.022500746
245,0,0,0,0,0,0,0,0,0,0.450001007,0.330477143,0.184413787,0.060001007,0.265048157,0.042289797,0.04334382,0.030000994,0.224575166,0.024773682,0.77736277,0.13231,0.199832372,0.400824164,0,0,0,0,0,0,0,0,0,0.450001007,0.330477143,0.184413787,0.060001007,0.265048157,0.042289797,0.04334382,0.030000994,0,0,0,0,0,0,0,0,0,0.337500755,0.247857857,0.13831034,0.045000755,0.198786118,0.031717348,0.032507865,0.022500746
246,0,0,0,0,0,0,0,0,0,0.480001007,0.360477143,0.227670682,0.050001005,0.28157345,0.079339637,0.070015235,0.050000994,0.278024064,0.179861721,0.81296041,0.17416,0.24123539,0.573592316,0,0,0,0,0,0,0,0,0,0.480001007,0.360477143,0.227670682,0.050001005,0.28157345,0.079339637,0.070015235,0.050000994,0,0,0,0,0,0,0,0,0,0.360000755,0.270357857,0.170753012,0.037500754,0.211180088,0.059504728,0.052511426,0.037500746
247,0,0,0,0,0,0,0,0.012306723,0.004486653,0.510001007,0.402429524,0.226276199,0.060001007,0.267806224,0.130323088,0.120043728,0.060000994,0.352866358,0.414799776,0.855762839,0.29343,0.354649823,0.792819546,0,0,0,0,0,0,0,0.012306723,0.004486653,0.510001007,0.402429524,0.226276199,0.060001007,0.267806224,0.130323088,0.120043728,0.060000994,0,0,0,0,0,0,0,0.009230042,0.00336499,0.382500755,0.301822143,0.169707149,0.045000755,0.200854668,0.097742316,0.090032796,0.045000746
248,0.415814066,0.507001304,0.348781707,0.468501965,0,0.151424992,0.430277858,0.587538252,0.588938735,0.520001007,0.445298571,0.239533002,0.090001026,0.266852121,0.222568617,0.203429383,0.070000994,0.24471303,0.509464376,0.873741558,0.09321,0.159749312,0.345641605,0.415814066,0.507001304,0.348781707,0.468501965,0,0.151424992,0.430277858,0.587538252,0.588938735,0.520001007,0.445298571,0.239533002,0.090001026,0.266852121,0.222568617,0.203429383,0.070000994,0.31186055,0.380250978,0.26158628,0.351376474,0,0.113568744,0.322708394,0.440653689,0.441704051,0.390000755,0.333973928,0.179649752,0.06750077,0.200139091,0.166926463,0.152572037,0.052500746
249,0.69411143,0.793001449,0.768269512,0.723228381,0.010756671,0.608714141,0.790230531,0.835423427,0.827869879,0.510001007,0.438286667,0.276744035,0.120001019,0.27032685,0.240533667,0.220072259,0.120000974,0.093822061,0.1674438,0.865313713,9.30E-04,0.047101632,0.13558806,0.69411143,0.793001449,0.768269512,0.723228381,0.010756671,0.608714141,0.790230531,0.835423427,0.827869879,0.510001007,0.438286667,0.276744035,0.120001019,0.27032685,0.240533667,0.220072259,0.120000974,0.520583573,0.594751087,0.576202134,0.542421286,0.008067503,0.456535606,0.592672898,0.62656757,0.620902409,0.382500755,0.328715,0.207558026,0.090000764,0.202745138,0.18040025,0.165054194,0.090000731
250,0.752163742,0.845001449,0.890976829,0.783128538,0.06677097,0.682611596,0.881491335,0.892265762,0.872773482,0.500001007,0.422310476,0.342560584,0.160001022,0.282146723,0.248435807,0.220029463,0.180000974,0.067051541,0.023221129,0.862574828,4.00E-05,0.044621242,0.129261806,0.752163742,0.845001449,0.890976829,0.783128538,0.06677097,0.682611596,0.881491335,0.892265762,0.872773482,0.500001007,0.422310476,0.342560584,0.160001022,0.282146723,0.248435807,0.220029463,0.180000974,0.564122807,0.633751087,0.668232622,0.587346404,0.050078228,0.511958697,0.661118501,0.669199322,0.654580112,0.375000755,0.316732857,0.256920438,0.120000767,0.211610042,0.186326855,0.165022097,0.135000731
251,0.76378972,0.858001449,0.873220976,0.812930425,0.231088231,0.685848648,0.90358393,0.896771357,0.884029189,0.500001007,0.440239048,0.391863342,0.210001054,0.323304954,0.304509587,0.276700831,0.230000961,0.064606675,0.021519086,0.852792949,0.00E+00,0.044416511,0.129216211,0.76378972,0.858001449,0.873220976,0.812930425,0.231088231,0.685848648,0.90358393,0.896771357,0.884029189,0.500001007,0.440239048,0.391863342,0.210001054,0.323304954,0.304509587,0.276700831,0.230000961,0.57284229,0.643501087,0.654915732,0.609697819,0.173316173,0.514386486,0.677687948,0.672578518,0.663021892,0.375000755,0.330179286,0.293897507,0.157500791,0.242478716,0.22838219,0.207525623,0.172500721
252,0.76378972,0.858001449,0.886220976,0.860423349,0.125037054,0.752507315,0.907587383,0.892584669,0.879423268,0.510001007,0.459203333,0.411166101,0.240001032,0.336724708,0.340299613,0.313372217,0.260000974,0.064577874,0.021518166,0.829931777,0.00E+00,0.044412116,0.129214677,0.76378972,0.858001449,0.886220976,0.860423349,0.125037054,0.752507315,0.907587383,0.892584669,0.879423268,0.510001007,0.459203333,0.411166101,0.240001032,0.336724708,0.340299613,0.313372217,0.260000974,0.57284229,0.643501087,0.664665732,0.645317512,0.093777791,0.564380486,0.680690537,0.669438502,0.659567451,0.382500755,0.3444025,0.308374576,0.180000774,0.252543531,0.25522471,0.235029163,0.195000731
253,0.763763795,0.858001449,0.90905,0.861700865,0.425054311,0.659876171,0.90337301,0.887931886,0.873820601,0.530001007,0.503108095,0.402560584,0.330001016,0.360403544,0.409085953,0.370100742,0.230000961,0.064598621,0.021518166,0.832998103,0.00E+00,0.044412106,0.129214677,0.763763795,0.858001449,0.90905,0.861700865,0.425054311,0.659876171,0.90337301,0.887931886,0.873820601,0.530001007,0.503108095,0.402560584,0.330001016,0.360403544,0.409085953,0.370100742,0.230000961,0.572822846,0.643501087,0.6817875,0.646275649,0.318790733,0.494907128,0.677529758,0.665948915,0.655365451,0.397500755,0.377331071,0.301920438,0.247500762,0.270302658,0.306814465,0.277575557,0.172500721
254,0.752215593,0.845001449,0.915391463,0.821873035,0.137386145,0.747908429,0.896390734,0.881615372,0.860820551,0.570001007,0.54609619,0.370698172,0.510000959,0.395609795,0.441492319,0.383486559,0.170000961,0.066047169,0.0215182,0.832799343,0.00E+00,0.044412106,0.129214688,0.752215593,0.845001449,0.915391463,0.821873035,0.137386145,0.747908429,0.896390734,0.881615372,0.860820551,0.570001007,0.54609619,0.370698172,0.510000959,0.395609795,0.441492319,0.383486559,0.170000961,0.564161695,0.633751087,0.686543597,0.616404776,0.103039609,0.560931322,0.672293051,0.661211529,0.645615413,0.427500755,0.409572143,0.278023629,0.382500719,0.296707346,0.331119239,0.287614919,0.127500721
255,0.705996857,0.819001449,0.909684146,0.824233884,0.281199599,0.712702207,0.866922231,0.832540047,0.810534064,0.590001007,0.569084286,0.250230243,0.620001141,0.361919279,0.42786684,0.370215054,0.070000994,0.078559556,0.021520605,0.845409019,0.00E+00,0.044417528,0.129215321,0.705996857,0.819001449,0.909684146,0.824233884,0.281199599,0.712702207,0.866922231,0.832540047,0.810534064,0.590001007,0.569084286,0.250230243,0.620001141,0.361919279,0.42786684,0.370215054,0.070000994,0.529497643,0.614251087,0.68226311,0.618175413,0.210899699,0.534526655,0.650191673,0.624405035,0.607900548,0.442500755,0.426813215,0.187672682,0.465000856,0.271439459,0.32090013,0.277661291,0.052500746
256,0.578785153,0.689001304,0.801879268,0.701009827,0.177236446,0.64112064,0.746358385,0.687676005,0.656747352,0.590001007,0.578048571,0.151624797,0.720001166,0.31269672,0.437699354,0.376915096,0.030000994,0.149723397,0.021807835,0.849414085,1.30E-04,0.044996315,0.130143983,0.578785153,0.689001304,0.801879268,0.701009827,0.177236446,0.64112064,0.746358385,0.687676005,0.656747352,0.590001007,0.578048571,0.151624797,0.720001166,0.31269672,0.437699354,0.376915096,0.030000994,0.434088865,0.516750978,0.601409451,0.52575737,0.132927335,0.48084048,0.559768789,0.515757004,0.492560514,0.442500755,0.433536428,0.113718598,0.540000875,0.23452254,0.328274516,0.282686322,0.022500746
257,0.093164488,0.286001304,0.306610976,0.185629442,0.025208497,0.321861128,0.276185768,0.177042284,0.131428892,0.590001007,0.581036667,0.052789967,0.7900012,0.196452243,0.434520087,0.376929361,0.010001001,0.408314435,0.214634337,0.885055029,0.05185,0.114827826,0.305478273,0.093164488,0.286001304,0.306610976,0.185629442,0.025208497,0.321861128,0.276185768,0.177042284,0.131428892,0.590001007,0.581036667,0.052789967,0.7900012,0.196452243,0.434520087,0.376929361,0.010001001,0.069873366,0.214500978,0.229958232,0.139222082,0.018906373,0.241395846,0.207139326,0.132781713,0.098571669,0.442500755,0.4357775,0.039592475,0.5925009,0.147339182,0.325890065,0.282697021,0.007500751
258,0,0,0,0,0,0,0,0,0,0.570001007,0.567012857,0.016046863,0.7900012,0.146711429,0.432256166,0.376929361,0.010001001,0.793650978,0.525963634,0.919438019,0.4436,0.492862065,0.631451217,0,0,0,0,0,0,0,0,0,0.570001007,0.567012857,0.016046863,0.7900012,0.146711429,0.432256166,0.376929361,0.010001001,0,0,0,0,0,0,0,0,0,0.427500755,0.425259643,0.012035147,0.5925009,0.110033572,0.324192125,0.282697021,0.007500751
259,0,0,0,0,0,0,0,0,0,0.530001007,0.530000952,0.061863412,0.770000964,0.132243465,0.425953282,0.37022932,0.050000994,0.708224842,0.688883847,0.914485049,0.68267,0.710030221,0.657962959,0,0,0,0,0,0,0,0,0,0.530001007,0.530000952,0.061863412,0.770000964,0.132243465,0.425953282,0.37022932,0.050000994,0,0,0,0,0,0,0,0,0,0.397500755,0.397500714,0.046397559,0.577500723,0.099182599,0.319464962,0.27767199,0.037500746
260,0,0,0,0,0,0,0,0,0,0.510001007,0.504024762,0.113028583,0.690001019,0.118564612,0.411923178,0.363515108,0.110000988,0.694277617,0.651174535,0.89305102,0.88954,0.898903021,0.649485726,0,0,0,0,0,0,0,0,0,0.510001007,0.504024762,0.113028583,0.690001019,0.118564612,0.411923178,0.363515108,0.110000988,0,0,0,0,0,0,0,0,0,0.382500755,0.378018572,0.084771437,0.517500764,0.088923459,0.308942384,0.272636331,0.082500741
261,0,0,0,0,0,0,0,0,0,0.490001007,0.475060476,0.178147914,0.600001074,0.103175903,0.396888621,0.350129291,0.170000961,0.505046445,0.593783647,0.859748546,0.78071,0.799271839,0.597594505,0,0,0,0,0,0,0,0,0,0.490001007,0.475060476,0.178147914,0.600001074,0.103175903,0.396888621,0.350129291,0.170000961,0,0,0,0,0,0,0,0,0,0.367500755,0.356295357,0.133610936,0.450000806,0.077381927,0.297666466,0.262596968,0.127500721
