Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9
,,,,,,,,90,4866.219,463.1482,4936.178,3145.039,26416.085,18499.77,15976.46,3970.471,14264.1244
,,,,,,,,91,4890.442,488.7541,5299.764,3407.453,26377.303,21340.52,18096.92,4555.205,14275.5916
,,,,,,,,92,4875.027,490.4412,5441.323,3490.358,25885.344,22231.42,18782.21,4626.779,14384.8141
,,,,,,,,93,4800.158,478.7746,5391.763,3512.634,24791.959,22252.66,18666.11,4463.016,14150.187
,,,,,,,,94,4633.904,453.3475,5161.315,3459.08,23557.476,22832.47,19593.18,4384.325,13568.8807
,,,,,,,,95,4478.66,419.5305,4842.429,3068.701,21827.21,21317.68,19752.81,4174.885,13230.7337
,,,,,,,,96,4326.719,391.7245,4651.233,2921.752,20579.506,22178.4,20517.53,4416.905,13016.1547
,,,,,,,,97,4266.163,373.8436,4368.837,2816.783,19955.575,21645.48,19526.75,4471.565,12842.7728
,,,,,,,,98,4217.718,371.2612,4320.113,2782.601,19694.431,19706.83,18185.1,4090.803,12825.3492
,,,,,,,,99,4178.082,376.225,4433.774,2754.769,19654.117,17928.11,16937.34,3686.775,12921.3307
,,,,,,,,100,4191.293,388.301,4569.161,2807.219,20061.148,16695.57,16165.88,3387.225,13357.6683
,,,,,,,,101,4289.285,426.2136,4883.848,2913.637,21099.018,16613.46,16460.49,3341.313,14164.7398
,,,,,,,,102,4463.246,486.1274,5407.721,3207.821,22960.997,17828.42,17938.3,3522.475,15308.662
,,,,,,,,103,4637.207,560.3198,6089.331,3623.788,25105.527,20884.77,20702.5,4050.245,16209.8257
,,,,,,,,104,4554.517,626.4878,6472.032,3838.131,26416.878,24495.27,23400.53,4935.378,15465.7849
,,,,,,,,105,4215.79,565.5496,6235.173,3876.806,26496.79,28687.53,24432.01,5447.895,13811.046
,,,,,,,,106,4319.771,487.1099,5163.459,3527.934,25915.321,27455.65,23258.92,5222.119,12040.076
,,,,,,,,107,4026.058,441.7601,4529.588,3113.938,25560.1,24486.42,21236.68,4791.044,11366.6529
,,,,,,,,108,4110.708,443.4003,4380.646,2934.814,25294.003,23036.22,19082.04,4433.628,11086.652
,,,,,,,,109,3979.443,411.3185,4385.015,2792.044,24497.634,21367.4,18260.45,3962.381,11567.241
,,,,,,,,110,3994.728,413.1791,4313.894,2576.495,23734.228,20654.19,17632.36,4075.115,11855.004
,,,,,,,,111,4260.058,382.0289,4302.339,2575.833,23871.358,19571.95,17223.9,3872.104,11726.0771
,,,,,,,,112,4419.82,398.4389,4329.151,2626.054,24076.13,18568.33,16826.01,3726.709,12073.3994
,,,,,,,,113,4629.5,416.2211,4603.443,2801.575,25411.76,17723.35,15287.83,3679.696,13260.9261
,,,,,,,,114,4916.866,462.9175,5016.359,3140.665,26181.352,18466.56,16091.61,3916.991,13960.3775
,,,,,,,,115,4888.24,475.1699,5218.122,3269.718,26089.999,20433.52,17413.97,4364.67,13932.0652
,,,,,,,,116,4848.603,467.5964,5156.956,3188.969,25289.658,20248.76,17178.63,4307.474,13792.2941
,,,,,,,,117,4768.229,451.6333,5062.646,3151.375,24418.223,19848.1,17206.99,4169.092,13507.9596
,,,,,,,,118,4640.51,430.3264,4924.984,3044.156,23316.173,20165.93,18477.44,4113.788,13098.7023
,,,,,,,,119,4459.943,404.6958,4737.699,2880.031,21752.329,20388.88,18894.77,4042.146,12902.7213
,,,,,,,,120,4273.87,388.2985,4471.594,2657.174,20415.121,20977.67,19411.47,4214.535,12683.8169
,,,,,,,,121,4208.91,382.4937,4342.464,2599.613,19422.635,20378.72,18548.48,4187.466,12432.3229
,,,,,,,,122,4132.939,380.7819,4247.065,2501.315,19148.998,18876.6,17367.78,3888.38,12404.9762
,,,,,,,,123,4076.788,395.6735,4276.697,2459.02,18951.336,17340.01,16427.79,3553.783,12432.4583
,,,,,,,,124,4106.515,411.6391,4392.282,2467.113,18946.878,15786.05,15851.55,3265.571,12643.3624
,,,,,,,,125,4128.536,439.2171,4597.367,2546.661,19425.837,15145.2,15912.58,3146.665,13066.9648
,,,,,,,,126,4206.708,497.4191,4901.535,2689.316,20468.094,15100.19,16378.14,3154.105,13709.1987
,,,,,,,,127,4315.709,538.6085,5442.598,2944.231,22106.471,17461.27,17578.06,3560.967,14426.5794
,,,,,,,,128,4294.061,554.7403,5812.821,3128.072,23673.498,19311.53,18775.98,3443.193,14279.1972
,,,,,,,,129,3474.948,449.6461,5801.451,3093.805,24479.744,20426.78,17732.91,3374.193,14163.8743
,,,,,,,,130,3293.78,319.306,4147.354,2952.531,24501.66,19945.01,15446.65,2323.482,13514.3298
,,,,,,,,131,3734.044,259.9756,3317.092,2723.183,24189.036,18447.93,10386.52,1656.843,13862.9776
,,,,,,,,132,3173.283,327.6875,2834.423,2659.017,23799.345,17805.53,8438.128,1391.668,11668.8983
,,,,,,,,133,2651.301,265.381,2730.62,2555.487,23518.401,17926.68,7231.987,1930.098,12733.2997
,,,,,,,,134,2895.712,237.3484,3066.068,2383.242,23081.627,17639.34,8117.443,1258.144,12327.1829
,,,,,,,,135,2827.206,263.6289,3222.236,2498.735,23042.389,17341.99,10972.96,1525.796,11828.1557
,,,,,,,,136,3543.324,317.0712,3457.805,2562.083,23308.325,16757.98,11800.76,2431.047,12251.5055
,,,,,,,,137,4523.559,400.1827,4328.008,2747.988,24456.884,15937.72,13111.97,2888.463,13312.8729
,,,,,,,,138,4836.492,456.5023,5010.045,3090.457,25396.702,16886.09,14723.24,3423.335,13943.4268
,,,,,,,,139,4808.966,465.7356,5192.696,3264.916,25412.562,18656.42,15961,3831.893,13803.4855
,,,,,,,,140,4757.218,452.1513,5093.738,3236.851,24855.559,18847.95,15844.78,3817.366,13634.7144
,,,,,,,,141,4675.743,425.1863,4811.631,3112.585,24182.789,18581.72,15418.83,3733.302,13467.0569
,,,,,,,,142,4542.519,401.0368,4584.196,2930.573,23078.86,18107.78,15808.77,3634.132,13147.4815
,,,,,,,,143,4394.982,385.7408,4422.358,2866.743,21692.535,18534.92,16283.78,3594.562,12939.5539
,,,,,,,,144,4248.547,374.3617,4373.409,2693.163,20410.552,18523.02,16458.5,3646.075,12761.2029
,,,,,,,,145,4190.192,392.8851,4833.088,2479.514,19954.736,19815.35,18884.62,4001.719,12583.6759
,,,,,,,,146,4116.424,388.1544,4822.217,2390.15,19741.892,19337.04,18726.98,3986.271,12520.812
,,,,,,,,147,4062.474,398.082,4827.863,2392.967,19712.739,17872.64,17829.96,3677.917,12593.293
,,,,,,,,148,4045.959,427.1707,4865.653,2428.998,19700.13,16810.3,17011.02,3336.983,12716.1919
,,,,,,,,149,4062.474,484.7623,5079.796,2488.113,20028.896,16119.6,16830.01,3234.513,13041.1238
,,,,,,,,150,4095.505,516.4335,5368.573,2601.715,20773.838,16024.18,16900.63,3207.835,13676.9714
,,,,,,,,151,4161.566,540.176,5787.189,2861.631,22412.093,17498.38,17768.24,3448.947,14417.0229
,,,,,,,,152,4170.989,555.7286,6119.681,3045.552,24067.738,19018.89,18942.27,3494.6,13269.1754
,,,,,,,,153,4185.675,490.4189,5925.912,3052.753,24784.598,19427.8,18520.64,2834.589,11866.3579
,,,,,,,,154,4125.005,400.3637,5202.242,2875.337,24992.303,17881.35,16890.7,2342.65,10576.4702
,,,,,,,,155,3953.99,397.3459,4467.246,2641.13,24592.371,16871.03,12881.06,1816.059,9676.8506
,,,,,,,,156,3946.283,250.2979,4236.483,2324.788,24272.172,13713.96,12045.29,1509.391,9069.8941
,,,,,,,,157,4108.489,222.8314,3828.619,2001.733,23677.147,12804.67,11258.78,1418.901,8707.8414
,,,,,,,,158,4071.055,239.4552,3675.162,1910.416,23139.961,13080.94,10943.26,1526.969,8882.1023
,,,,,,,,159,3828.474,262.0934,3484.127,1923.741,22918.61,13003.59,9774.317,1708.896,9609.1835
,,,,,,,,160,4235.463,306.2585,4066.948,2132.751,23560.205,14389.3,11246,2246.605,10860.2816
,,,,,,,,161,4496.276,380.0656,4310.112,2525.414,25066.204,14879.87,12922.31,2908.737,13233.759
,,,,,,,,162,4775.936,441.8438,4910.063,2906.935,26389.924,15980.89,14508.88,3395.377,14023.3782
,,,,,,,,163,4766.026,453.2526,5102.333,3134.6,26523.627,17868.58,15695.54,3774.534,14041.488
,,,,,,,,164,4720.885,452.9948,5107.079,3223.015,26149.765,18718.79,15930.92,3827.868,13953.6228
,,,,,,,,165,4607.479,437.2623,4977.176,3199.717,25294.485,18869.38,16039.96,3811.43,13622.138
,,,,,,,,166,4469.852,417.0025,4889.474,3012.03,24038.185,18608.74,16821.49,3769.089,13192.2208
,,,,,,,,167,4294.79,396.5392,4835.715,2816.415,22485.749,18570.79,17386.41,3715.773,12817.0747
,,,,,,,,168,4130.737,381.0397,4788.226,2607.393,21157.006,18455.01,17729.44,3756.135,12550.5422
,,,,,,,,169,4072.384,382.4961,4798.294,2437.641,20560.638,19555.67,19224.24,4253.979,12406.3204
,,,,,,,,170,4016.231,382.9327,4849.89,2285.443,20269.348,18405.22,18698.59,4111.453,12359.439
,,,,,,,,171,3984.302,396.9536,5088.019,2271.674,20476.842,16609.9,17534.03,3659.711,12530.6511
,,,,,,,,172,3999.716,416.1417,5244.569,2335.624,21035.334,15483.03,16805.35,3355.909,12965.1609
,,,,,,,,173,4106.515,448.0435,5544.89,2475.715,22191.66,15380.73,17032.81,3289.688,13776.7633
,,,,,,,,174,4279.375,493.7329,6008.284,2879.655,24210.708,16951.23,18188.21,3459.711,14819.755
,,,,,,,,175,4440.125,547.8665,6617.409,3401.444,26545.818,20934.91,20823.09,4037.892,15643.5988
,,,,,,,,176,4259.572,560.0478,6887.706,3677.501,27836.755,24420.76,23105.86,4751.689,14109.2087
,,,,,,,,177,3813.075,456.6587,5932.153,3516.218,27765.055,25894.91,21700.97,4058.725,12358.6023
,,,,,,,,178,3539.794,361.0123,4515.973,3142.229,27781.147,24585.52,18500.22,3806.243,10944.3911
,,,,,,,,179,3277.152,281.8929,3896.514,2964.096,27157.12,23342.13,16175.82,3029.979,9885.5044
,,,,,,,,180,3140.997,268.7699,3460.424,2710.348,26747.302,22037.69,13985.48,2857.413,9191.4887
,,,,,,,,181,3235.555,252.8002,3427.322,2657.97,26382.112,21041.92,13194.07,2554.517,8880.3412
,,,,,,,,182,3286.931,281.6631,3476.341,2505.911,25782.82,19744.65,13059.14,2774.717,9163.1339
,,,,,,,,183,3542.353,317.1909,3601.768,2509.333,25842.938,18922.26,13846.07,2953.58,9897.3845
,,,,,,,,184,3959.495,355.0873,3862.042,2562.926,26029.58,17939.87,14448.38,3307.38,11087.89
,,,,,,,,185,4586.317,403.3587,4464.048,2777.277,27063.109,17393.88,14675.21,3628.073,13348.1958
,,,,,,,,186,4877.229,474.9936,5090.115,3139.616,28042.921,18527.13,16177.81,3882.607,14255.2735
,,,,,,,,187,4876.128,493.2839,5391.798,3334.067,27854.511,20584.92,17777.15,4295.472,14274.2312
,,,,,,,,188,4816.673,486.7846,5369.11,3368.896,27122.485,21392.3,18133.59,4375.213,14262.2641
,,,,,,,,189,4745.107,465.8576,5187.324,3270.064,26077.423,20894.02,17739.33,4231.018,13765.804
,,,,,,,,190,4564.54,439.3563,5017.354,3022.821,24584.003,20719.22,18990.58,4158.81,13205.2074
,,,,,,,,191,4376.265,418.6624,4882.852,2774.609,22918.349,20601.58,19516.86,4089.57,12812.7283
,,,,,,,,192,4204.506,393.0317,4787.166,2562.261,21531.161,21073.36,20553.44,4330.43,12535.4831
,,,,,,,,193,4136.243,384.2079,4740.702,2456.011,20658.438,20758.92,20256.74,4509.287,12326.2692
,,,,,,,,194,4060.272,379.4771,4766.886,2359.436,20291.342,18629.21,19163.98,4147.972,12335.7065
,,,,,,,,195,3985.403,396.4898,5083.209,2327.505,20124.905,16756.13,18263.62,3691.367,12455.9628
,,,,,,,,196,3992.009,427.754,5245.531,2405.076,20427.009,15479.06,17578.78,3342.018,12840.7504
,,,,,,,,197,4104.313,483.8077,5669.758,2567.723,21441.409,15528.95,18409.08,3312.775,13613.6379
,,,,,,,,198,4263.961,534.2575,6292.588,2905.738,23309.515,17100.03,19955.71,3554.911,14590.6098
,,,,,,,,199,4425.811,599.5964,7214.877,3383.783,25474.058,20957.86,23188.21,4301.935,15191.9868
,,,,,,,,200,4206.723,624.3486,7376.576,3584.885,26723.383,24296.57,25065.25,4699.698,14682.4731
,,,,,,,,201,3437.642,478.0795,6309.111,3534.435,26615.787,26363.16,22799.9,4655.544,13579.0887
,,,,,,,,202,2905.022,348.8575,4585.485,2970.189,26314.144,23796.22,18702.3,3463.703,12423.7688
,,,,,,,,203,2550.266,276.1024,3396.487,2517.679,25793.605,20992.56,14953.17,2582.975,11265.412
,,,,,,,,204,2367.625,250.9876,2911.331,2244.021,25531.263,20095.21,12504.47,2034.585,11384.3271
,,,,,,,,205,2381.323,238.5319,2947.564,2072.168,25632.151,19325.17,11878.18,1756.858,9158.119
,,,,,,,,206,2584.511,256.2298,2876.803,2350.922,25457.576,18942.61,12193.44,1880.384,9215.3315
,,,,,,,,207,2976.33,279.5185,3177.595,2371.263,25215.081,18631.97,12782.85,2221.224,10409.2491
,,,,,,,,208,3570.85,364.6224,3571.884,2445.435,25469.933,18916.49,14263.21,3048.453,11269.401
,,,,,,,,209,4431.688,407.9739,4345.404,2693.144,26492.232,17732.38,14399.55,3563.262,13265.5025
,,,,,,,,210,4796.855,456.6761,4948.122,2995.573,27500.291,18185.66,15727.2,3737.312,14003.1545
,,,,,,,,211,4761.623,474.9664,5216.598,3215.752,27198.763,19973.31,17149.16,4153.502,13984.8242
,,,,,,,,212,4706.571,481.7936,5302.362,3318.563,26358.42,21012.28,17870.01,4268.458,13956.2752
,,,,,,,,213,4636.106,465.8576,5225.242,3310.864,25343.243,21025.7,17901.88,4202.858,13593.5046
,,,,,,,,214,4470.953,439.3563,5051.923,3130.994,23831.662,21131.79,19123.06,4156.031,13075.603
,,,,,,,,215,4285.981,408.5312,4877.081,2956.967,22197.313,21301.84,19626.48,4100.071,12697.9676
,,,,,,,,216,4116.424,379.8816,4795.824,2799.193,20841.494,22072.13,20653.1,4362.086,12374.4632
,,,,,,,,217,4044.858,379.2169,4178.828,2684.095,19983.782,21305.37,18965.81,4365.302,12184.0554
,,,,,,,,218,3979.898,364.3821,4049.424,2537.573,19385.601,19003.53,17262.43,3949.873,12103.5539
,,,,,,,,219,3958.978,376.431,4085.291,2466.5,19219.286,17060.84,15876.41,3545.152,12186.5688
,,,,,,,,220,3989.807,397.564,4244.727,2534.843,19588.76,15807.53,15201.62,3302.954,12527.9336
,,,,,,,,221,4101.01,443.4866,4639.195,2652.758,20569.243,15694.26,15559.32,3403.723,13231.118
,,,,,,,,222,4285.981,514.1987,5334.048,2957.159,22355.284,17156.85,17330.37,3638.218,14164.5021
,,,,,,,,223,4456.64,587.5204,6113.654,3434.971,24427.098,20942.9,20476.71,4236.393,14814.5133
,,,,,,,,224,4251.865,631.9286,6208.009,3684.46,25584.059,24237.53,22638.73,4568.959,14788.6289
,,,,,,,,225,3511.653,500.9099,5604.344,3358.377,25838.975,25131.52,21338.67,4730.586,14621.8147
,,,,,,,,226,2917.133,354.648,4324.751,3324.392,25438.63,23491.57,18163.03,3390.055,12953.2417
,,,,,,,,227,2564.579,278.8739,3482.914,3000.199,24741.554,20338,15070.47,2732.187,12728.3703
,,,,,,,,228,2351.968,254.8334,2990.599,2958.591,24523.97,18527.05,12504.16,2210.334,11665.1322
,,,,,,,,229,2357.959,240.6802,2752.906,2834.19,24166.425,16833.61,10643.49,1933.894,11226.9909
,,,,,,,,230,2540.228,258.3781,2809.129,2803.405,23759.302,16218.62,11015.63,1954.638,10755.8503
,,,,,,,,231,2927.642,277.5736,3083.466,2657.346,23546.521,16348.01,12012.39,2200.541,10048.7069
,,,,,,,,232,3540.022,325.6012,3603.193,2597.381,23890.926,15879.27,13373.26,2686.642,11037.734
,,,,,,,,233,4370.031,396.7818,4359.466,2859.735,25016.494,16508.86,14406.19,3311.407,13275.0523
,,,,,,,,234,4747.309,464.6589,5103.773,3324.833,26485.469,18626.47,16224.64,3820.536,14116.0593
,,,,,,,,235,4753.916,487.2187,5402.97,3525.42,26591.064,20816.22,17587.94,4230.792,14112.0068
,,,,,,,,236,4747.309,484.8126,5397.935,3518.856,26061.206,21335.02,18035.1,4287.931,14034.1203
,,,,,,,,237,4666.935,467.9788,5206.065,3395.873,25236.129,20715.5,17721.76,4203.406,13679.0278
,,,,,,,,238,4514.994,435.4395,4981.326,3164.521,23797.113,20607.76,18736.55,4129.869,13217.7864
,,,,,,,,239,4333.325,411.7537,4809.37,2905.632,22123.893,20515.04,19072.71,4056.925,12845.9421
,,,,,,,,240,4184.688,386.123,4728.611,2789.565,20726.852,21502.31,20106.54,4343.565,12556.1008
,,,,,,,,241,4112.02,375.3543,4713.83,2624.734,19990.358,21388.11,19932.25,4485.82,12358.3408
,,,,,,,,242,4060.272,364.5856,4619.956,2474.807,19714.331,19237.63,18413.98,4066.687,12335.2273
,,,,,,,,243,4032.747,372.5413,4614.521,2392.234,19661.219,17160.53,16909.8,3572.177,12462.8094
,,,,,,,,244,4058.07,381.422,4693.276,2438.168,20008.594,15771.81,16020.66,3249.073,12844.6693
