Time_Index,Central_Solar,IID_Solar,LADWP_Solar,NCNC_Solar,North_Solar,PGE_Solar,SCE_Solar,SDGE_Solar,South_Solar,Central_Wind,LADWP_Wind,NCNC_Wind,North_Wind,PGE_Wind,SCE_Wind,SDGE_Wind,South_Wind,LADWP_Hydro,NCNC_Hydro,North_Hydro,PGE_Hydro,SCE_Hydro,South_Hydro,Central_Solar_Invest,IID_Solar_Invest,LADWP_Solar_Invest,NCNC_Solar_Invest,North_Solar_Invest,PGE_Solar_Invest,SCE_Solar_Invest,SDGE_Solar_Invest,South_Solar_Invest,Central_Wind_Invest,LADWP_Wind_Invest,NCNC_Wind_Invest,North_Wind_Invest,PGE_Wind_Invest,SCE_Wind_Invest,SDGE_Wind_Invest,South_Wind_Invest,Central_Solar_LowerQuality_Invest,IID_Solar_LowerQuality_Invest,LADWP_Solar_LowerQuality_Invest,NCNC_Solar_LowerQuality_Invest,North_Solar_LowerQuality_Invest,PGE_Solar_LowerQuality_Invest,SCE_Solar_LowerQuality_Invest,SDGE_Solar_LowerQuality_Invest,South_Solar_LowerQuality_Invest,Central_Wind_LowerQuality_Invest,LADWP_Wind_LowerQuality_Invest,NCNC_Wind_LowerQuality_Invest,North_Wind_LowerQuality_Invest,PGE_Wind_LowerQuality_Invest,SCE_Wind_LowerQuality_Invest,SDGE_Wind_LowerQuality_Invest,South_Wind_LowerQuality_Invest
11,0.532488842,0.650001304,0.733708537,0.731240959,0.320837005,0.537451192,0.721188371,0.794761734,0.698064052,0.550001007,0.397608095,0.020001,0.060001007,0.024082356,0.030138424,0.030015245,0.010001001,0.064592534,0.011046211,0.934084191,0.00E+00,0.044417545,0.129312537,0.532488842,0.650001304,0.733708537,0.731240959,0.320837005,0.537451192,0.721188371,0.794761734,0.698064052,0.550001007,0.397608095,0.020001,0.060001007,0.024082356,0.030138424,0.030015245,0.010001001,0.399366632,0.487500978,0.550281403,0.548430719,0.240627754,0.403088394,0.540891278,0.596071301,0.523548039,0.412500755,0.298206071,0.01500075,0.045000755,0.018061767,0.022603818,0.022511434,0.007500751
12,0.636344691,0.637001377,0.781586829,0.77114033,0.316815578,0.609228555,0.775809889,0.810744867,0.743862771,0.570001007,0.40864381,0.061166171,0.050001005,0.014633969,0.046815454,0.03665813,0.050000994,0.064577874,0.01104619,0.942854983,0.00E+00,0.044412101,0.129214988,0.636344691,0.637001377,0.781586829,0.77114033,0.316815578,0.609228555,0.775809889,0.810744867,0.743862771,0.570001007,0.40864381,0.061166171,0.050001005,0.014633969,0.046815454,0.03665813,0.050000994,0.477258518,0.477751033,0.586190122,0.578355248,0.237611684,0.456921416,0.581857417,0.60805865,0.557897078,0.427500755,0.306482858,0.045874628,0.037500754,0.010975477,0.035111591,0.027493598,0.037500746
13,0.659518672,0.598001377,0.759074634,0.764047563,0.290452397,0.638246657,0.767112802,0.724368018,0.736878616,0.590001007,0.422667619,0.121634123,0.020001003,0.011159239,0.076040196,0.053301005,0.100001014,0.064578283,0.01104619,0.934514549,0.00E+00,0.044412101,0.129214677,0.659518672,0.598001377,0.759074634,0.764047563,0.290452397,0.638246657,0.767112802,0.724368018,0.736878616,0.590001007,0.422667619,0.121634123,0.020001003,0.011159239,0.076040196,0.053301005,0.100001014,0.494639004,0.448501033,0.569305976,0.573035672,0.217839298,0.478684993,0.575334602,0.543276014,0.552658962,0.442500755,0.317000714,0.091225592,0.015000752,0.008369429,0.057030147,0.039975754,0.075000761
14,0.624848339,0.806001449,0.718171951,0.784242531,0.337851388,0.645299413,0.745775868,0.779146572,0.770870235,0.610001007,0.433703333,0.186753407,0.010001002,0.009449389,0.099767055,0.066601021,0.160001014,0.064601553,0.01104619,0.926520426,0.00E+00,0.04441324,0.129214677,0.624848339,0.806001449,0.718171951,0.784242531,0.337851388,0.645299413,0.745775868,0.779146572,0.770870235,0.610001007,0.433703333,0.186753407,0.010001002,0.009449389,0.099767055,0.066601021,0.160001014,0.468636254,0.604501087,0.538628963,0.588181898,0.253388541,0.48397456,0.559331901,0.584359929,0.578152676,0.457500755,0.3252775,0.140065055,0.007500752,0.007087042,0.074825291,0.049950766,0.120000761
15,0.42860667,0.767001449,0.601171951,0.750260613,0.413850939,0.607117199,0.585673749,0.742398577,0.709663598,0.630001007,0.447727143,0.256524024,0.010001002,0.009449389,0.133485244,0.106543979,0.280000974,0.065269381,0.01104619,0.91949337,2.00E-05,0.04452898,0.129214741,0.42860667,0.767001449,0.601171951,0.750260613,0.413850939,0.607117199,0.585673749,0.742398577,0.709663598,0.630001007,0.447727143,0.256524024,0.010001002,0.009449389,0.133485244,0.106543979,0.280000974,0.321455003,0.575251087,0.450878963,0.56269546,0.310388204,0.455337899,0.439255312,0.556798933,0.532247699,0.472500755,0.335795357,0.192393018,0.007500752,0.007087042,0.100113933,0.079907984,0.210000731
16,0.359032279,0.585001304,0.515562195,0.438403695,0.292758063,0.464710269,0.493205223,0.497193988,0.501406599,0.640001007,0.451750952,0.289083678,0.020001003,0.010607626,0.143413436,0.116515438,0.330001106,0.078364579,0.011050824,0.930576022,0.00308,0.05127339,0.129391117,0.359032279,0.585001304,0.515562195,0.438403695,0.292758063,0.464710269,0.493205223,0.497193988,0.501406599,0.640001007,0.451750952,0.289083678,0.020001003,0.010607626,0.143413436,0.116515438,0.330001106,0.269274209,0.438750978,0.386671646,0.328802771,0.219568547,0.348532702,0.369903917,0.372895491,0.376054949,0.480000755,0.338813214,0.216812759,0.015000752,0.00795572,0.107560077,0.087386579,0.24750083
17,0.035060545,0.117001304,0.105903732,0.068108215,0.012604899,0.136317427,0.084639359,0.058608952,0.038908753,0.640001007,0.451750952,0.322340574,0.040001006,0.021214256,0.156893777,0.139815464,0.400001106,0.228723897,0.254917346,0.970570206,0.16118,0.229251235,0.390907415,0.035060545,0.117001304,0.105903732,0.068108215,0.012604899,0.136317427,0.084639359,0.058608952,0.038908753,0.640001007,0.451750952,0.322340574,0.040001006,0.021214256,0.156893777,0.139815464,0.400001106,0.026295409,0.087750978,0.079427799,0.051081161,0.009453674,0.10223807,0.063479519,0.043956714,0.029181565,0.480000755,0.338813214,0.241755431,0.030000755,0.015910692,0.117670333,0.104861598,0.30000083
18,0,0,0,0,0,0,0,0,0,0.640001007,0.451750952,0.346294711,0.070000996,0.032979129,0.165880671,0.159786914,0.460000974,0.50804876,0.7141094,0.998307265,0.56765,0.607418681,0.793997598,0,0,0,0,0,0,0,0,0,0.640001007,0.451750952,0.346294711,0.070000996,0.032979129,0.165880671,0.159786914,0.460000974,0,0,0,0,0,0,0,0,0,0.480000755,0.338813214,0.259721033,0.052500747,0.024734347,0.124410503,0.119840186,0.345000731
19,0,0,0,0,0,0,0,0,0,0.640001007,0.454739048,0.347689195,0.120001019,0.055350632,0.167194765,0.159801179,0.440000974,0.577419649,0.816328609,0.987692972,1,0.93572649,0.814268753,0,0,0,0,0,0,0,0,0,0.640001007,0.454739048,0.347689195,0.120001019,0.055350632,0.167194765,0.159801179,0.440000974,0,0,0,0,0,0,0,0,0,0.480000755,0.341054286,0.260766896,0.090000764,0.041512974,0.125396074,0.119850884,0.330000731
20,0,0,0,0,0,0,0,0,0,0.620001007,0.440715238,0.309083678,0.180001064,0.045719811,0.153697087,0.133172579,0.360001106,0.568507122,0.792550068,0.976988288,1,0.95319736,0.788503668,0,0,0,0,0,0,0,0,0,0.620001007,0.440715238,0.309083678,0.180001064,0.045719811,0.153697087,0.133172579,0.360001106,0,0,0,0,0,0,0,0,0,0.465000755,0.330536429,0.231812759,0.135000798,0.034289858,0.115272815,0.099879434,0.27000083
21,0,0,0,0,0,0,0,0,0,0.590001007,0.422667619,0.257221266,0.210001054,0.041456004,0.138948455,0.109886819,0.270001106,0.570212943,0.789574467,0.949574493,1,0.926151181,0.710272813,0,0,0,0,0,0,0,0,0,0.590001007,0.422667619,0.257221266,0.210001054,0.041456004,0.138948455,0.109886819,0.270001106,0,0,0,0,0,0,0,0,0,0.442500755,0.317000714,0.19291595,0.157500791,0.031092003,0.104211341,0.082415114,0.20250083
22,0,0,0,0,0,0,0,0,0,0.560001074,0.401631905,0.237221266,0.240001032,0.028350453,0.134429004,0.103229669,0.250000974,0.474808732,0.645037786,0.904266518,1,0.900261992,0.557451741,0,0,0,0,0,0,0,0,0,0.560001074,0.401631905,0.237221266,0.240001032,0.028350453,0.134429004,0.103229669,0.250000974,0,0,0,0,0,0,0,0,0,0.420000806,0.301223929,0.17791595,0.180000774,0.02126284,0.100821753,0.077422252,0.187500731
23,0,0,0,0,0,0,0,0,0,0.520001007,0.37059619,0.237221266,0.290000985,0.033590056,0.126649725,0.096558253,0.250000974,0.370429264,0.409787385,0.857907532,0.79469,0.840456002,0.459144903,0,0,0,0,0,0,0,0,0,0.520001007,0.37059619,0.237221266,0.290000985,0.033590056,0.126649725,0.096558253,0.250000974,0,0,0,0,0,0,0,0,0,0.390000755,0.277947143,0.17791595,0.217500739,0.025192542,0.094987294,0.07241869,0.187500731
24,0,0,0,0,0,0,0,0,0,0.500001007,0.353584286,0.251175404,0.250001085,0.028957083,0.127565019,0.103201138,0.290000974,0.291705102,0.251527315,0.82354858,0.55135,0.592727869,0.395948267,0,0,0,0,0,0,0,0,0,0.500001007,0.353584286,0.251175404,0.250001085,0.028957083,0.127565019,0.103201138,0.290000974,0,0,0,0,0,0,0,0,0,0.375000755,0.265188215,0.188381553,0.187500814,0.021717812,0.095673764,0.077400854,0.217500731
25,0,0,0,0,0,0,0,0,0,0.480001007,0.339560476,0.241872645,0.200001014,0.023165861,0.123054235,0.096543988,0.270001106,0.218219129,0.183513887,0.829955222,0.29168,0.357808028,0.420194517,0,0,0,0,0,0,0,0,0,0.480001007,0.339560476,0.241872645,0.200001014,0.023165861,0.123054235,0.096543988,0.270001106,0,0,0,0,0,0,0,0,0,0.360000755,0.254670357,0.181404484,0.150000761,0.017374396,0.092290676,0.072407991,0.20250083
26,0,0,0,0,0,0,0,0,0,0.460001007,0.322548571,0.200707545,0.14000102,0.024506545,0.094762124,0.056586775,0.170000961,0.194810841,0.069221613,0.817659227,0.21707,0.287598924,0.415025812,0,0,0,0,0,0,0,0,0,0.460001007,0.322548571,0.200707545,0.14000102,0.024506545,0.094762124,0.056586775,0.170000961,0,0,0,0,0,0,0,0,0,0.345000755,0.241911428,0.150530659,0.105000765,0.018379909,0.071071593,0.042440081,0.127500721
27,0,0,0,0,0,0,0,0,0,0.410001007,0.287489048,0.164193776,0.090001026,0.027005472,0.074498272,0.043272474,0.130000988,0.178248602,0.026351828,0.816341444,0.15654,0.228834839,0.420722849,0,0,0,0,0,0,0,0,0,0.410001007,0.287489048,0.164193776,0.090001026,0.027005472,0.074498272,0.043272474,0.130000988,0,0,0,0,0,0,0,0,0,0.307500755,0.215616786,0.123145332,0.06750077,0.020254104,0.055873704,0.032454356,0.097500741
28,0,0,0,0,0,0,0,0,0,0.370001007,0.259441429,0.168845156,0.080000996,0.025847229,0.076710323,0.046601049,0.140000988,0.178494317,0.017164983,0.817891024,0.12857,0.200829517,0.472209483,0,0,0,0,0,0,0,0,0,0.370001007,0.259441429,0.168845156,0.080000996,0.025847229,0.076710323,0.046601049,0.140000988,0,0,0,0,0,0,0,0,0,0.277500755,0.194581072,0.126633867,0.060000747,0.019385422,0.057532742,0.034950787,0.105000741
29,0,0,0,0,0,0,0,0,0,0.340001007,0.238405714,0.169542374,0.090001026,0.035295616,0.074437595,0.046601049,0.140000988,0.194307275,0.056876902,0.843790071,0.12806,0.20031037,0.592915969,0,0,0,0,0,0,0,0,0,0.340001007,0.238405714,0.169542374,0.090001026,0.035295616,0.074437595,0.046601049,0.140000988,0,0,0,0,0,0,0,0,0,0.255000755,0.178804286,0.127156781,0.06750077,0.026471712,0.055828196,0.034950787,0.105000741
30,0,0,0,0,0,0,0,0,0,0.340001007,0.238405714,0.169542374,0.110001014,0.037612108,0.074437595,0.043272474,0.130000988,0.252188056,0.252941851,0.889768267,0.16265,0.234872758,0.784504983,0,0,0,0,0,0,0,0,0,0.340001007,0.238405714,0.169542374,0.110001014,0.037612108,0.074437595,0.043272474,0.130000988,0,0,0,0,0,0,0,0,0,0.255000755,0.178804286,0.127156781,0.082500761,0.028209081,0.055828196,0.032454356,0.097500741
31,0,0,0,0.008177402,0,0,0,0.002052205,0.001745604,0.360001007,0.252429524,0.166285502,0.14000102,0.05766713,0.067714761,0.039943899,0.120000974,0.362702778,0.453378071,0.943202153,0.26675,0.334546077,1,0,0,0,0.008177402,0,0,0,0.002052205,0.001745604,0.360001007,0.252429524,0.166285502,0.14000102,0.05766713,0.067714761,0.039943899,0.120000974,0,0,0,0.006133052,0,0,0,0.001539154,0.001309203,0.270000755,0.189322143,0.124714127,0.105000765,0.043250348,0.050786071,0.029957924,0.090000731
32,0.046193947,0.221001304,0.040903732,0.216126297,0,0.001754247,0.028662033,0.364729171,0.213755475,0.390001007,0.273465238,0.135120308,0.170001023,0.077722118,0.047520253,0.026629599,0.080000974,0.215640405,0.452285303,0.983361872,0.03415,0.097445028,0.282217165,0.046193947,0.221001304,0.040903732,0.216126297,0,0.001754247,0.028662033,0.364729171,0.213755475,0.390001007,0.273465238,0.135120308,0.170001023,0.077722118,0.047520253,0.026629599,0.080000974,0.03464546,0.165750978,0.030677799,0.162094723,0,0.001315685,0.021496525,0.273546878,0.160316606,0.292500755,0.205098929,0.101340231,0.127500767,0.058291589,0.03564019,0.019972199,0.060000731
33,0.173742596,0.559001304,0.167098854,0.607301494,0.119048847,0.030251795,0.14651332,0.584103293,0.455716077,0.430001007,0.301512857,0.149771687,0.170001023,0.086012244,0.052048373,0.029958174,0.090001014,0.088501364,0.113511886,0.984272295,4.70E-04,0.046372892,0.13686617,0.173742596,0.559001304,0.167098854,0.607301494,0.119048847,0.030251795,0.14651332,0.584103293,0.455716077,0.430001007,0.301512857,0.149771687,0.170001023,0.086012244,0.052048373,0.029958174,0.090001014,0.130306947,0.419250978,0.125324141,0.455476121,0.089286635,0.022688846,0.10988499,0.43807747,0.341787058,0.322500755,0.226134643,0.112328765,0.127500767,0.064509183,0.03903628,0.022468631,0.067500761
34,0.382102759,0.559001304,0.326586585,0.703523978,0.241345241,0.117657842,0.388319481,0.615296443,0.471956343,0.440001007,0.308524762,0.172331341,0.190001104,0.080038604,0.065537382,0.036615324,0.110000988,0.067025539,0.001109242,0.965298766,1.00E-05,0.044552966,0.131633029,0.382102759,0.559001304,0.326586585,0.703523978,0.241345241,0.117657842,0.388319481,0.615296443,0.471956343,0.440001007,0.308524762,0.172331341,0.190001104,0.080038604,0.065537382,0.036615324,0.110000988,0.286577069,0.419250978,0.244939939,0.527642984,0.181008931,0.088243382,0.291239611,0.461472332,0.353967257,0.330000755,0.231393572,0.129248506,0.142500828,0.060028953,0.049153037,0.027461493,0.082500741
35,0.462629077,0.507001304,0.461342927,0.654365173,0.243723677,0.19531352,0.511636748,0.707913129,0.579355067,0.420001007,0.297489048,0.194890995,0.200001014,0.072906721,0.084807927,0.05660104,0.150001027,0.06463644,0.001108467,0.945606778,0.00E+00,0.044415071,0.129269419,0.462629077,0.507001304,0.461342927,0.654365173,0.243723677,0.19531352,0.511636748,0.707913129,0.579355067,0.420001007,0.297489048,0.194890995,0.200001014,0.072906721,0.084807927,0.05660104,0.150001027,0.346971808,0.380250978,0.346007195,0.49077388,0.182792758,0.14648514,0.383727561,0.530934847,0.4345163,0.315000755,0.223116786,0.146168246,0.150000761,0.054680041,0.063605945,0.04245078,0.11250077
36,0.393832437,0.715001377,0.542830488,0.716411557,0.329198771,0.217461352,0.587505922,0.774361068,0.721416452,0.420001007,0.297489048,0.2427992,0.200001014,0.089486974,0.102781715,0.066586765,0.180000974,0.064577874,0.001108405,0.925124321,0.00E+00,0.044412111,0.129215353,0.393832437,0.715001377,0.542830488,0.716411557,0.329198771,0.217461352,0.587505922,0.774361068,0.721416452,0.420001007,0.297489048,0.2427992,0.200001014,0.089486974,0.102781715,0.066586765,0.180000974,0.295374328,0.536251033,0.407122866,0.537308668,0.246899078,0.163096014,0.440629442,0.580770801,0.541062339,0.315000755,0.223116786,0.1820994,0.150000761,0.067115231,0.077086286,0.049940074,0.135000731
37,0.300720915,0.806001449,0.620513415,0.669031053,0.377918468,0.25554924,0.625681083,0.790619077,0.74189857,0.440001007,0.311512857,0.221634099,0.180001064,0.112040923,0.084825263,0.05660104,0.150001027,0.064577874,0.001108392,0.911730225,0.00E+00,0.044412101,0.129214688,0.300720915,0.806001449,0.620513415,0.669031053,0.377918468,0.25554924,0.625681083,0.790619077,0.74189857,0.440001007,0.311512857,0.221634099,0.180001064,0.112040923,0.084825263,0.05660104,0.150001027,0.225540686,0.604501087,0.465385061,0.50177329,0.283438851,0.19166193,0.469260812,0.592964308,0.556423928,0.330000755,0.233634643,0.166225574,0.135000798,0.084030692,0.063618947,0.04245078,0.11250077
38,0.220064972,0.793001449,0.73909878,0.637634827,0.36893545,0.333931084,0.642381426,0.754245972,0.706591446,0.470001007,0.329560476,0.150001,0.13000102,0.139410327,0.034109257,0.019972449,0.060000994,0.064605004,0.001108392,0.895833183,0.00E+00,0.044412111,0.12921472,0.220064972,0.793001449,0.73909878,0.637634827,0.36893545,0.333931084,0.642381426,0.754245972,0.706591446,0.470001007,0.329560476,0.150001,0.13000102,0.139410327,0.034109257,0.019972449,0.060000994,0.165048729,0.594751087,0.554324085,0.47822612,0.276701588,0.250448313,0.48178607,0.565684479,0.529943585,0.352500755,0.247170357,0.11250075,0.097500765,0.104557745,0.025581943,0.014979337,0.045000746
39,0.093138563,0.689001304,0.614806098,0.570968947,0.299681884,0.256019047,0.576896071,0.692069636,0.604210643,0.470001007,0.329560476,0.082789967,0.100001013,0.111065161,0.009395293,0.00665815,0.020000994,0.065943745,0.001108392,0.90042643,0.00E+00,0.044417853,0.129239662,0.093138563,0.689001304,0.614806098,0.570968947,0.299681884,0.256019047,0.576896071,0.692069636,0.604210643,0.470001007,0.329560476,0.082789967,0.100001013,0.111065161,0.009395293,0.00665815,0.020000994,0.069853922,0.516750978,0.461104574,0.42822671,0.224761413,0.192014285,0.432672053,0.519052227,0.453157982,0.352500755,0.247170357,0.062092475,0.07500076,0.083298871,0.00704647,0.004993613,0.015000746
40,0.03503462,0.611001304,0.438196585,0.438996462,0.135795134,0.091377718,0.371711692,0.550342464,0.490594681,0.450001007,0.318524762,0.052092725,0.070000996,0.074429869,0.010692052,0.010000989,0.010001001,0.085717839,0.001111456,0.916219774,1.40E-04,0.045217766,0.13240065,0.03503462,0.611001304,0.438196585,0.438996462,0.135795134,0.091377718,0.371711692,0.550342464,0.490594681,0.450001007,0.318524762,0.052092725,0.070000996,0.074429869,0.010692052,0.010000989,0.010001001,0.026275965,0.458250978,0.328647439,0.329247347,0.101846351,0.068533289,0.278783769,0.412756848,0.367946011,0.337500755,0.238893572,0.039069544,0.052500747,0.055822402,0.008019039,0.007500742,0.007500751
41,2.09E-04,0.143001304,0.152196415,0.025112146,0.017823664,0.020286658,0.098852897,0.082604175,0.04023991,0.400001007,0.286453333,0.063257896,0.080000996,0.04242751,0.03218332,0.023329555,0.030000994,0.273155687,0.375506122,0.956165521,0.07288,0.142320391,0.443213881,2.09E-04,0.143001304,0.152196415,0.025112146,0.017823664,0.020286658,0.098852897,0.082604175,0.04023991,0.400001007,0.286453333,0.063257896,0.080000996,0.04242751,0.03218332,0.023329555,0.030000994,1.57E-04,0.107250978,0.114147311,0.01883411,0.013367748,0.015214994,0.074139673,0.061953131,0.030179933,0.300000755,0.21484,0.047443422,0.060000747,0.031820633,0.02413749,0.017497166,0.022500746
42,0,0,0,0,0,0,0,0,0,0.340001007,0.24737,0.080468929,0.090001026,0.027557085,0.05335626,0.039986705,0.060000994,0.649326332,0.830942928,0.990822974,1,0.829773161,0.723951125,0,0,0,0,0,0,0,0,0,0.340001007,0.24737,0.080468929,0.090001026,0.027557085,0.05335626,0.039986705,0.060000994,0,0,0,0,0,0,0,0,0,0.255000755,0.1855275,0.060351697,0.06750077,0.020667814,0.040017195,0.029990029,0.045000746
43,0,0,0,0,0,0,0,0,0,0.330001007,0.24334619,0.108377204,0.090001026,0.027557085,0.072635473,0.05331527,0.080000974,0.915914672,0.849586491,0.97471292,1,0.990981079,0.731659934,0,0,0,0,0,0,0,0,0,0.330001007,0.24334619,0.108377204,0.090001026,0.027557085,0.072635473,0.05331527,0.080000974,0,0,0,0,0,0,0,0,0,0.247500755,0.182509643,0.081282903,0.06750077,0.020667814,0.054476605,0.039986453,0.060000731
44,0,0,0,0,0,0,0,0,0,0.310001007,0.226334333,0.111634099,0.170001023,0.020242745,0.073550767,0.053301005,0.100001014,0.752850343,0.893489966,0.938280416,1,1,0.723521339,0,0,0,0,0,0,0,0,0,0.310001007,0.226334333,0.111634099,0.170001023,0.020242745,0.073550767,0.053301005,0.100001014,0,0,0,0,0,0,0,0,0,0.232500755,0.16975075,0.083725574,0.127500767,0.015182059,0.055163075,0.039975754,0.075000761
