Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9
,,,,,,,,34,3166.018,306.6514,2985.888,2091.161,24749.406,11742.87,11597.54,2074.622,9787.2394
,,,,,,,,35,2892.369,268.3188,2497.82,1828.45,24097.53,10100.73,9857.697,1589.565,8769.3075
,,,,,,,,36,2790.36,249.4755,2300.128,1695.959,23557.356,8732.155,8288.388,1159.158,8894.9289
,,,,,,,,37,2759.505,246.0079,2252.686,1591.992,22852.83,8061.278,7636.843,1055.982,7688.0735
,,,,,,,,38,2847.17,260.4915,2328.109,1549.448,22293.22,8202.823,8032.121,1227.882,7609.2914
,,,,,,,,39,3059.934,279.0053,2504.906,1638.02,22277.351,8638.253,8907.95,1506.283,7809.0696
,,,,,,,,40,3422.952,311.7506,2801.374,1832.38,22322.024,10043.63,10349.54,2006.957,8643.17
,,,,,,,,41,3983.175,364.199,3297.204,2172.4,23002.529,11759.35,11793.39,2633.346,10481.6413
,,,,,,,,42,4349.39,417.4326,3735.336,2557.413,24133.885,13759.04,12943.15,3016.656,11282.6319
,,,,,,,,43,4376.891,425.1335,3886.021,2765.174,24075.478,15670.88,14240.68,3379.752,11310.3332
,,,,,,,,44,4340.928,421.5641,3927.371,2709.591,23473.185,15800.46,14503.67,3314.775,11392.6467
,,,,,,,,45,4283.809,412.1159,3880.345,2694.899,22668.154,15550.41,14397.87,3206.745,11161.5282
,,,,,,,,46,4118.8,393.6165,3786.225,2594.895,21418.036,15245.42,14692.02,3097.717,10814.9892
,,,,,,,,47,3937.924,365.8675,3589.862,2405.079,19932.421,14939.4,14697.6,2992.801,10532.7716
,,,,,,,,48,3775.031,344.1802,3416.09,2298.425,18706.967,14703.37,14718.05,3008.15,10357.3313
,,,,,,,,49,3717.912,331.5598,3152.001,2301.054,17937.147,13829.06,13944.34,2940.124,10323.0971
,,,,,,,,50,3665.025,322.0534,3022.632,2171.944,17604.626,12768.7,13035.51,2760.586,10379.1882
,,,,,,,,51,3639.639,323.7341,2988.578,2104.677,17483.964,11783.58,12288.63,2536.685,10530.9321
,,,,,,,,52,3683.006,329.7284,2979.028,2089.372,17766.721,11167.32,11840.63,2399.073,10994.7439
,,,,,,,,53,3779.262,351.3065,3104.949,2147.416,18735.036,11105.92,11830.42,2395.239,11808.7056
,,,,,,,,54,3961.195,388.7253,3365.786,2292.208,20341.435,11628.59,12380.54,2483.806,12956.087
,,,,,,,,55,4142.07,429.0752,3724.272,2559.293,21986.124,13091.31,13532.62,2726.64,13843.8107
,,,,,,,,56,3924.25,446.0682,3689.016,2692.477,23029.153,14721.78,14339.97,3054.869,12763.7854
,,,,,,,,57,3506.822,373.0574,3344.459,2568.073,23087.689,14999.97,13377.7,2652.874,11208.376
,,,,,,,,58,3167.953,312.8286,2901.08,2138.887,22721.182,12514.31,11667.35,2074.503,9732.4239
,,,,,,,,59,2936.201,276.5167,2502.634,1955.682,22329.523,11049.05,9961.747,1586.036,8739.0452
,,,,,,,,60,2814.095,258.0884,2318.922,1757.6,21971.86,9578.425,8471.866,1213.113,8069.2625
,,,,,,,,61,2768.844,252.8985,2228.114,1707.689,21667.518,8956.086,7781.218,1087.596,7666.1748
,,,,,,,,62,2863.914,261.6833,2284.987,1731.389,21106.571,9905.546,8016.934,1254.297,7608.2308
,,,,,,,,63,3052.763,278.0597,2431.671,1875.44,21018.389,10651.26,8883.281,1507.102,7812.6806
,,,,,,,,64,3414.722,311.517,2769.866,2025.774,20990.613,11146.83,10227.06,1982.442,8586.0861
,,,,,,,,65,3932.403,363.3688,3265.554,2303.347,21714.913,12461.43,11723.44,2615.408,10367.4324
,,,,,,,,66,4254.192,418.103,3725.577,2658.475,22783.589,13974.18,13099.83,3106.87,11158.0456
,,,,,,,,67,4283.809,431.2691,3881.705,2815.531,22789.355,15896.03,14473.74,3501.381,11269.872
,,,,,,,,68,4298.618,425.2655,3880.85,2782.483,22339.158,15914.38,14558.49,3378.063,11292.2253
,,,,,,,,69,4233.037,414.1365,3821.565,2712.776,21474.813,15503.16,14555.3,3285.549,11128.4482
,,,,,,,,70,4060.624,392.0355,3725.672,2550.785,20137.3,15226.03,14765.66,3175.394,10687.9204
,,,,,,,,71,3890.326,367.1761,3553.309,2380.819,18675.175,14813.25,14809.91,3075.854,10392.7089
,,,,,,,,72,3723.201,345.9026,3350.303,2230.423,17545.934,14640.72,14840.57,3091.837,10188.9043
,,,,,,,,73,3663.967,333.622,3214.703,2182.248,16832.417,13940.76,14259.38,3033.352,10073.4857
,,,,,,,,74,3622.715,326.0946,3112.879,2097.248,16426.166,12903.89,13341.21,2848.084,10112.9574
,,,,,,,,75,3592.04,325.7963,3072.305,2042.745,16278.542,11862.18,12573.97,2603.432,10285.6587
,,,,,,,,76,3621.657,329.6546,3072.877,2034.725,16607.734,11219.75,12103.11,2437.103,10708.9388
,,,,,,,,77,3716.854,347.6311,3148.385,2088.759,17543.061,11165.46,11991.03,2386.479,11497.6479
,,,,,,,,78,3899.845,385.6465,3402.198,2265.364,19168.259,11670.51,12485.33,2459.898,12611.69
,,,,,,,,79,4082.836,420.8711,3741.068,2506.651,20867.789,12990.76,13541.63,2675.912,13508.6341
,,,,,,,,80,3947.34,428.5406,3770.769,2615.379,21930.121,14669.01,14311.54,3088.428,12436.9692
,,,,,,,,81,3469.801,367.2489,3420.675,2510.253,21979.268,15521.06,13495.33,2720.619,10932.4534
,,,,,,,,82,3157.376,309.7253,2926.378,2184.737,21745.869,12580.97,11518.8,2140.313,9498.203
,,,,,,,,83,2936.201,277.3885,2535.361,2006.002,21561.265,10745.64,9785.161,1640.516,8552.6245
,,,,,,,,84,2828.904,259.4156,2304.322,1810.731,21005.682,9164.74,8399.152,1219.923,7924.1761
,,,,,,,,85,2782.595,255.6497,2239.238,1594.476,20729.855,8273.683,7775.715,1042.167,7604.2201
,,,,,,,,86,2857.567,269.0062,2303.046,1533.961,20261.23,8266.75,8016.972,1195.924,7604.2563
,,,,,,,,87,3039.424,282.9469,2474.995,1600.988,20161.895,8713.886,8836.566,1475.337,7852.9264
,,,,,,,,88,3358.429,315.9904,2787.933,1770.462,20369.171,10048.82,10311.26,1929.799,8652.9319
,,,,,,,,89,3915.479,363.2289,3269.242,2136.733,21433.932,11727.96,11719.58,2473.008,10213.8708
,,,,,,,,90,4262.654,412.3812,3692.292,2570.969,22544.349,13577.21,12851.78,2936.762,10927.1764
,,,,,,,,91,4285.925,424.537,3839.081,2716.73,22511.941,15304.29,14149.12,3355.04,10933.4837
,,,,,,,,92,4271.116,422.9882,3840.712,2713.277,22076.979,15667.19,14455.28,3372.517,11023.6852
,,,,,,,,93,4199.189,413.2832,3839.562,2687.19,21114.712,15414.85,14341.34,3235.019,10826.1833
,,,,,,,,94,4039.469,392.6062,3714.503,2605.331,20023.203,15221.35,14574.37,3135.35,10344.1362
,,,,,,,,95,3890.326,367.5898,3563.529,2394.63,18499.978,14756.82,14697.5,3019.438,10069.2629
,,,,,,,,96,3744.356,342.4321,3380.348,2255.261,17405.42,14609.77,14868.74,3045.245,9887.7426
,,,,,,,,97,3686.18,325.4814,3189.311,2184.553,16858.758,13955.89,14221.68,3001.08,9739.1701
,,,,,,,,98,3639.639,318.3678,3099.66,2089.628,16630.906,12940.96,13410.64,2821.985,9724.2654
,,,,,,,,99,3601.56,321.6295,3057.607,2023.563,16597.684,11999.8,12659.31,2604.44,9806.7024
,,,,,,,,100,3614.252,325.9015,3048.267,2047.679,16957.88,11377.89,12142.45,2449.985,10168.7248
,,,,,,,,101,3708.392,341.8575,3129.218,2097.012,17873.242,11301.39,12066.22,2398.763,10844.487
,,,,,,,,102,3875.517,371.7166,3395.221,2269.874,19511.927,11837.7,12602.92,2471.584,11799.014
,,,,,,,,103,4042.642,412.894,3774.467,2502.039,21403.045,13187.58,13765.62,2708.843,12564.0268
,,,,,,,,104,4029.896,435.0673,3973.19,2612.635,22555.529,14954.94,14919.62,3181.011,12095.8672
,,,,,,,,105,3864.551,435.2734,3901.629,2577.38,22680.964,16700.38,15428.93,3424.406,11068.4685
,,,,,,,,106,3937.768,409.8401,3572.646,2433.017,22253.657,16117.82,15638.18,3440.09,9821.2516
,,,,,,,,107,3762.309,392.1913,3296.158,2338.45,21932.404,15175.74,14767.2,3266.17,9273.4521
,,,,,,,,108,3790.276,395.6143,3254.627,2341.305,21678.713,15193.92,13608.74,3125.266,8983.3282
,,,,,,,,109,3677.509,375.304,3299.438,2282.719,21075.073,14584.24,13246.1,2806.176,9162.3266
,,,,,,,,110,3638.837,380.2521,3285.371,2147.494,20450.956,14276.07,13057.44,2937.836,9227.4154
,,,,,,,,111,3773.688,356.3909,3322.125,2149.016,20466.512,13741.8,12953.93,2815.383,9037.6346
,,,,,,,,112,3860.476,363.487,3318.272,2173.408,20597.141,13266.77,12853.86,2733.475,9197.6834
,,,,,,,,113,4035.238,369.758,3465.246,2292.94,21659.775,12769.44,12333.68,2705.8,10094.142
,,,,,,,,114,4311.311,405.806,3725.509,2535.981,22333.47,13176.49,12890.11,2882.158,10678.6054
,,,,,,,,115,4283.809,409.0936,3799.503,2602.078,22254.602,14493.09,13796.35,3178.403,10660.3477
,,,,,,,,116,4245.73,401.8229,3732.374,2562.647,21550.43,14695.63,13577.24,3165.748,10552.657
,,,,,,,,117,4168.514,388.6317,3698.931,2497.051,20785.47,14380.33,13567.13,3058.913,10313.6688
,,,,,,,,118,4045.815,370.8443,3596.671,2382.645,19810.963,14181.83,13890.14,2998.536,9969.5417
,,,,,,,,119,3872.344,350.6965,3456.601,2214.148,18432.794,14024.33,14079.22,2909.646,9811.6693
,,,,,,,,120,3693.584,331.1453,3261.944,2007.145,17263.581,13923.35,14226.01,2945.066,9627.6625
,,,,,,,,121,3631.177,324.5607,3107.736,1877.389,16388.461,13208.93,13541.09,2870.874,9412.9593
,,,,,,,,122,3558.192,318.9864,3029.857,1770.702,16148.924,12393.07,12989.67,2738.825,9388.9188
,,,,,,,,123,3504.246,321.6515,3011.608,1709.862,15976.692,11491.54,12422.7,2559.777,9414.7551
,,,,,,,,124,3532.806,325.8819,2988.962,1726.537,15974.253,10749.16,11923.12,2390.418,9590.952
,,,,,,,,125,3553.961,336.3727,3013.479,1762.737,16396.523,10435.69,11749.69,2320.531,9949.2053
,,,,,,,,126,3629.061,352.5116,3136.358,1870.115,17315.68,10469.51,11847.11,2333.25,10487.8748
,,,,,,,,127,3733.778,371.6971,3308.313,2003.179,18759.108,11110.06,12284.19,2446.606,11099.4838
,,,,,,,,128,3752.998,377.4844,3389.924,2104.374,20138.227,12126.49,12569.11,2309.032,11084.0771
,,,,,,,,129,3326.231,335.2591,3503.282,2081.925,20885.64,13055.99,12069.11,2296.212,11100.0034
,,,,,,,,130,3245.558,288.4351,2697.873,2084.133,20983.246,13419.33,11393.41,1575.453,10652.7483
,,,,,,,,131,3495.111,262.3027,2316.709,2049.212,20737.93,12740.25,8222.493,1089.417,10789.3084
,,,,,,,,132,3156.474,311.1695,2078.911,2100.457,20394.834,12637.75,6582.781,963.3753,9326.0814
,,,,,,,,133,2841.753,272.0375,2066.844,2044.406,20077.817,12900.21,5877.753,1397.634,9858.8912
,,,,,,,,134,2956.507,254.8979,2303.712,1949.93,19664.445,12947.7,6670.849,898.4211,9510.595
,,,,,,,,135,2904.032,269.3921,2374.428,2035.52,19590.336,12815.95,8602.677,1127.687,9111.4864
,,,,,,,,136,3325.226,301.4655,2531.374,2070.072,19816.527,12442.94,9329.88,1832.806,9319.6533
,,,,,,,,137,3946.799,349.9301,3055.482,2195.045,20813.429,11860.01,10618.05,2194.014,10129.4976
,,,,,,,,138,4234.095,390.5267,3513.667,2411.583,21641.767,12252.24,11520.4,2580.904,10661.0994
,,,,,,,,139,4207.651,393.2593,3629.94,2501.963,21655.032,13465.35,12515.44,2907.487,10541.1312
,,,,,,,,140,4157.937,384.8629,3606.132,2447.773,21164.31,13515.19,12576.58,2917.985,10400.6014
,,,,,,,,141,4079.663,369.2791,3481.843,2356.647,20573.495,13236.55,12466.74,2870.33,10254.3889
,,,,,,,,142,3951.675,353.5123,3410.663,2236.493,19597.591,12996.86,12626.66,2800.193,9990.1919
,,,,,,,,143,3809.937,336.1386,3241.427,2103.24,18376.944,12876.02,12746.13,2714.049,9824.7132
,,,,,,,,144,3669.256,319.1787,3147.824,1907.787,17252.824,12479.05,12653.44,2663.718,9675.412
,,,,,,,,145,3613.195,316.2797,3030.849,1793.904,16852.691,12541.42,12762.38,2722.044,9523.5012
,,,,,,,,146,3542.325,307.1454,2945.735,1695.704,16667.782,12194.41,12577.18,2702.262,9471.7463
,,,,,,,,147,3490.496,307.8159,2885.84,1656.707,16644.355,11367.9,11998.76,2529.57,9534.127
,,,,,,,,148,3474.629,312.2032,2854.969,1672.847,16635.342,10752.25,11460.47,2349.569,9639.6998
,,,,,,,,149,3490.496,328.3484,2872.27,1699.012,16927.153,10405.46,11246.33,2279.019,9914.6406
,,,,,,,,150,3522.228,339.8495,2976.802,1768.662,17584.816,10395.9,11243.16,2254.616,10446.6052
,,,,,,,,151,3585.693,353.8265,3124.757,1894.073,19027.881,10950.48,11511.96,2358.582,11080.8703
,,,,,,,,152,3621.425,360.5854,3205.624,1998.265,20485.09,11871.22,11995.29,2332.284,10461.6684
,,,,,,,,153,3675.55,353.5721,3137.592,1983.569,21181.482,12080.84,11652.82,1843.844,9649.7787
,,,,,,,,154,3683.96,331.2902,3058.126,1890.44,21415.606,11280.72,11237.15,1557.542,8823.0026
,,,,,,,,155,3599.7,344.9775,2894.239,1794.098,21136.188,10911.33,9229.637,1169.238,8188.0866
,,,,,,,,156,3592.296,253.228,2856.756,1710.479,20851.511,9100.904,8795.925,930.8929,7706.4779
,,,,,,,,157,3668.094,239.2131,2627.97,1586.623,20377.326,8676.536,8277.313,834.6377,7380.4275
,,,,,,,,158,3632.13,249.1652,2552.05,1561.449,19899.192,9191.135,8105.485,960.747,7384.3123
,,,,,,,,159,3479.117,263.5454,2460.984,1595.278,19696.733,9393.272,7518.771,1160.977,7744.4869
,,,,,,,,160,3710.043,292.5128,2873.585,1746.533,20144.837,10582.84,8821.173,1608.974,8461.1166
,,,,,,,,161,3907.25,337.9708,3045.624,2024.831,21358.639,11051.31,10471.56,2185.029,10089.8485
,,,,,,,,162,4175.918,383.099,3441.009,2272.549,22513.456,11606.62,11477.66,2565.911,10736.9003
,,,,,,,,163,4166.398,389.5745,3573.42,2412.831,22628.791,12878.29,12304.45,2868.755,10749.1113
,,,,,,,,164,4123.031,386.3451,3551.68,2439.675,22301.141,13304.43,12448.96,2910.425,10673.5915
,,,,,,,,165,4014.083,375.9281,3475.334,2403.207,21548.571,13217.3,12374.01,2889.223,10395.2401
,,,,,,,,166,3881.864,357.4287,3374.275,2278.04,20439.293,12901.12,12590.2,2810.524,10035.0777
,,,,,,,,167,3713.681,337.3224,3240.867,2092.78,19072.362,12588.23,12675.04,2726.836,9730.3744
,,,,,,,,168,3556.076,316.9179,3091.39,1928.884,17907.157,12155.76,12500.06,2664.398,9509.596
,,,,,,,,169,3500.015,311.1709,2993.021,1804.787,17383.044,12297.71,12788.32,2773.925,9382.7838
,,,,,,,,170,3446.07,304.0573,2933.194,1698.734,17130.734,11703.35,12421.39,2717.334,9346.7658
,,,,,,,,171,3415.395,306.607,2954.804,1680.422,17316.091,10859.49,11758.82,2497.488,9488.3641
,,,,,,,,172,3430.204,310.6222,2984.696,1727.595,17809.446,10341.74,11416.34,2356.13,9848.5222
,,,,,,,,173,3532.806,326.1645,3086.187,1813.653,18828.526,10337.36,11447.55,2314.29,10528.373
,,,,,,,,174,3698.873,353.846,3344.383,2028.82,20607.628,11070.06,11965.38,2412.642,11398.9894
,,,,,,,,175,3853.304,387.6467,3624.909,2300.649,22661.043,12779.7,13090.88,2669.363,12105.4781
,,,,,,,,176,3799.9,395.4039,3738.887,2481.717,23794.596,14565.13,14043.01,3039.911,11182.1424
,,,,,,,,177,3584.375,360.8792,3411.781,2418.205,23769.837,15582.11,13187.97,2437.268,10095.8156
,,,,,,,,178,3455.225,330.9948,2981.595,2310.281,23835.725,15235.89,11927.83,2349.387,9154.3057
,,,,,,,,179,3296.278,287.2038,2774.959,2279.326,23354.36,14911.04,10789.54,1795.689,8418.4335
,,,,,,,,180,3205.491,283.0888,2622.553,2195.076,22976.673,14390.52,9636.409,1780.937,7881.6021
,,,,,,,,181,3242.978,273.0504,2593.371,2174.166,22659.523,13890.56,9279.451,1638.164,7564.466
,,,,,,,,182,3252.317,291.9673,2675.883,2094.133,22142.905,13224.52,9484.924,1857.676,7647.9468
,,,,,,,,183,3377.648,314.3008,2774.953,2101.939,22103.485,13108.31,10277.59,2023.148,8001.5798
,,,,,,,,184,3604.989,339.0698,2942.985,2152.171,22225.54,12837.92,11139.85,2364.107,8666.6805
,,,,,,,,185,4007.091,365.5062,3298.08,2292.836,23104.902,12734.57,11818.84,2646.398,10213.7135
,,,,,,,,186,4273.231,411.9,3628.518,2502.264,23964.718,13190.85,12526.69,2804.123,10932.5118
,,,,,,,,187,4272.174,420.0146,3754.699,2590.783,23794.931,14394.93,13459.47,3077.995,10948.2256
,,,,,,,,188,4215.055,414.3092,3735.933,2594.827,23153.559,14906.95,13680.83,3145.694,10940.1134
,,,,,,,,189,4146.301,399.4373,3636.493,2517.468,22234.201,14568.03,13518.18,3070.659,10514.2367
,,,,,,,,190,3972.83,377.7501,3481.905,2336.107,20918.784,14154.51,13844.71,2970.856,10045.5898
,,,,,,,,191,3791.955,354.8696,3304.377,2119.391,19452.19,13806.51,13880.43,2883.815,9726.2961
,,,,,,,,192,3626.946,331.8738,3114.953,1944.1,18232.99,13647.6,13980.7,2897.219,9496.3254
,,,,,,,,193,3561.365,312.6302,2871.195,1909.981,17465.532,13274.18,13132.99,2832.816,9319.3378
,,,,,,,,194,3488.38,299.9359,2758.172,1859.801,17144.715,12194.54,12378.13,2662.282,9328.0155
,,,,,,,,195,3416.453,298.4703,2717.111,1822.074,16998.922,11285.28,11585.57,2431.574,9429.2155
,,,,,,,,196,3422.8,299.6376,2735.526,1881.276,17266.582,10752.47,11118.42,2279.354,9751.283
,,,,,,,,197,3530.69,313.7559,2846.216,1981.102,18160.791,10717.07,11079.58,2242.867,10400.4927
,,,,,,,,198,3684.064,336.6843,3113.628,2157.339,19804.955,11435.95,11615.81,2354.98,11215.4841
,,,,,,,,199,3839.553,373.9295,3452.011,2369.454,21709.425,13117.55,12778.88,2617.873,11738.6788
,,,,,,,,200,3749.128,385.4065,3501.216,2447.87,22805.833,14734.47,13306.01,2728.231,11439.6972
,,,,,,,,201,3343.748,344.4237,3185.227,2419.066,22730.613,16101.46,12185.01,2659.075,10796.1105
,,,,,,,,202,3058.824,309.1086,2764.841,2234.675,22555.462,14842.87,10987.6,1944.637,10004.5409
,,,,,,,,203,2851.401,284.5142,2484.174,2045.502,22155.684,13664.37,10053.53,1531.478,9218.0837
,,,,,,,,204,2729.295,274.2838,2304.708,1936.105,21972.935,13690.3,9096.72,1212.139,9189.5342
,,,,,,,,205,2715.776,267.0963,2380.042,1829.661,21974.753,13246.11,8786.228,1074.411,7717.873
,,,,,,,,206,2817.605,279.3257,2343.008,2021.384,21765.975,13326.47,9112.71,1202.044,7658.7206
,,,,,,,,207,3020.617,292.6942,2553.842,2041.326,21547.595,13421.83,9723.114,1494.293,8298.6085
,,,,,,,,208,3351.67,345.2485,2780.46,2069.027,21727.14,13923.39,11095.03,2191.363,8772.683
,,,,,,,,209,3885.217,369.6656,3290.669,2254.706,22598.436,13274.91,11813.21,2648.459,10128.9471
,,,,,,,,210,4196.016,403.3301,3670.626,2458.633,23484.202,13350.5,12671.53,2757.159,10722.0118
,,,,,,,,211,4162.167,409.4657,3787.608,2580.235,23215.402,14360.49,13425.51,3019.378,10702.9562
,,,,,,,,212,4109.28,408.9272,3746.683,2581.695,22475.054,14805.6,13716.93,3073.153,10678.4527
,,,,,,,,213,4041.584,397.4583,3650.303,2534.455,21583.069,14528.04,13619.74,3023.972,10375.1773
,,,,,,,,214,3882.921,376.4831,3458.533,2345.764,20251.936,14134.46,13905.92,2963.462,9949.6411
,,,,,,,,215,3705.219,349.7443,3263.581,2126.676,18814.016,13796.31,13871.54,2866.29,9643.4728
,,,,,,,,216,3542.325,325.4814,3080.314,1963.415,17622.989,13635.82,13899.66,2881.022,9377.7946
,,,,,,,,217,3473.572,316.9022,3004.848,1919.527,16869.921,13598.89,13671.36,2903.035,9215.3228
,,,,,,,,218,3411.164,306.1869,2932.622,1825.237,16345.555,12596.55,12965.85,2722.707,9151.5612
,,,,,,,,219,3391.067,308.0246,2902.255,1811.302,16201.483,11764.61,12182.3,2495.908,9223.1325
,,,,,,,,220,3420.684,311.5846,2978.68,1855.144,16527.217,11220.03,11798.72,2358.45,9510.4676
,,,,,,,,221,3527.517,326.2736,3135.122,1928.593,17390.945,11206.42,11867.93,2321.144,10103.4664
,,,,,,,,222,3705.219,356.2065,3411.037,2113.852,18965.249,11937.44,12476.31,2454.451,10887.0198
,,,,,,,,223,3869.171,399.4045,3781.991,2369.275,20787.288,13582.56,13713.56,2720.619,11448.046
,,,,,,,,224,3792.496,418.0044,3851.79,2532.209,21800.316,15264.21,14362.41,2779.235,11449.4881
,,,,,,,,225,3401.512,362.636,3523.027,2339.664,22038.026,15526.86,13186.71,2831.077,11371.3772
,,,,,,,,226,3070.46,315.3582,2913.431,2371.488,21759.31,14717.75,11687.03,1925.678,10320.6117
,,,,,,,,227,2865.152,285.9368,2552.112,2206.91,21268.746,12879.91,10203.24,1543.253,10108.0084
,,,,,,,,228,2727.592,274.5807,2340.255,2272.006,21084.034,11848.93,8844.938,1252.256,9357.4659
,,,,,,,,229,2706.669,269.2739,2263.706,2227.353,20789.431,10995.61,7939.924,1109.086,8977.9068
,,,,,,,,230,2788.401,280.7913,2319.27,2245.81,20426.838,10966.78,8318.28,1239.668,8611.4779
,,,,,,,,231,2987.182,292.4375,2494.94,2202.725,20201.349,11510.54,9130.787,1487.703,8072.5888
,,,,,,,,232,3322.052,321.0649,2803.778,2160.317,20401.69,11391.55,10390.34,1907.689,8617.9545
,,,,,,,,233,3825.983,360.8578,3298.307,2291.233,21329.229,12013.66,11756.85,2439.797,10125.2991
,,,,,,,,234,4148.417,405.1678,3732.448,2560.308,22594.2,13271.54,12775.98,2777.978,10810.8549
,,,,,,,,235,4154.763,415.6012,3839.517,2648.928,22685.229,14608.63,13486.42,3023.96,10806.1189
,,,,,,,,236,4148.417,411.6182,3810.697,2624,22217.902,14927.75,13757.78,3055.325,10743.1824
,,,,,,,,237,4071.201,398.4686,3678.336,2560.408,21492.327,14644.13,13582.92,3008.65,10445.6763
,,,,,,,,238,3925.231,376.0693,3482.743,2396.457,20225.926,14300.64,13825.23,2932.057,10060.4474
,,,,,,,,239,3750.702,352.0632,3316.9,2195.881,18751.583,14036.65,13830.43,2849.156,9761.4274
,,,,,,,,240,3607.906,331.2034,3129.04,2060.522,17524.605,13988.55,13963.52,2885.343,9520.8473
,,,,,,,,241,3538.094,320.0901,3009.527,1946.227,16879.472,13525.22,13621.67,2887.261,9352.7101
,,,,,,,,242,3488.38,310.7988,2943.543,1845.554,16636.43,12499.03,12918.2,2701.396,9333.4061
,,,,,,,,243,3461.936,313.7622,2935.835,1798.437,16591.867,11514.16,12165.68,2473.143,9441.4688
,,,,,,,,244,3486.265,318.8616,2968.7,1838.169,16901.463,10896.04,11768.63,2331.592,9760.0621
